liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,density,time,mi,mf,m,%error,Transfer_Observation,Comment
Viscosity_std_204,p1000,1000.0,89.91195205300691,89.91195205300691,0,5,5,0,True,False,0.8639,37.9077844619751,21.1817,21.9588,0.7771000000000008,-10.047459196666189,incomplete dispense,
Viscosity_std_204,p1000,500.0,89.91195205300691,89.91195205300691,0,5,5,0,True,False,0.8639,26.82362699508667,21.9588,22.3678,0.4089999999999989,-5.313114943859493,incomplete aspiration and dispense,
Viscosity_std_204,p1000,300.0,89.91195205300691,89.91195205300691,0,5,5,0,True,False,0.8639,22.453677892684937,22.3678,22.6122,0.2444000000000024,-5.698962071226461,incomplete aspiration and dispense,
Viscosity_std_204,p1000,1000.0,112.38994006625865,8.991195205300691,0,5,5,0,True,False,0.8639,140.3364372253418,22.6122,23.5004,0.8881999999999977,2.8128255585134454,excess dispense,
Viscosity_std_204,p1000,500.0,112.38994006625865,8.991195205300691,0,5,5,0,True,False,0.8639,78.30430555343628,23.5004,23.9528,0.4524000000000008,4.734344252807223,excess dispense,
Viscosity_std_204,p1000,300.0,112.38994006625865,8.991195205300691,0,5,5,0,True,False,0.8639,53.617467403411865,23.9528,24.2213,0.2684999999999995,3.5999536983445246,excess dispense,
Viscosity_std_204,p1000,1000.0,112.38994006625865,112.38994006625865,0,5,5,0,True,False,0.8639,33.58086657524109,24.2213,24.9813,0.7600000000000016,-12.026854960064641,Incomplete aspiration and dispense,
Viscosity_std_204,p1000,500.0,112.38994006625865,112.38994006625865,0,5,5,0,True,False,0.8639,24.72554850578308,24.9813,25.3821,0.40080000000000027,-7.211482810510414,Incomplete aspiration and dispense,
Viscosity_std_204,p1000,300.0,112.38994006625865,112.38994006625865,0,5,5,0,True,False,0.8639,21.20880699157715,25.3821,25.6303,0.2481999999999971,-4.232742987229587,Incomplete aspiration and dispense,
Viscosity_std_204,p1000,1000.0,8.991195205300691,112.38994006625865,0,5,5,0,True,False,0.8639,142.19905161857605,25.6303,26.3975,0.7672000000000025,-11.193425164949353,Incomplete dispense,
Viscosity_std_204,p1000,500.0,8.991195205300691,112.38994006625865,0,5,5,0,True,False,0.8639,80.1507556438446,26.3975,26.7942,0.39669999999999916,-8.160666743836286,Incomplete aspiration and dispense,
Viscosity_std_204,p1000,300.0,8.991195205300691,112.38994006625865,0,5,5,0,True,False,0.8639,55.44539976119995,26.7942,27.048,0.25379999999999825,-2.071999073967574,Within tolerance,
Viscosity_std_204,p1000,1000.0,8.991195205300691,8.991195205300691,0,5,5,0,True,False,0.8639,249.07236337661743,27.048,27.9383,0.8903000000000034,3.055909248756039,Excess aspiration and dispense,
Viscosity_std_204,p1000,500.0,8.991195205300691,8.991195205300691,0,5,5,0,True,False,0.8639,133.87228775024414,27.9383,28.3925,0.4541999999999966,5.15105915036384,Excess aspiration and dispense,
Viscosity_std_204,p1000,300.0,8.991195205300691,8.991195205300691,0,5,5,0,True,False,0.8639,87.98057675361633,28.3925,28.6741,0.28160000000000096,8.654551066867674,Excess aspiration and dispense,
