volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,blow_out_rate,delay_blow_out,%error,abs-err,oo
1000,71.13079224785795,38.190100439444464,11.778204948061624,0.295356173449623,49.56005127503423,9.069798124958744,-6.002790445196775,6.002790445196775,52.31696645882676
1000,72.88279114519048,65.4227697001547,9.149959234887675,14.62323656428712,16.766739593462805,6.961871484632264,-7.923171386946033,7.923171386946033,52.7790540128508
1000,54.61471573720699,58.48510414033147,6.975717325078226,14.136221279810293,48.93341406872273,14.331167194652476,-8.493949533833238,8.493949533833238,56.5203928581558
1000,31.955113790215847,74.27782280341253,2.3609610036227027,13.369138793842371,69.03100824369578,1.0517659795511882,-2.335331275570921,2.335331275570921,60.48696421182348
1000,77.8145585919908,28.172141411078563,6.426551990570319,14.717194486562054,11.024430215310746,0.8505230844322922,1.1324221574276399,1.1324221574276399,69.49087133858478
1000,29.881548203086226,77.72446663788757,12.693438043110737,13.295371116992186,59.78378059515218,1.7807331046013224,-0.40580682965917747,0.40580682965917747,72.32023888093369
1000,19.706543345711303,76.93801125096324,12.823888972159168,8.423075624742832,82.19499668553806,3.3769156569290795,-1.5385103492252843,1.5385103492252843,84.9890077213486
1000,21.807055462179285,43.197303307210916,14.906366213489852,2.5821119806032975,8.390032219871571,1.9723690529066193,2.998048284513203,2.998048284513203,86.49478975252407
1000,11.0,82.5,0.0,0.0,0.0,9.444953842638753,-10.595158679958264,10.595158679958264,103.03030303030303
1000,18.452224467172528,21.72066625445035,14.48524770010664,2.1289265325874074,66.25758655247472,0.4622240131632034,3.219162776780345,3.219162776780345,116.84728562962492
