volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,blow_out_rate,delay_blow_out,%error,abs-err,oo
1000,55.1880502261358,59.40636356687677,4.049934620467123,11.908217620766294,10.900097521829348,9.325699524579637,-1.039764699938464,1.039764699938464,50.911230364215584
1000,33.227386675316325,73.77486646708313,13.309426600334287,9.658349965717882,0.6946699197379054,4.242308584477516,-1.6066601086576922,1.6066601086576922,66.61818433659965
1000,24.304867367836692,31.152084855591593,2.7264196157925613,11.76016947361301,23.004233790172655,13.798726423641591,-1.437863437199882,1.437863437199882,87.73119143891343
1000,25.53787287045684,24.31909213487916,13.16110956904088,11.842247950017015,4.862697226377554,2.016255816466838,-1.0462383012881689,1.0462383012881689,105.28084267582332
1000,12.633064500786613,50.14262261595411,13.883802007344038,0.11403899775306428,3.830013839700675,5.407823131871129,-1.9206861715118289,1.9206861715118289,113.09831148733151
1000,82.5,11.0,0.0,15.0,0.0,0.0,-1.509414509458285,1.509414509458285,118.03030303030303
1000,11.0,82.5,0.0,15.0,82.5,15.0,-1.6586708207099186,1.6586708207099186,118.03030303030303
1000,82.5,11.0,15.0,0.0,0.0,15.0,-1.7102416712711488,1.7102416712711488,118.03030303030303
1000,12.607279146687029,18.73351485687799,5.596423139568431,4.492377501627565,44.27707569307498,2.962942656053,-1.5021184400703167,1.5021184400703167,142.7883221450344
1000,12.199240659352702,14.314663093023718,1.2660231520894012,1.8447345925085161,59.26836344604803,13.32623517513033,-1.6783626080077665,1.6783626080077665,154.94151060957412
