volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,blow_out_rate,delay_blow_out,%error,abs-err,oo
1000,82.5,82.5,15.0,0.0,82.5,15.0,-0.9156897769317337,0.9156897769317337,39.24242424242424
1000,82.5,82.5,15.0,0.0,82.5,15.0,-0.9156897769317337,0.9156897769317337,39.24242424242424
1000,82.5,82.5,15.0,0.0,82.5,15.0,-0.9156897769317337,0.9156897769317337,39.24242424242424
1000,62.38264971414132,62.83481796767654,14.918983555879016,14.356055734508704,70.92089307134124,14.42152079244056,-0.9154918326752934,0.9154918326752934,61.21988080378529
1000,35.70445269452675,54.57208334822292,5.438808533762245,13.96891251680946,63.377483985007416,9.65323038490696,-0.9112791906283779,0.9112791906283779,65.7398197253217
1000,51.962360084738876,25.58048788007057,4.989120146455847,5.543501275210039,28.44306778670671,4.582474167471649,-0.9154059609782945,0.9154059609782945,68.86961666509218
1000,27.010085613844872,61.7876139214124,5.5789399716329156,12.689852024121215,19.27202904715806,10.537014297781935,-0.9154698160652054,0.9154698160652054,71.47647283525664
1000,55.61711335235675,21.87698299096118,2.886443274099559,7.870390870184373,3.4510631011253716,3.654552280561333,-0.9156479270300759,0.9156479270300759,74.4470535367183
1000,18.28093964111767,57.703374092894535,11.504661831862018,9.08064946180646,39.544676449216404,10.471507334179798,-0.9156834534218449,0.9156834534218449,92.6171037934147
1000,45.211239582898216,14.0640343137491,1.6029991155725658,12.305204071196144,45.59860404890137,14.216271490742828,-0.9156890254380534,0.9156890254380534,107.1299502133748
