volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,blow_out_rate,delay_blow_out,%error,abs-err,oo
1000,69.74434530990095,69.82169948797103,1.2223859353464896,3.5223482811666127,6.548908659511977,3.3349833739541315,-15.164738205962108,15.164738205962108,33.4050092465612
1000,82.02704615497585,49.95987641281299,13.767387810290257,0.09161823711703046,65.96017937022832,13.504529854534617,-7.644346963019796,7.644346963019796,46.06616931811775
1000,76.16427551679577,31.874158820888642,2.1988011617636984,0.6471078428560124,37.71141593262896,11.95307973652964,-9.88860474717636,9.88860474717636,47.34880099361274
1000,49.866320527389234,47.65470050793928,1.7583581214347153,5.22374807861368,4.620304664081594,11.078774399085903,-7.503426634167045,7.503426634167045,48.0200101730617
1000,57.516105578284105,40.16435401127198,6.93848740732847,3.4111862594679923,49.992048990913354,10.878140752757357,-3.598270267814994,3.598270267814994,52.633807208362974
1000,43.98606634330956,47.12671015462618,4.089664318731983,8.850348830559696,14.970310021293658,4.033235188908643,2.1293824498880585,2.1293824498880585,56.89387439794982
1000,75.04091176345227,24.394369250803436,8.347084833806536,10.27593121551082,17.74132913545991,0.2959636223187651,3.570088140322978,3.570088140322978,72.94214660768966
1000,57.08007306227344,19.819357082089464,13.62136765420145,14.154599037765484,34.683959897647064,1.9438662830261442,7.442127162514231,7.442127162514231,95.75093892120005
1000,21.135018224788535,20.116470106884844,4.602608644135924,0.6168467156778968,47.172245050637095,6.075268118827369,1.0438840337829363,1.0438840337829363,102.24480566597518
1000,11.904493649135608,78.50568478149924,5.615527814195763,11.034320612336293,79.5606885850347,7.193567602040701,-3.832556378746582,3.832556378746582,113.38967233368903
