volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,blow_out_rate,delay_blow_out,%error,abs-err,oo
1000,82.5,82.5,0.0,0.0,9.159339953157541e-15,15.0,-8.494151674653308,8.494151674653308,24.242424242424242
1000,31.105630418968225,77.84583279202674,3.895581664242746,4.714657759284442,48.85513484618711,5.91098441410904,-5.5761738731586155,5.5761738731586155,53.60466279548864
1000,40.19942027510422,61.94777222947431,6.191724921850472,10.178048195213652,54.85456738407321,6.081079325967283,-3.8848840726689384,3.8848840726689384,57.38838428655258
1000,34.85593855040047,65.8896222792927,4.518583376712845,13.63808378475658,42.5575720660696,0.2400019018868333,-1.3064212594480402,1.3064212594480402,62.02307980577682
1000,34.892887507691405,65.70614916722127,8.386793007241309,10.04988150852376,47.40539376294792,10.528611244095188,-5.275029448760571,5.275029448760571,62.31508598143557
1000,58.63411465662041,28.015275561504886,6.6356332305788746,6.795050024019997,66.5946312479894,3.931068200800018,-1.989877894817283,1.989877894817283,66.18041316022722
1000,35.79470888426904,41.90447901940569,11.276591282068772,12.025069861244413,1.8274083111214658,10.788125259580145,-1.6295149069180288,1.6295149069180288,75.10254850241576
1000,27.36154118809496,40.86347014579966,11.672805842209497,3.3666561232777457,34.51770316587889,5.925883812718663,-1.7495370914950001,1.7495370914950001,76.05884553164665
1000,42.257102974868715,26.94555923284799,14.906087347788704,2.8181414826885,17.09720642526169,8.21610008110874,-1.6676507789315114,1.6676507789315114,78.50075604496863
1000,13.038406952378624,72.74443951515377,3.9918355228709195,13.895496485534949,55.571766959309535,13.049660148383222,-3.8766703855393363,3.8766703855393363,108.33057346338859
