liquid,Viscosity 10 s-1,Viscosity 100 s-1,Viscosity 900 s-1,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,time,%error,m_measured,m_expected
Viscosity_std_817,817,817,817,p1000,1000,25,12.5,0,3,3,0,TRUE,FALSE,134.7416174,-12.54429483,0.7404,0.8466
Viscosity_std_817,p1000,1000,,,,16.25,8.125,0,3,0.8466,202.742821,31.9466,32.7804,0.8338,-1.511930073,within tolerance of 1000uL,
Viscosity_std_817,p1000,1000,,,,16.25,13.125,0,3.3,0.8466,151.941282,32.7804,33.5943,0.8139,-3.862508859,incomplete aspiration and dispense,
