lin,gpr,poly,SVR_linear,SVR_rbf,SVR_sigmoid,SVR_poly,SGD_l2-l1,SGD_elasticnet,KNR,DTR,KR_most,KR_polynomial,KR_sigmoid,PLSR,RFR
7.8543322141274885,3.399566075179228,7.392785995487825,3.0586192872848947,3.1837167039904326,3.0598515581780545,2.8206217209385094,3.9397014067490677,3.9396313931147167,3.4601514403746694,3.392050845824965,3.350118838931572,2.8332962753379918,3.578299120889378,3.9776031106134098,3.3180044382238214
9.77007570691475,3.1210782420803316,11.22584672239954,2.3857053327979356,3.219174972846101,2.83826431355406,2.3185284786123517,3.3141175087012456,3.3153775654846256,3.5063283198579143,3.2667478626915525,3.6844918758368057,2.4728616646531822,3.8171537194265457,3.089761652775141,2.999534661733883
{},"{'alpha': 0.1, 'n_restarts_optimizer': 0}",{},"{'C': 71, 'epsilon': 0.4}","{'C': 61, 'epsilon': 0.2, 'gamma': 'auto'}","{'C': 11, 'coef0': 0, 'epsilon': 0.8, 'gamma': 'scale'}","{'C': 21, 'coef0': 11, 'degree': 2, 'epsilon': 0.1, 'gamma': 'auto'}","{'alpha': 0.001, 'learning_rate': 'invscaling', 'penalty': 'l1', 'power_t': 0.25}","{'alpha': 0.001, 'l1_ratio': 0.30000000000000004, 'learning_rate': 'invscaling', 'power_t': 0.25}","{'algorithm': 'ball_tree', 'leaf_size': 1, 'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}","{'criterion': 'poisson', 'splitter': 'best'}","{'alpha': 0.1, 'kernel': 'poly'}","{'alpha': 3.1, 'coef0': 11, 'degree': 3, 'kernel': 'polynomial'}","{'alpha': 1.1, 'coef0': 1, 'degree': 1, 'kernel': 'sigmoid'}",{'n_components': 1},{'criterion': 'poisson'}
