lin,gpr,poly,SVR_linear,SVR_rbf,SVR_sigmoid,SVR_poly,SGD_l2-l1,SGD_elasticnet,DTR,KR_most,KR_polynomial,KR_sigmoid,PLSR,RFR
7.653873141386851,3.8628700903817585,7.691307480066917,3.214871571758952,3.545152524389243,2.9640636539621426,3.087660322167952,3.7998462906160637,3.7997303026686473,0.23612750900000012,3.676350743706497,3.0946238511871815,3.8113225587331314,3.970525670615768,3.8744090449872353
9.082037982083502,3.559329103183979,11.134047073337463,2.1408295593629787,3.2832843530501195,2.555780991969571,2.316383797291078,3.166922917456245,3.166873306438688,0.0,3.5839025424392843,2.354868770233644,4.052656947511058,2.965936895923805,2.924217585431071
{},"{'alpha': 0.1, 'n_restarts_optimizer': 0}",{},"{'C': 101, 'epsilon': 0.2}","{'C': 61, 'epsilon': 0.4, 'gamma': 'auto'}","{'C': 11, 'coef0': 0, 'epsilon': 0.6, 'gamma': 'scale'}","{'C': 21, 'coef0': 11, 'degree': 2, 'epsilon': 0.8, 'gamma': 'auto'}","{'alpha': 0.001, 'learning_rate': 'invscaling', 'penalty': 'l1', 'power_t': 0.25}","{'alpha': 0.001, 'l1_ratio': 0.8, 'learning_rate': 'invscaling', 'power_t': 0.25}","{'criterion': 'poisson', 'splitter': 'best'}","{'alpha': 0.1, 'kernel': 'poly'}","{'alpha': 3.1, 'coef0': 11, 'degree': 3, 'kernel': 'polynomial'}","{'alpha': 1.1, 'coef0': 1, 'degree': 1, 'kernel': 'sigmoid'}",{'n_components': 1},{'criterion': 'friedman_mse'}
