,experimental,prediction
0,-9.134615385,-7.052794470683948
1,-4.372710623,-1.8334058659357406
2,-9.134615385,-7.0527944706839465
3,-0.366300366,-2.0990014372116343
4,-16.01419414,-15.668886725798915
5,-4.326923077,-3.665184010724639
6,-0.824175824,-2.0686476576334587
7,-1.098901099,-2.050435389873293
8,-11.85897436,-6.624228625603471
9,-6.326312576,-3.5482531113871647
10,-2.205433455,-1.9770804226146113
11,-12.87774725,-14.923200711742759
12,-9.603937729,-8.729421832542823
13,-8.161630037,-8.468959777949648
14,-11.13782051,-11.958736633872338
15,-1.568223443,-2.0193227658354935
16,-1.022588523,-2.055494353114226
17,-16.90705128,-8.366614905460924
18,-1.865842491,-1.9028091534123344
19,-0.602869353,-2.0833186510719353
20,-1.087454212,-2.0511942343992087
21,-0.572344322,-1.9996239837542935
22,-0.755494505,-2.0732007245900714
23,-4.532967033,-7.776674595452765
24,-6.181318681,-5.414789513367143
25,-6.135531136,-2.6679989491570453
26,-2.93040293,-1.929020271626882
27,-6.181318681,-7.952121159329324
28,3.924065285,2.261666296647679
29,5.413435197,-0.8622167453192982
30,3.113786318,3.741605553903328
31,-0.451441139,-0.8879350152171241
32,1.597407107,0.8099050562642733
33,0.15048038,0.22423587653335364
34,0.613496933,2.5753785560457128
35,2.905428869,3.482606373687528
36,-0.173631207,-0.5513245678612915
37,-10.31369371,-1.055630615491229
38,2.859127214,2.701369744051193
39,3.407030135,-0.40610349699105885
40,0.972334761,2.091573071145816
41,-0.821854381,-0.5152542047277313
42,5.614075703,-0.09025545583101469
43,-7.686074777,-0.13329482369437962
44,-0.266234518,-1.5141880029623092
45,-3.715707837,-1.1055828386138917
46,1.250144693,2.6821961559992387
47,-3.623104526,-1.0570083186824455
48,-0.490025852,-0.5337187953489657
49,9.989582128,1.3077370915274038
50,-1.647567234,-0.8052099223359743
51,-2.546591041,3.208391709678855
52,-5.467453795,-0.4024552017399159
53,2.106725315,1.3369606235837321
54,0.312536173,0.21490774382129096
55,-0.15048038,-0.5526127950802917
56,3.831461975,2.2762301012147614
57,-4.387081838,-0.6157427741711556
58,2.315082764,1.8070436459402517
59,-1.73553719,-0.4897358290103726
60,0.885478158,1.2849564031918188
61,-0.731995277,-0.6208132644209128
62,2.40850059,3.6103730873146347
63,2.361275089,0.7898849531889189
64,-0.25974026,-0.13527193239247925
65,-0.354191263,-0.1190806562034249
66,-0.425029516,-0.10693719893306519
67,-0.747737111,-0.618757147777802
68,0.80283353,1.3126804043463578
69,-0.669027942,-0.6290377308627405
70,-0.448642267,-0.10288937984294488
71,2.384887839,1.23335376426557
72,1.121605667,-0.37206934805023173
73,-0.637544274,-0.6331499641489622
74,-0.708382527,-0.6238974392549641
75,-0.38961039,-0.11300892748253244
76,-0.613931523,-0.6362341391136281
77,-0.012223445,-0.04908245132247391
78,-1.82129324,0.5413599340282351
79,0.708959785,1.338409564570859
80,-2.212443467,-0.31511611364679437
81,0.122234446,-0.061318644004258765
82,0.452267449,-0.09135293493372298
83,1.955751131,0.917711313885742
84,0.42782056,-0.08912817265276318
85,-2.860286029,-3.6587274030130343
86,1.931304242,0.9259602991469791
87,-3.581469258,-0.2630091797009928
88,-0.733406674,0.016548036284355083
89,1.870187019,-0.05548675047853591
90,1.662388461,-1.1737416851869447
91,1.307908569,-0.16921961522233736
92,-0.012223445,-0.04908245132247391
93,-0.513384672,-0.0034748243352868413
94,-0.440044004,-0.010149111269170619
95,-2.383571691,-1.0464497347789514
96,-0.794523897,-1.4715009920111615
97,0.028521371,-0.05279038854841078
98,-0.582650858,0.0028286688396008675
99,-2.786945361,-2.5067122643193707
100,-3.751537515,0.6732405600411875
101,-3.982164822,-3.7769729109215895
102,2.629151292,0.5030027502317589
103,2.744464945,0.9174097310190108
104,-2.444649446,-1.5415617324929434
105,-0.023062731,0.5535204359539883
106,-2.82902829,-0.246155576431363
107,9.893911439,0.5172445044617273
108,7.287822878,0.5996699492702022
109,2.936654367,0.3494286387307102
110,-0.668819188,1.1084563553321836
111,5.811808118,0.31811860842978845
112,-19.76476015,-8.507535318853405
113,-2.317804428,-0.9887158713668902
114,-1.906519065,-0.8159204909513469
115,3.628536285,0.43402943481259193
116,0.461254613,2.435200659238922
117,-0.853321033,1.1187831998881395
118,-7.737546125,-5.437251708798293
119,-5.454335793,-5.186761809525982
120,-0.599630996,0.5767814860759
121,-0.438191882,-2.346177093787796
122,-1.637453875,0.61865137637602
123,2.167896679,0.6642345959895035
124,-1.833487085,0.6265601334134363
125,0.991697417,1.0155147543285796
126,1.552890529,0.6916124188218955
127,-4.558733087,-0.16178855904667255
128,-3.905289053,0.6187360931424859
129,0.887915129,2.3204799900171214
130,-1.675891759,0.5309842259807986
131,0.968634686,0.5135114296958907
132,-0.034594096,2.5685246805534376
133,-3.520910209,-1.4216182987505377
134,3.93603936,0.3659954707720061
135,-0.886162236,-0.8636902497926248
136,1.590547603,0.289821147917138
