,experimental,prediction
0,9.134615385,8.334841614877954
1,4.372710623,1.6242714243775414
2,9.134615385,8.334841614877954
3,0.366300366,1.8673439169377097
4,16.01419414,7.038179090651357
5,4.326923077,3.437190347350904
6,0.824175824,1.8671985667163202
7,1.098901099,1.8226702847440936
8,11.85897436,8.334841614877954
9,6.326312576,3.436771004285288
10,2.205433455,1.8226702847440936
11,12.87774725,8.242409648404069
12,9.603937729,13.69886961694925
13,8.161630037,13.509028518081065
14,11.13782051,14.782794691800785
15,1.568223443,1.8226702847440936
16,1.022588523,1.8671985667163202
17,16.90705128,12.472315280371376
18,1.865842491,1.3240821783953276
19,0.602869353,1.8662133923655535
20,1.087454212,1.8226702847440936
21,0.572344322,1.3240821783953276
22,0.755494505,1.8662133923655535
23,4.532967033,8.634976131789374
24,6.181318681,5.618611750718013
25,6.135531136,2.3808375505031414
26,2.93040293,1.6236224435582596
27,6.181318681,12.25301015893246
28,3.924065285,1.7184427393575752
29,5.413435197,2.072418820343899
30,3.113786318,6.3767143613044865
31,0.451441139,2.5473557288411435
32,1.597407107,4.236924030461087
33,0.15048038,3.962116742536046
34,0.613496933,2.5416382778992928
35,2.905428869,8.062943834461342
36,0.173631207,2.822277294345451
37,10.31369371,1.0661632479963945
38,2.859127214,5.031385561052248
39,3.407030135,3.2767046666181154
40,0.972334761,-0.2487229447205097
41,0.821854381,2.822278155177284
42,5.614075703,3.422376611908527
43,7.686074777,2.072418820343899
44,0.266234518,2.1562446896594514
45,3.715707837,1.0661632479963945
46,1.250144693,2.6119632545765485
47,3.623104526,2.2742495766346753
48,0.490025852,2.8222781551772833
49,9.989582128,1.7184427393575752
50,1.647567234,2.5473209180653082
51,2.546591041,2.119358704224178
52,5.467453795,1.8272995148432027
53,2.106725315,2.79573767383366
54,0.312536173,3.962116742536046
55,0.15048038,2.82227729434545
56,3.831461975,1.7184427393575752
57,4.387081838,1.5548976609260272
58,2.315082764,-0.24872294540903717
59,1.73553719,1.2990935665220078
60,0.885478158,1.561300380080894
61,0.731995277,1.2990935665220078
62,2.40850059,1.5954774463791754
63,2.361275089,1.5092380663840474
64,0.25974026,1.1542102037038582
65,0.354191263,1.0597655545531715
66,0.425029516,1.0597655545531715
67,0.747737111,1.2990935665220078
68,0.80283353,1.561300380080894
69,0.669027942,1.2990935665220078
70,0.448642267,1.0597655545531715
71,2.384887839,1.6027350905162203
72,1.121605667,1.0597655545531715
73,0.637544274,1.2990935665220078
74,0.708382527,1.2990935665220078
75,0.38961039,1.0597655545531715
76,0.613931523,1.2990935665220078
77,0.012223445,0.8123832583416615
78,1.82129324,1.7478197533550879
79,0.708959785,1.6053502034683418
80,2.212443467,1.9701747033987989
81,0.122234446,0.8123832583416615
82,0.452267449,0.8123832583416615
83,1.955751131,1.5089393038351533
84,0.42782056,0.8123832583416615
85,2.860286029,1.9837902955439077
86,1.931304242,1.5089393038351533
87,3.581469258,1.1419262985257541
88,0.733406674,0.8123832583416615
89,1.870187019,1.7478197533550879
90,1.662388461,1.9701747033987989
91,1.307908569,0.8123832583416615
92,0.012223445,0.8123832583416613
93,0.513384672,0.8123832583416615
94,0.440044004,0.8123832583416615
95,2.383571691,2.031915195509438
96,0.794523897,2.7813109327619756
97,0.028521371,0.8123832583416615
98,0.582650858,0.8123832583416615
99,2.786945361,2.063487491758634
100,3.751537515,1.9889514966177932
101,3.982164822,24.45012372183414
102,2.629151292,1.8622659908022916
103,2.744464945,1.08135633227268
104,2.444649446,11.808493500839838
105,0.023062731,2.2602566380476787
106,2.82902829,5.089523426073636
107,9.893911439,1.08135633227268
108,7.287822878,2.6198149411790075
109,2.936654367,2.0969824002373185
110,0.668819188,1.2124868585164759
111,5.811808118,1.9353812519100533
112,19.76476015,33.8323407628342
113,2.317804428,-16.250381317598013
114,1.906519065,7.6957646200648355
115,3.628536285,1.882113430758026
116,0.461254613,8.087821870918047
117,0.853321033,1.2124868585164759
118,7.737546125,24.450123721834135
119,5.454335793,-16.250381317598006
120,0.599630996,2.2602566380476787
121,0.438191882,-16.250381317598006
122,1.637453875,1.9685590022160806
123,2.167896679,1.616806267065849
124,1.833487085,1.9685590022160806
125,0.991697417,1.2124868585164759
126,1.552890529,1.616806267065849
127,4.558733087,4.35461438251397
128,3.905289053,2.096982409176504
129,0.887915129,8.087821870918045
130,1.675891759,2.136653816697515
131,0.968634686,2.2602566380476787
132,0.034594096,8.08782183617747
133,3.520910209,11.808493544480202
134,3.93603936,1.9889514966177906
135,0.886162236,3.0167140424809302
136,1.590547603,-0.7880379488386478
137,3.620389305,2.481242566874575
138,2.272210861,1.3953199792178985
139,8.25948648,8.749587438284305
140,4.998863895,3.880361915221516
141,1.39740968,9.196248285798543
142,2.666060744,2.820186472847304
143,4.885253352,0.3260759111991103
144,27.16428085,8.565171777629018
145,11.98591229,-3.1745726714483276
146,0.23858214,1.5579885540009073
147,5.589638718,13.868959806040074
148,0.57941377,0.18489677469156796
149,4.680754374,3.6780346625378897
150,0.318109521,2.8207839987333676
151,24.64212679,7.653700185766362
152,26.86889343,11.499837948940161
153,0.696811331,4.897766415471921
154,13.79231993,21.00697099931645
155,2.711504961,4.580164838716658
156,0.734681512,9.196248285798543
157,3.340149966,1.854195877573261
158,1.386048625,9.196248285798543
159,3.612815269,1.2318047341353626
160,8.702567598,12.343862928722224
161,5.089752329,3.8803619152215116
162,4.124062713,5.887701063721353
163,0.431720064,1.5580733105726203
164,10.66802999,9.389113334949286
165,1.62386272,2.9329721736480794
166,1.785097317,5.407124558710243
167,3.627778418,6.927710311216563
168,2.99051787,3.067052777243224
169,7.094322239,-14.492247767253325
170,11.36703904,4.366898199837241
171,1.508695151,2.8668942370125627
172,2.683404353,3.0830746719832876
173,0.817689739,0.44321735904016
174,0.149717839,-5.002238822358323
175,3.835080041,3.654427543739317
176,7.658643326,-5.000858067132069
177,8.994587124,11.949177469550207
178,7.68167684,5.866653326926698
179,7.758455219,0.2783097718537144
180,4.433951399,-5.000858067132069
181,3.58171139,4.4805696726708915
182,4.257361127,3.9877043764765254
183,18.65714615,22.5606105375376
184,1.078736228,0.44340429161192585
185,0.51825406,-5.002238822358323
186,7.727743867,6.122441527314792
187,17.64367154,22.394483015322574
188,3.758301662,4.519971695552998
189,1.301393528,3.936540363421373
190,2.487619486,0.039538973647957665
191,3.297631387,4.18490311788786
192,0.771622711,0.44321735904016
193,2.314868133,11.949177468291431
194,3.9886368,0.2783097718537144
195,2.460747054,3.5244104930451883
196,2.875350301,0.7357402232615158
197,7.49740873,-5.000858067132067
198,1.147836769,3.524410491826978
199,2.222734078,4.519649541808615
200,2.230411916,2.9122805693643716
201,0.564321087,6.927710311216563
202,1.43959461,6.927710311216563
203,3.719912473,4.5583560597290145
204,1.370494069,0.2788276096129332
205,3.469781154,2.01129519305419
206,0.40442983,3.0747023283306376
207,49.60879918,31.81529201181214
208,4.97788865,2.8637263273626665
209,2.063726046,3.0747023283306376
210,4.410930945,2.8637263273626665
211,1.372037646,3.0747023283306376
212,38.80258533,30.972353420967227
213,4.671731489,2.8637263273626674
214,10.20523869,4.945391414861162
215,34.21022792,40.790974124656756
216,1.530785803,3.074702328330634
217,1.674415089,3.074702328330634
218,16.01088559,10.744795202921289
219,4.966549495,7.871314157990274
220,0.725705862,1.4916884598216384
221,1.878519862,3.074702328330634
222,1.145254564,3.0747023283306385
223,0.6916884,1.525705921590589
224,3.424424538,2.011295193309346
225,1.553464112,3.074702328330634
226,3.337491023,2.976802715979537
227,2.528631364,2.976802715979537
228,7.155006237,2.0112951886240236
229,4.446481779,2.0619095508868375
230,0.97410039,0.8418334055058618
231,0.045840018,1.4421004092762744
232,4.354801742,3.1522303118370543
233,0.641760257,1.4389468136452395
234,1.153640461,1.349995339560812
235,3.9995416,3.521288392649969
236,5.69944228,1.1132172746475812
237,0.427840171,1.4256159851205006
238,1.421040568,1.349995339560812
239,18.2557873,10.865593272522498
240,1.764840706,1.2624434773595081
241,0.55008022,1.4260696295865594
242,3.506761403,3.1635984348531343
243,1.168920468,1.2624473083206929
244,1.78e-13,1.4421035276023684
245,2.062800825,1.1132104952182935
246,2.185040874,1.2215036146447042
247,3.334861334,2.2652714154455547
248,1.442707153,2.134987891994477
249,1.79016542,3.157205666244254
250,3.806934058,2.970197827304365
251,4.388548984,6.109401090215978
252,1.620213007,2.5156239906468727
253,58.41830954,4.378850994717869
254,1.367172747,2.4836706285198584
255,2.009215198,2.376767156131037
256,5.143893043,4.368359137821851
257,34.99886698,30.95289999687194
258,8.474960344,4.378850994717869
259,0.113301609,6.109570755680949
260,5.427147065,8.705777011664107
261,3.738953093,1.4085078946965757
262,4.554724677,4.368359137821851
263,3.331067301,1.7753207747331654
264,18.18490823,12.381438743900647
265,17.19918423,17.39816118320516
266,4.524510915,2.6218193006642707
267,9.31339225,4.378850994717868
268,6.866077498,4.378850994717868
269,1.78261198,1.783690847092621
270,4.010876954,4.691653604918668
271,0.113301609,2.4836706285198584
272,9.811919329,8.025633137767251
273,2.696578291,4.224069510023831
274,1.540901881,4.479492378341061
275,2.492635395,2.4475953456710045
276,2.80232646,8.238482843646405
277,3.18377521,3.378310152067698
278,12.54429483,2.6663084383447613
279,2.988424285,6.547268223816909
280,7.3470352,3.9539910993120184
281,1.57e-13,1.3258886144936186
282,1.567052524,1.3259511084415223
283,1.263879046,1.3259511084415223
284,2.031656036,1.3259511084415223
285,2.126151665,1.231425556424142
286,3.047484054,6.547268223816909
287,1.567052524,1.3259511084415223
288,0.011811954,1.325884145882453
289,2.71674935,3.8663696827824445
290,5.693361682,1.4182942776232808
291,1.567052524,1.3259511084415223
292,2.126151665,1.231425556424143
293,3.153791637,6.547282300853247
294,6.0713442,1.916605213755167
295,8.323618559,1.7314419298445012
296,14.1524831,9.893070228294928
297,9.384471905,2.7196818857660463
298,5.304266729,0.2994712719341148
299,5.152716251,0.8317322104868516
300,4.861273024,0.8317322104868516
301,1.445558405,2.9349378256816765
302,1.63208207,0.8322184807344266
303,9.093028678,13.352519086413425
304,0.827698764,2.9349378256816774
305,1.919639388,2.9349378256816774
306,1.51550478,5.522485251154677
307,2.028444859,-5.221346807224512
308,0.046630916,2.9349378256816783
309,1.63208207,0.8322184807344266
310,1.880780291,2.9349378256816774
311,5.059454418,6.554755151414645
312,1.88855211,-1.257993870384059
313,1.919639388,2.9349378256816774
314,1.317323385,2.9349378256816765
315,5.129400793,0.831732210486853
