liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,density,mi,mf,m,%error,Comment
Viscosity_std_1275,p1000,1000.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,22.3391,23.2096,0.8704999999999998,-0.3548534798535043,
Viscosity_std_1275,p1000,1000.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,23.2096,24.0825,0.8729000000000013,-0.0801282051280565,
Viscosity_std_1275,p1000,1000.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,24.0825,24.9551,0.872600000000002,-0.11446886446863581,
Viscosity_std_1275,p1000,1000.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,24.9551,25.8223,0.8671999999999969,-0.7326007326010967,
Viscosity_std_1275,p1000,1000.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,25.8223,26.6946,0.8723000000000027,-0.1488095238092151,
Viscosity_std_1275,p1000,1000.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,26.6946,27.5677,0.8730999999999973,-0.05723443223474364,
Viscosity_std_1275,p1000,1000.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,27.5677,28.4462,0.8785000000000025,0.5608974358977172,
Viscosity_std_1275,p1000,1000.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,28.4462,29.3188,0.8725999999999985,-0.11446886446904248,
Viscosity_std_1275,p1000,1000.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,29.3188,30.1908,0.8719999999999999,-0.1831501831502011,
Viscosity_std_1275,p1000,1000.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,30.1908,31.063,0.8721999999999994,-0.16025641025648157,
Viscosity_std_1275,p1000,500.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,31.063,31.4976,0.43459999999999965,-0.503663003663088,
Viscosity_std_1275,p1000,500.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,22.3081,22.7431,0.4349999999999987,-0.4120879120882098,
Viscosity_std_1275,p1000,500.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,22.7431,23.1866,0.4435000000000002,1.533882783882831,
Viscosity_std_1275,p1000,500.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,23.1866,23.6311,0.44450000000000145,1.7628205128208396,
Viscosity_std_1275,p1000,500.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,23.6311,24.0663,0.43519999999999825,-0.36630036630077073,
Viscosity_std_1275,p1000,500.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,24.0663,24.5104,0.4441000000000024,1.6712454212459613,
Viscosity_std_1275,p1000,500.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,24.5104,24.9432,0.4328000000000003,-0.915750915750853,
Viscosity_std_1275,p1000,500.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,24.9432,25.3747,0.4314999999999998,-1.2133699633700203,
Viscosity_std_1275,p1000,500.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,25.3747,25.8173,0.44259999999999877,1.3278388278385418,
Viscosity_std_1275,p1000,500.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,25.8173,26.2496,0.43230000000000146,-1.0302197802194506,
Viscosity_std_1275,p1000,300.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,26.2496,26.5077,0.2580999999999989,-1.5186202686207069,
Viscosity_std_1275,p1000,300.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,26.5077,26.7677,0.26000000000000156,-0.7936507936502105,
Viscosity_std_1275,p1000,300.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,26.7677,27.0282,0.26049999999999685,-0.60286935287057,
Viscosity_std_1275,p1000,300.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,27.0282,27.289,0.26080000000000325,-0.4884004883992611,
Viscosity_std_1275,p1000,300.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,27.289,27.5497,0.26069999999999993,-0.5265567765568159,
Viscosity_std_1275,p1000,300.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,27.5497,27.8103,0.26060000000000016,-0.5647130647130152,
Viscosity_std_1275,p1000,300.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,27.8103,28.0729,0.26259999999999906,0.19841269841232492,
Viscosity_std_1275,p1000,300.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,28.0729,28.3335,0.26060000000000016,-0.5647130647130152,
Viscosity_std_1275,p1000,300.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,28.3335,28.5941,0.26060000000000016,-0.5647130647130152,
Viscosity_std_1275,p1000,300.0,5.091817773,5.710478677,0,5,5,0,True,False,0.8736,28.5941,28.855,0.26089999999999947,-0.45024420024441747,
