liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,density,mi,mf,m,%error,Comment
Viscosity_std_817,p1000,1000.0,19.63,6.393,0,5,5,0,True,False,0.8466,21.8654,22.7144,0.8490000000000002,0.28348688873141736,
Viscosity_std_817,p1000,1000.0,19.63,6.393,0,5,5,0,True,False,0.8466,22.7144,23.55,0.8355999999999995,-1.2993149066856324,
Viscosity_std_817,p1000,1000.0,19.63,6.393,0,5,5,0,True,False,0.8466,23.55,24.3836,0.8336000000000006,-1.5355539806283318,
Viscosity_std_817,p1000,1000.0,19.63,6.393,0,5,5,0,True,False,0.8466,24.3836,25.2203,0.8367000000000004,-1.1693834160169592,
Viscosity_std_817,p1000,1000.0,19.63,6.393,0,5,5,0,True,False,0.8466,25.2203,26.0553,0.8349999999999973,-1.370186628868736,
Viscosity_std_817,p1000,1000.0,19.63,6.393,0,5,5,0,True,False,0.8466,26.0553,26.89,0.8347000000000016,-1.405622489959658,
Viscosity_std_817,p1000,1000.0,19.63,6.393,0,5,5,0,True,False,0.8466,26.89,27.7217,0.8316999999999979,-1.7599811008743367,
Viscosity_std_817,p1000,1000.0,19.63,6.393,0,5,5,0,True,False,0.8466,27.7221,28.5588,0.8367000000000004,-1.1693834160169592,
Viscosity_std_817,p1000,1000.0,19.63,6.393,0,5,5,0,True,False,0.8466,28.5588,29.3968,0.8379999999999974,-1.0158280179544774,
Viscosity_std_817,p1000,1000.0,19.63,6.393,0,5,5,0,True,False,0.8466,29.3968,30.2314,0.8346000000000018,-1.4174344436567723,
Viscosity_std_817,p1000,500.0,19.63,6.393,0,5,5,0,True,False,0.8466,30.2314,30.6357,0.4042999999999992,-4.48854240491396,
Viscosity_std_817,p1000,500.0,19.63,6.393,0,5,5,0,True,False,0.8466,30.6357,31.0407,0.40500000000000114,-4.323175053153525,
Viscosity_std_817,p1000,500.0,19.63,6.393,0,5,5,0,True,False,0.8466,31.0407,31.4456,0.4048999999999978,-4.346798960548592,
Viscosity_std_817,p1000,500.0,19.63,6.393,0,5,5,0,True,False,0.8466,31.4456,31.8505,0.40490000000000137,-4.346798960547753,
Viscosity_std_817,p1000,500.0,19.63,6.393,0,5,5,0,True,False,0.8466,31.8505,32.2564,0.40589999999999904,-4.110559886605474,
Viscosity_std_817,p1000,500.0,19.63,6.393,0,5,5,0,True,False,0.8466,32.2564,32.6606,0.404200000000003,-4.5121663123073485,
Viscosity_std_817,p1000,500.0,19.63,6.393,0,5,5,0,True,False,0.8466,32.6606,33.0677,0.4070999999999998,-3.827072997873899,
Viscosity_std_817,p1000,500.0,19.63,6.393,0,5,5,0,True,False,0.8466,33.0677,33.4726,0.4048999999999978,-4.346798960548592,
Viscosity_std_817,p1000,500.0,19.63,6.393,0,5,5,0,True,False,0.8466,33.4726,33.8786,0.4059999999999988,-4.086935979211246,
Viscosity_std_817,p1000,500.0,19.63,6.393,0,5,5,0,True,False,0.8466,33.8786,34.2846,0.4059999999999988,-4.086935979211246,
Viscosity_std_817,p1000,300.0,19.63,6.393,0,5,5,0,True,False,0.8466,34.9299,35.172,0.24209999999999354,-4.6775336640705945,
Viscosity_std_817,p1000,300.0,19.63,6.393,0,5,5,0,True,False,0.8466,35.172,35.4146,0.24260000000000304,-4.480667769114499,
Viscosity_std_817,p1000,300.0,19.63,6.393,0,5,5,0,True,False,0.8466,35.4146,35.6573,0.24269999999999925,-4.441294590125517,
Viscosity_std_817,p1000,300.0,19.63,6.393,0,5,5,0,True,False,0.8466,23.4267,23.6801,0.2533999999999992,-0.22836443814507348,
Viscosity_std_817,p1000,300.0,19.63,6.393,0,5,5,0,True,False,0.8466,23.9394,24.1858,0.24640000000000128,-2.984486967477264,
Viscosity_std_817,p1000,300.0,19.63,6.393,0,5,5,0,True,False,0.8466,24.1858,24.432,0.2461999999999982,-3.0632333254594224,
Viscosity_std_817,p1000,300.0,19.63,6.393,0,5,5,0,True,False,0.8466,24.432,24.678,0.24600000000000222,-3.141979683438784,
Viscosity_std_817,p1000,300.0,19.63,6.393,0,5,5,0,True,False,0.8466,24.678,24.9392,0.26119999999999877,2.842743523111555,
Viscosity_std_817,p1000,300.0,19.63,6.393,0,5,5,0,True,False,0.8466,24.9392,25.1857,0.24650000000000105,-2.945113788486884,
Viscosity_std_817,p1000,300.0,19.63,6.393,0,5,5,0,True,False,0.8466,25.1857,25.4313,0.2455999999999996,-3.2994723994017026,
