liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,density,mi,mf,m,%error,Comment
Viscosity_std_1275,p1000,1000.0,6.74,9.41,0,5,5,0,True,False,0.8736,21.0435,21.909000000000002,0.8654999999999973,-0.9271978021981196,
Viscosity_std_1275,p1000,1000.0,6.74,9.41,0,5,5,0,True,False,0.8736,21.909000000000002,22.7705,0.8614999999999995,-1.3850732600733235,
Viscosity_std_1275,p1000,1000.0,6.74,9.41,0,5,5,0,True,False,0.8736,22.7705,23.6292,0.8587000000000025,-1.7055860805858036,
Viscosity_std_1275,p1000,1000.0,6.74,9.41,0,5,5,0,True,False,0.8736,23.6292,24.4817,0.8524999999999991,-2.4152930402931427,
Viscosity_std_1275,p1000,1000.0,6.74,9.41,0,5,5,0,True,False,0.8736,25.3339,26.1819,0.847999999999999,-2.9304029304030523,
Viscosity_std_1275,p1000,1000.0,6.74,9.41,0,5,5,0,True,False,0.8736,26.1819,27.0346,0.8527000000000022,-2.3923992673990164,
Viscosity_std_1275,p1000,1000.0,6.74,9.41,0,5,5,0,True,False,0.8736,27.0346,27.8858,0.8511999999999986,-2.5641025641027264,
Viscosity_std_1275,p1000,1000.0,6.74,9.41,0,5,5,0,True,False,0.8736,27.8858,28.7391,0.8533000000000008,-2.323717948717858,
Viscosity_std_1275,p1000,1000.0,6.74,9.41,0,5,5,0,True,False,0.8736,28.7391,29.5914,0.8522999999999996,-2.4381868131868623,
Viscosity_std_1275,p1000,1000.0,6.74,9.41,0,5,5,0,True,False,0.8736,29.5914,30.4538,0.8624000000000009,-1.282051282051179,
Viscosity_std_1275,p1000,500.0,6.74,9.41,0,5,5,0,True,False,0.8736,30.4538,30.8786,0.4247999999999976,-2.7472527472532957,
Viscosity_std_1275,p1000,500.0,6.74,9.41,0,5,5,0,True,False,0.8736,30.8786,31.3007,0.4221000000000003,-3.365384615384537,
Viscosity_std_1275,p1000,500.0,6.74,9.41,0,5,5,0,True,False,0.8736,31.3007,31.7185,0.4177999999999997,-4.349816849816917,
Viscosity_std_1275,p1000,500.0,6.74,9.41,0,5,5,0,True,False,0.8736,31.7185,32.1376,0.41910000000000025,-4.0521978021977505,
Viscosity_std_1275,p1000,500.0,6.74,9.41,0,5,5,0,True,False,0.8736,32.1376,32.5555,0.41790000000000305,-4.326923076922384,
Viscosity_std_1275,p1000,500.0,6.74,9.41,0,5,5,0,True,False,0.8736,21.9965,22.4146,0.41809999999999903,-4.281135531135758,
Viscosity_std_1275,p1000,500.0,6.74,9.41,0,5,5,0,True,False,0.8736,22.4146,22.8252,0.4105999999999987,-5.99816849816879,
Viscosity_std_1275,p1000,500.0,6.74,9.41,0,5,5,0,True,False,0.8736,22.8252,23.2405,0.415300000000002,-4.9221611721607195,
Viscosity_std_1275,p1000,500.0,6.74,9.41,0,5,5,0,True,False,0.8736,23.2405,23.6513,0.4107999999999983,-5.952380952381351,
Viscosity_std_1275,p1000,500.0,6.74,9.41,0,5,5,0,True,False,0.8736,23.6513,24.0621,0.41080000000000183,-5.952380952380537,
Viscosity_std_1275,p1000,300.0,6.74,9.41,0,5,5,0,True,False,0.8736,21.9069,22.1401,0.23320000000000007,-11.019536019536002,
Viscosity_std_1275,p1000,300.0,6.74,9.41,0,5,5,0,True,False,0.8736,22.1401,22.3784,0.23829999999999885,-9.073565323565775,
Viscosity_std_1275,p1000,300.0,6.74,9.41,0,5,5,0,True,False,0.8736,22.3784,22.6103,0.23189999999999955,-11.515567765567948,
Viscosity_std_1275,p1000,300.0,6.74,9.41,0,5,5,0,True,False,0.8736,22.6103,22.8435,0.23320000000000007,-11.019536019536002,
Viscosity_std_1275,p1000,300.0,6.74,9.41,0,5,5,0,True,False,0.8736,22.8435,23.0756,0.23210000000000264,-11.439255189254196,
Viscosity_std_1275,p1000,300.0,6.74,9.41,0,5,5,0,True,False,0.8736,23.0756,23.3077,0.23209999999999908,-11.43925518925555,
Viscosity_std_1275,p1000,300.0,6.74,9.41,0,5,5,0,True,False,0.8736,23.3077,23.5355,0.22779999999999845,-13.079975579976184,
Viscosity_std_1275,p1000,300.0,6.74,9.41,0,5,5,0,True,False,0.8736,23.5355,23.7656,0.2301000000000002,-12.20238095238089,
Viscosity_std_1275,p1000,300.0,6.74,9.41,0,5,5,0,True,False,0.8736,23.7656,23.996,0.2303999999999995,-12.087912087912294,
Viscosity_std_1275,p1000,300.0,6.74,9.41,0,5,5,0,True,False,0.8736,23.996,24.229,0.23300000000000054,-11.095848595848402,
