liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out,delay_aspirate,delay_dispense,delay_blow_out,density,time,m,%error,Transfer_Observation,Comment
Viscosity_std_398,rLine1000,1000.0,181.3157424564133,181.3157424564133,False,10,10,0,0.8672,74.08213663101196,0.7648538850826572,-11.801904395450046,Incomplete dispense,Blowout before
Viscosity_std_398,rLine1000,1000.0,181.3157424564133,181.3157424564133,False,10,10,0,0.8672,74.22270607948303,0.8490022378736566,-2.098450429698269,Incomplete dispense,No blowout before
Viscosity_std_398,rLine1000,500.0,181.3157424564133,181.3157424564133,False,10,10,0,0.8672,68.6779432296753,0.3730941252317815,-13.954306911489509,Incomplete dispense,Blowout before
Viscosity_std_398,rLine1000,500.0,181.3157424564133,181.3157424564133,False,10,10,0,0.8672,68.80680108070374,0.4220531668556355,-2.6630150240692907,Incomplete dispense,No blowout before
Viscosity_std_398,rLine1000,300.0,181.3157424564133,181.3157424564133,False,10,10,0,0.8672,66.58109188079834,0.2193394207035347,-15.690567072749554,Incomplete dispense,Blowout before
Viscosity_std_398,rLine1000,300.0,181.3157424564133,181.3157424564133,False,10,10,0,0.8672,66.59436798095703,0.2480154307975063,-4.66811546836315,Incomplete dispense,No blowout before
Viscosity_std_398,rLine1000,1000.0,226.64467807051668,226.64467807051668,False,10,10,0,0.8672,72.29193234443665,0.6926830121174937,-20.12419140711557,Incomplete dispense,Blowout before
Viscosity_std_398,rLine1000,1000.0,226.64467807051668,226.64467807051668,False,10,10,0,0.8672,72.42793655395508,0.8174994259716409,-5.731154754192693,Incomplete dispense,No blowout before
Viscosity_std_398,rLine1000,500.0,226.64467807051668,226.64467807051668,False,10,10,0,0.8672,67.76480865478516,0.3678339424858852,-15.1674486886796,Incomplete dispense,Blowout before
Viscosity_std_398,rLine1000,500.0,226.64467807051668,226.64467807051668,False,10,10,0,0.8672,67.93321752548218,0.4252151049605095,-1.933785756340053,Incomplete dispense,No blowout before
Viscosity_std_398,rLine1000,300.0,226.64467807051668,226.64467807051668,False,10,10,0,0.8672,66.34731125831604,0.216993466625725,-16.592302188758822,Incomplete dispense,Blowout before
Viscosity_std_398,rLine1000,300.0,226.64467807051668,226.64467807051668,False,10,10,0,0.8672,66.07722330093384,0.2483359959509959,-4.544897005305974,Incomplete dispense,No blowout before
Viscosity_std_398,rLine1000,1000.0,226.64467807051668,226.64467807051668,False,10,10,0,0.8672,73.68396949768066,0.6810406685884873,-21.46671257051576,Incomplete dispense,Blowout before
Viscosity_std_398,rLine1000,1000.0,18.13157424564133,226.64467807051668,False,10,10,0,0.8672,128.4724202156067,0.7245355314596796,-16.45116104016609,Incomplete dispense,Blowout before
Viscosity_std_398,rLine1000,500.0,18.13157424564133,226.64467807051668,False,10,10,0,0.8672,93.1635241508484,0.3624717617366059,-16.404113990635167,Incomplete dispense,Blowout before
Viscosity_std_398,rLine1000,500.0,18.13157424564133,226.64467807051668,False,10,10,0,0.8672,93.12372946739195,0.4055149191642443,-6.477186539611535,Incomplete dispense,No blowout before
Viscosity_std_398,rLine1000,300.0,18.13157424564133,226.64467807051668,False,10,10,0,0.8672,81.27132654190063,0.2156092080083839,-17.124381915596572,Incomplete dispense,Blowout before
Viscosity_std_398,rLine1000,300.0,18.13157424564133,226.64467807051668,False,10,10,0,0.8672,81.32122611999512,0.2500116774351457,-3.900800493870796,Incomplete dispense,No blowout before
Viscosity_std_398,rLine1000,1000.0,226.6446775,18.1315742,False,10,10,0,0.8672,123.19920587539671,0.8161151673542999,-5.8907786722440125,Complete Transfer,Blowout before + New Tip
Viscosity_std_398,rLine1000,1000.0,226.6446775,18.1315742,False,10,10,0,0.8672,122.98952507972716,0.8551221180766383,-1.3927446867345108,Complete Transfer, No blowout before
Viscosity_std_398,rLine1000,1000.0,226.6446775,18.1315742,False,10,10,0,0.8672,123.36037254333496,0.8511296248013597,-1.853133671429924,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,500.0,226.6446775,18.1315742,False,10,10,0,0.8672,94.87582778930664,0.4247196860869348,-2.0480428766294296,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,500.0,226.6446775,18.1315742,False,10,10,0,0.8672,93.03552675247192,0.4233791408996149,-2.3572092021183257,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,300.0,226.6446775,18.1315742,False,10,10,0,0.8672,81.34816098213196,0.2463688916000375,-5.301010301338569,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,300.0,226.6446775,18.1315742,False,10,10,0,0.8672,81.12128615379333,0.2508276614622099,-3.587153496997991,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,1000.0,18.1315742,18.1315742,False,10,10,0,0.8672,173.61240339279175,0.8408423976030139,-3.0393914203166554,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,1000.0,18.1315742,18.1315742,False,10,10,0,0.8672,173.70329642295837,0.8552095449366809,-1.382663176120743,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,500.0,18.1315742,18.1315742,False,10,10,0,0.8672,118.57151913642883,0.4295718768192988,-0.9289951985011926,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,500.0,18.1315742,18.1315742,False,10,10,0,0.8672,118.6349720954895,0.4273862053182339,-1.4330707291895948,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,300.0,18.1315742,18.1315742,False,10,10,0,0.8672,96.63664174079896,0.2464854607467609,-5.256203587499604,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,300.0,18.1315742,18.1315742,False,10,10,0,0.8672,96.61319589614868,0.2453489115662072,-5.693069047429552,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,1000.0,18.1315742,18.1315742,False,10,10,0,0.8672,173.738609790802,0.8396475638490987,-3.177172065371461,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,1000.0,200.0,20.0,False,10,10,0,0.8672,118.58426809310912,0.8394435678423326,-3.200695590136914,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,1000.0,200.0,20.0,False,10,10,0,0.8672,118.514173746109,0.8528635908588712,-1.6531837109235206,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,500.0,200.0,20.0,False,10,10,0,0.8672,92.44802045822144,0.424428263220126,-2.1152529473878987,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,500.0,200.0,20.0,False,10,10,0,0.8672,90.82543849945068,0.4254628143972968,-1.8766571961953773,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,300.0,200.0,20.0,False,10,10,0,0.8672,79.91541051864624,0.2417935525911415,-7.0596738195181326,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,300.0,200.0,20.0,False,10,10,0,0.8672,79.85068678855896,0.2442560758156747,-6.11313198966991,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,1000.0,150.0,15.0,False,10,10,0,0.8672,136.76318621635437,0.8377678863581828,-3.393924543567481,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,1000.0,150.0,15.0,False,10,10,0,0.8672,136.81704378128052,0.8574535010111081,-1.1239044037006347,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,500.0,150.0,15.0,False,10,10,0,0.8672,100.13534784317017,0.4232334294662105,-2.3908142374975605,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,500.0,150.0,15.0,False,10,10,0,0.8672,100.22118425369264,0.4284207564954048,-1.1944749779970478,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,300.0,150.0,15.0,False,10,10,0,0.8672,85.87221717834473,0.2496765411383157,-4.029619796157836,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,1000.0,150.0,10.0,False,10,10,0,0.8672,169.83694195747375,0.8603094451058324,-0.7945750569842674,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,1000.0,150.0,10.0,False,10,10,0,0.8672,170.08668327331543,0.8570455089975754,-1.1709514532316194,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,500.0,150.0,10.0,False,10,10,0,0.8672,116.76025867462158,0.4271822093114679,-1.4801177787204898,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,500.0,150.0,10.0,False,10,10,0,0.8672,116.8156533241272,0.4219803111389334,-2.679817541758895,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,300.0,150.0,10.0,False,10,10,0,0.8672,97.06784677505492,0.2398264482401828,-7.815787115550876,Complete Transfer,Blowout before
Viscosity_std_398,rLine1000,300.0,150.0,10.0,False,10,10,0,0.8672,95.39182949066162,0.2446786389725473,-5.950707652003633,Complete Transfer,No blowout before
Viscosity_std_398,rLine1000,1000.0,100.0,10.0,False,10,10,0,0.8672,173.3924834728241,0.8543789897662762,-1.478437526951537,Complete Transfer,Blowout before
