,Time,Value,Factor,Baseline,Mass
0,2023-02-07 12:36:41.875351,-921179,6.862879436681862,-1018802.8963585434,14224.917872918903
1,2023-02-07 12:36:41.877375,-921068,6.862879436681862,-1018802.8963585434,14241.091842026783
2,2023-02-07 12:36:41.879388,-920282,6.862879436681862,-1018802.8963585434,14355.621028682584
3,2023-02-07 12:36:41.880489,-919466,6.862879436681862,-1018802.8963585434,14474.521558340517
4,2023-02-07 12:36:41.881599,-918865,6.862879436681862,-1018802.8963585434,14562.094129816518
5,2023-02-07 12:36:41.882528,-918259,6.862879436681862,-1018802.8963585434,14650.395258459539
6,2023-02-07 12:36:41.884599,-917716,6.862879436681862,-1018802.8963585434,14729.51656679809
7,2023-02-07 12:36:41.885602,-917026,6.862879436681862,-1018802.8963585434,14830.057455847076
8,2023-02-07 12:36:41.886599,-916429,6.862879436681862,-1018802.8963585434,14917.04718158946
9,2023-02-07 12:36:41.887607,-915840,6.862879436681862,-1018802.8963585434,15002.871215864609
10,2023-02-07 12:36:41.888609,-915207,6.862879436681862,-1018802.8963585434,15095.106553209549
11,2023-02-07 12:36:41.889600,-914578,6.862879436681862,-1018802.8963585434,15186.75904482087
12,2023-02-07 12:36:41.890602,-914442,6.862879436681862,-1018802.8963585434,15206.57579976386
13,2023-02-07 12:36:41.891601,-914335,6.862879436681862,-1018802.8963585434,15222.166923138122
14,2023-02-07 12:36:41.893599,-914338,6.862879436681862,-1018802.8963585434,15221.729788837909
15,2023-02-07 12:36:41.894606,-914328,6.862879436681862,-1018802.8963585434,15223.186903171953
16,2023-02-07 12:36:41.895667,-914347,6.862879436681862,-1018802.8963585434,15220.41838593727
17,2023-02-07 12:36:41.896868,-914346,6.862879436681862,-1018802.8963585434,15220.564097370674
18,2023-02-07 12:36:41.897917,-914400,6.862879436681862,-1018802.8963585434,15212.69567996684
19,2023-02-07 12:36:41.899837,-914369,6.862879436681862,-1018802.8963585434,15217.212734402376
20,2023-02-07 12:36:41.900917,-914311,6.862879436681862,-1018802.8963585434,15225.663997539827
21,2023-02-07 12:36:41.901910,-914368,6.862879436681862,-1018802.8963585434,15217.35844583578
22,2023-02-07 12:36:41.902915,-914398,6.862879436681862,-1018802.8963585434,15212.98710283365
23,2023-02-07 12:36:41.903917,-914336,6.862879436681862,-1018802.8963585434,15222.021211704718
24,2023-02-07 12:36:41.904908,-914380,6.862879436681862,-1018802.8963585434,15215.609908634928
25,2023-02-07 12:36:41.906905,-914402,6.862879436681862,-1018802.8963585434,15212.404257100032
26,2023-02-07 12:36:41.907906,-914335,6.862879436681862,-1018802.8963585434,15222.166923138122
27,2023-02-07 12:36:41.908905,-914342,6.862879436681862,-1018802.8963585434,15221.146943104291
28,2023-02-07 12:36:41.909911,-914358,6.862879436681862,-1018802.8963585434,15218.815560169824
29,2023-02-07 12:36:41.911027,-914369,6.862879436681862,-1018802.8963585434,15217.212734402376
30,2023-02-07 12:36:41.912288,-914383,6.862879436681862,-1018802.8963585434,15215.172774334715
31,2023-02-07 12:36:41.913293,-914369,6.862879436681862,-1018802.8963585434,15217.212734402376
32,2023-02-07 12:36:41.914298,-914375,6.862879436681862,-1018802.8963585434,15216.33846580195
33,2023-02-07 12:36:41.916226,-914338,6.862879436681862,-1018802.8963585434,15221.729788837909
34,2023-02-07 12:36:41.917294,-914375,6.862879436681862,-1018802.8963585434,15216.33846580195
35,2023-02-07 12:36:41.969026,-914312,6.862879436681862,-1018802.8963585434,15225.518286106422
36,2023-02-07 12:36:42.168642,-914332,6.862879436681862,-1018802.8963585434,15222.604057438335
37,2023-02-07 12:36:42.369841,-914400,6.862879436681862,-1018802.8963585434,15212.69567996684
38,2023-02-07 12:36:42.570027,-914393,6.862879436681862,-1018802.8963585434,15213.715660000671
39,2023-02-07 12:36:42.770099,-914327,6.862879436681862,-1018802.8963585434,15223.332614605357
40,2023-02-07 12:36:42.970888,-914349,6.862879436681862,-1018802.8963585434,15220.126963070461
41,2023-02-07 12:36:43.171420,-914316,6.862879436681862,-1018802.8963585434,15224.935440372805
42,2023-02-07 12:36:43.371732,-914314,6.862879436681862,-1018802.8963585434,15225.226863239614
43,2023-02-07 12:36:43.572146,-914342,6.862879436681862,-1018802.8963585434,15221.146943104291
44,2023-02-07 12:36:43.772369,-914367,6.862879436681862,-1018802.8963585434,15217.504157269184
45,2023-02-07 12:36:43.972383,-914353,6.862879436681862,-1018802.8963585434,15219.544117336844
46,2023-02-07 12:36:44.172742,-914349,6.862879436681862,-1018802.8963585434,15220.126963070461
47,2023-02-07 12:36:44.373689,-914460,6.862879436681862,-1018802.8963585434,15203.95299396258
48,2023-02-07 12:36:44.573992,-914899,6.862879436681862,-1018802.8963585434,15139.985674698082
49,2023-02-07 12:36:44.774404,-915283,6.862879436681862,-1018802.8963585434,15084.03248427082
50,2023-02-07 12:36:44.974612,-915536,6.862879436681862,-1018802.8963585434,15047.167491619524
51,2023-02-07 12:36:45.174499,-915740,6.862879436681862,-1018802.8963585434,15017.442359205043
52,2023-02-07 12:36:45.375530,-915787,6.862879436681862,-1018802.8963585434,15010.593921835038
53,2023-02-07 12:36:45.575907,-916109,6.862879436681862,-1018802.8963585434,14963.674840278845
54,2023-02-07 12:36:45.775890,-916513,6.862879436681862,-1018802.8963585434,14904.807421183496
55,2023-02-07 12:36:45.976695,-916893,6.862879436681862,-1018802.8963585434,14849.437076489852
56,2023-02-07 12:36:46.176395,-917069,6.862879436681862,-1018802.8963585434,14823.79186421069
57,2023-02-07 12:36:46.377478,-917124,6.862879436681862,-1018802.8963585434,14815.777735373453
58,2023-02-07 12:36:46.577624,-917304,6.862879436681862,-1018802.8963585434,14789.549677360674
59,2023-02-07 12:36:46.778179,-917755,6.862879436681862,-1018802.8963585434,14723.833820895321
60,2023-02-07 12:36:46.978550,-918133,6.862879436681862,-1018802.8963585434,14668.754899068485
61,2023-02-07 12:36:47.178307,-918386,6.862879436681862,-1018802.8963585434,14631.889906417191
62,2023-02-07 12:36:47.379076,-918450,6.862879436681862,-1018802.8963585434,14622.564374679314
63,2023-02-07 12:36:47.579368,-918592,6.862879436681862,-1018802.8963585434,14601.873351135899
64,2023-02-07 12:36:47.780006,-918994,6.862879436681862,-1018802.8963585434,14543.29735490736
65,2023-02-07 12:36:47.980055,-919393,6.862879436681862,-1018802.8963585434,14485.158492979032
66,2023-02-07 12:36:48.180826,-919641,6.862879436681862,-1018802.8963585434,14449.022057494758
67,2023-02-07 12:36:48.380133,-919816,6.862879436681862,-1018802.8963585434,14423.522556649
68,2023-02-07 12:36:48.581826,-919869,6.862879436681862,-1018802.8963585434,14415.799850678572
69,2023-02-07 12:36:48.782207,-920246,6.862879436681862,-1018802.8963585434,14360.866640285141
70,2023-02-07 12:36:48.982064,-920596,6.862879436681862,-1018802.8963585434,14309.867638593625
71,2023-02-07 12:36:49.182146,-920930,6.862879436681862,-1018802.8963585434,14261.20001983658
72,2023-02-07 12:36:49.382714,-921208,6.862879436681862,-1018802.8963585434,14220.692241350178
73,2023-02-07 12:36:49.582757,-921234,6.862879436681862,-1018802.8963585434,14216.903744081665
74,2023-02-07 12:36:49.782873,-921241,6.862879436681862,-1018802.8963585434,14215.883764047834
75,2023-02-07 12:36:49.983915,-921195,6.862879436681862,-1018802.8963585434,14222.586489984433
76,2023-02-07 12:36:50.184694,-921210,6.862879436681862,-1018802.8963585434,14220.40081848337
77,2023-02-07 12:36:50.384743,-921243,6.862879436681862,-1018802.8963585434,14215.592341181025
78,2023-02-07 12:36:50.585153,-921226,6.862879436681862,-1018802.8963585434,14218.0694355489
79,2023-02-07 12:36:50.785686,-921140,6.862879436681862,-1018802.8963585434,14230.60061882167
80,2023-02-07 12:36:50.985515,-921181,6.862879436681862,-1018802.8963585434,14224.626450052094
81,2023-02-07 12:36:51.185716,-921239,6.862879436681862,-1018802.8963585434,14216.175186914643
82,2023-02-07 12:36:51.386598,-921186,6.862879436681862,-1018802.8963585434,14223.897892885072
83,2023-02-07 12:36:51.587110,-921231,6.862879436681862,-1018802.8963585434,14217.340878381878
84,2023-02-07 12:36:51.787238,-921192,6.862879436681862,-1018802.8963585434,14223.023624284646
85,2023-02-07 12:36:51.986907,-921189,6.862879436681862,-1018802.8963585434,14223.460758584859
86,2023-02-07 12:36:52.187782,-921142,6.862879436681862,-1018802.8963585434,14230.309195954862
87,2023-02-07 12:36:52.387777,-921149,6.862879436681862,-1018802.8963585434,14229.289215921033
88,2023-02-07 12:36:52.588627,-921182,6.862879436681862,-1018802.8963585434,14224.48073861869
89,2023-02-07 12:36:52.788827,-921173,6.862879436681862,-1018802.8963585434,14225.792141519329
90,2023-02-07 12:36:52.988893,-921178,6.862879436681862,-1018802.8963585434,14225.063584352307
91,2023-02-07 12:36:53.189640,-921210,6.862879436681862,-1018802.8963585434,14220.40081848337
92,2023-02-07 12:36:53.390062,-921184,6.862879436681862,-1018802.8963585434,14224.18931575188
93,2023-02-07 12:36:53.590412,-921156,6.862879436681862,-1018802.8963585434,14228.269235887203
94,2023-02-07 12:36:53.791296,-921153,6.862879436681862,-1018802.8963585434,14228.706370187416
95,2023-02-07 12:36:53.991787,-921183,6.862879436681862,-1018802.8963585434,14224.335027185285
96,2023-02-07 12:36:54.191067,-921215,6.862879436681862,-1018802.8963585434,14219.672261316347
97,2023-02-07 12:36:54.392561,-921227,6.862879436681862,-1018802.8963585434,14217.923724115495
