liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out,delay_aspirate,delay_dispense,delay_blow_out,density,time,m,%error
Viscosity_std_505,rLine1000,1000.0,21.40774488996661,21.40774488996661,False,10,10,0,0.8683,158.21623349189758,0.7783467638158975,-10.35969551815069
Viscosity_std_505,rLine1000,500.0,21.40774488996661,21.40774488996661,False,10,10,0,0.8683,110.00849676132202,0.4261476581342971,-1.8432205149609149
Viscosity_std_505,rLine1000,300.0,21.40774488996661,21.40774488996661,False,10,10,0,0.8683,91.23457765579224,0.2505508097387417,-3.815574594517363
Viscosity_std_505,rLine1000,1000.0,26.759681112458264,26.759681112458264,False,10,10,0,0.8683,138.027925491333,0.7907176645119255,-8.93496896096677
Viscosity_std_505,rLine1000,500.0,26.759681112458264,26.759681112458264,False,10,10,0,0.8683,100.70973682403564,0.4146510260386956,-4.4912988509281
Viscosity_std_505,rLine1000,300.0,26.759681112458264,26.759681112458264,False,10,10,0,0.8683,85.76728129386902,0.2538730304203603,-2.5402009979805915
Viscosity_std_505,rLine1000,1000.0,26.759681112458264,2.1407744889966613,False,10,10,0,0.8683,567.8392276763916,0.8577594950212565,-1.2139243324592286
Viscosity_std_505,rLine1000,1000.0,26.759681112458264,2.1407744889966613,False,10,10,0,0.8683,567.6854255199432,0.8586046213350017,-1.1165931895656174
Viscosity_std_505,rLine1000,500.0,26.759681112458264,2.1407744889966613,False,10,10,0,0.8683,315.6037323474884,0.419138938187549,-3.4575749884719538
Viscosity_std_505,rLine1000,300.0,26.759681112458264,2.1407744889966613,False,10,10,0,0.8683,214.81375217437744,0.2503905271619969,-3.877105776806424
Viscosity_std_505,rLine1000,1000.0,2.1407744889966613,26.759681112458264,False,10,10,0,0.8683,567.8868243694305,0.7622019369946984,-12.219055972049013
Viscosity_std_505,rLine1000,500.0,2.1407744889966613,26.759681112458264,False,10,10,0,0.8683,315.72889709472656,0.4239328443465515,-2.3533699535756067
Viscosity_std_505,rLine1000,300.0,2.1407744889966613,26.759681112458264,False,10,10,0,0.8683,214.8138451576233,0.246587458750144,-5.337072920210368
Viscosity_std_505,rLine1000,1000.0,2.1407744889966613,2.1407744889966613,False,10,10,0,0.8683,999.1603481769562,0.8606154391159815,-0.885012194404984
Viscosity_std_505,rLine1000,500.0,2.1407744889966613,2.1407744889966613,False,10,10,0,0.8683,530.5490963459015,0.4297904439694054,-1.0041589382919658
Viscosity_std_505,rLine1000,300.0,2.1407744889966613,2.1407744889966613,False,10,10,0,0.8683,343.96984243392944,0.24926854912478363,-4.307824052829807
