liquid,Viscosity 10 s-1,Viscosity 100 s-1,Viscosity 900 s-1,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,time,%error,m_measured,m_expected
Viscosity_std_505.4,505.4,505.4,505.4,p1000,1000,43.0,43,0,0.0,0.0,0,True,False,52.40234113,-18.65714615,0.7063,0.8683
Viscosity_std_505.4,505.4,505.4,505.4,p1000,1000,40.0,40,0,0.0,0.0,0,True,False,56.35696435,-17.64367154,0.7151,0.8683
Viscosity_std_505.4,505.4,505.4,505.4,p1000,1000,43.0,43,5,5.0,5.0,0,True,False,89.09466958,2.487619486,0.8899,0.8683
Viscosity_std_505.4,505.4,505.4,505.4,p1000,1000,43.0,43,5,2.0,2.0,0,True,False,83.89172626,-2.314868133,0.8482,0.8683
Viscosity_std_505.4,505.4,505.4,505.4,p1000,1000,43.0,43,5,0.0,0.0,0,True,False,79.93771601,-7.094322239,0.8067,0.8683
Viscosity_std_505.4,505.4,505.4,505.4,p1000,1000,43.0,43,5,3.5,3.5,0,True,False,86.962497,0.51825406,0.8728,0.8683
Viscosity_std_505.4,505.4,505.4,505.4,p1000,1000,43.0,43,5,3.5,3.5,0,True,False,87.01945686,0.149717839,0.8696,0.8683
Viscosity_std_505.4,505.4,505.4,505.4,p1000,1000,43.0,43,5,2.5,2.5,0,True,False,84.31181717,0.564321087,0.8732,0.8683
Viscosity_std_505.4,505.4,505.4,505.4,p1000,1000,43.0,43,0,3.5,3.5,0,True,False,59.80912685,-4.433951399,0.8298,0.8683
Viscosity_std_505.4,505.4,505.4,505.4,p1000,500,43.0,43,0,3.5,3.5,0,True,False,35.79570484,-7.658643326,0.4009,0.43415
Viscosity_std_505.4,505.4,505.4,505.4,p1000,500,43.0,43,5,3.5,3.5,0,True,False,63.73800707,7.49740873,0.4667,0.43415
Viscosity_std_505.4,505.4,505.4,505.4,p1000,500,43.0,43,5,2.5,2.5,0,True,False,61.82738042,7.727743867,0.4677,0.43415
Viscosity_std_505.4,505.4,505.4,505.4,p1000,500,43.0,43,5,1.5,1.5,0,True,False,59.87886143,-11.36703904,0.3848,0.43415
Viscosity_std_505.4,505.4,505.4,505.4,p1000,500,43.0,43,5,2.0,2.0,0,True,False,60.53137589,-8.994587124,0.3951,0.43415
Viscosity_std_505.4,505.4,505.4,505.4,p1000,500,43.0,43,5,2.5,2.5,0,True,False,61.55211306,-1.43959461,0.4279,0.43415
Viscosity_std_505.4,505.4,505.4,505.4,p1000,500,43.0,43,5,2.5,2.5,0,True,False,61.57596564,-3.627778418,0.4184,0.43415
Viscosity_std_505.4,505.4,505.4,505.4,p1000,500,43.0,43,5,3.0,2.5,0,True,False,62.09812355,-1.785097317,0.4264,0.43415
Viscosity_std_505.4,505.4,505.4,505.4,p1000,500,43.0,43,5,3.5,2.5,0,True,False,62.61543036,-3.58171139,0.4186,0.43415
Viscosity_std_505.4,505.4,505.4,505.4,p1000,500,40.0,43,5,3.0,2.5,0,True,False,63.10073853,2.222734078,0.4438,0.43415
Viscosity_std_505.4,505.4,505.4,505.4,p1000,500,41.5,43,5,3.0,2.5,0,True,False,62.71548724,-1.62386272,0.4271,0.43415
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,41.5,43,5,3.0,2.5,0,True,False,53.21852994,2.230411916,0.2663,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,42.0,43,5,3.0,2.5,0,True,False,53.04012442,-1.301393528,0.2571,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,41.8,43,5,3.0,2.5,0,True,False,53.16606331,-1.147836769,0.2575,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,41.8,43,5,3.0,2.5,0,True,False,53.16861606,2.460747054,0.2669,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,42.0,43,5,3.0,2.5,0,True,False,53.12563896,-4.257361127,0.2494,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,41.8,43,5,3.0,2.5,0,True,False,53.17828441,-3.835080041,0.2505,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,41.3,43,5,3.0,2.5,0,True,False,53.27065754,-2.99051787,0.2527,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,40.8,43,5,3.0,2.5,0,True,False,53.3803432,-2.683404353,0.2535,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,40.0,43,5,3.0,2.5,0,True,False,53.5848546,-3.719912473,0.2508,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,40.0,43,5,3.0,2.5,0,True,False,53.58082461,-3.758301662,0.2507,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,39.0,43,5,3.0,2.5,0,True,False,53.78607631,-3.297631387,0.2519,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,41.0,43,5,5.0,2.5,0,True,False,55.4593668,7.68167684,0.2805,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,41.0,43,5,3.5,2.5,0,True,False,53.96406817,-2.875350301,0.253,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,41.0,43,5,4.0,2.5,0,True,False,54.43315816,1.078736228,0.2633,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,41.0,43,5,4.0,2.5,0,True,False,54.43335199,7.758455219,0.2807,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,41.0,43,5,4.0,2.5,0,True,False,54.4551599,-3.9886368,0.2501,0.26049
Viscosity_std_505.4,505.4,505.4,505.4,p1000,300,41.0,43,5,4.0,2.5,0,True,False,54.50414085,0.771622711,0.2625,0.26049
