liquid,Viscosity 900 s-1,Viscosity 100 s-1,Viscosity 10 s-1,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,time,%error,m_measured,m_expected
Viscosity_std_99.85,99.85,99.85,99.85,p1000,1000,120,120,0,0,0,0,TRUE,FALSE,22.17601013,-8.323618559,0.7864,0.8578
Viscosity_std_99.85,99.85,99.85,99.85,p1000,1000,115,120,0,0,0,0,TRUE,FALSE,21.84050894,-5.304266729,0.8123,0.8578
Viscosity_std_99.85,99.85,99.85,99.85,p1000,1000,120,120,0,5,0,0,TRUE,FALSE,26.4818902,-1.51550478,0.8448,0.8578
Viscosity_std_99.85,99.85,99.85,99.85,p1000,1000,120,120,0,7,0,0,TRUE,FALSE,28.52580047,-1.63208207,0.8438,0.8578
Viscosity_std_99.85,99.85,99.85,99.85,p1000,1000,120,120,0,7,0,0,TRUE,FALSE,28.59655356,-1.63208207,0.8438,0.8578
Viscosity_std_99.85,99.85,99.85,99.85,p1000,1000,120,120,5,7,0,0,TRUE,FALSE,55.86627221,4.861273024,0.8995,0.8578
Viscosity_std_99.85,99.85,99.85,99.85,p1000,500,120,120,5,7,0,0,TRUE,FALSE,48.29986405,5.129400793,0.4509,0.4289
Viscosity_std_99.85,99.85,99.85,99.85,p1000,500,120,120,0,5,0,0,TRUE,FALSE,19.07766151,-5.059454418,0.4072,0.4289
Viscosity_std_99.85,99.85,99.85,99.85,p1000,500,120,120,0,7,0,0,TRUE,FALSE,20.32811022,-5.152716251,0.4068,0.4289
Viscosity_std_99.85,99.85,99.85,99.85,p1000,500,120,120,0,5,3,0,TRUE,FALSE,21.35672402,2.028444859,0.4376,0.4289
Viscosity_std_99.85,99.85,99.85,99.85,p1000,500,120,120,0,5,1.5,0,TRUE,FALSE,19.86531186,1.88855211,0.437,0.4289
Viscosity_std_99.85,99.85,99.85,99.85,p1000,500,120,120,0,5,1,0,TRUE,FALSE,19.37262487,-1.445558405,0.4227,0.4289
Viscosity_std_99.85,99.85,99.85,99.85,p1000,300,120,120,0,5,1,0,TRUE,FALSE,16.08867645,-1.880780291,0.2525,0.25734
Viscosity_std_99.85,99.85,99.85,99.85,p1000,300,120,120,0,5,1,0,TRUE,FALSE,16.09066892,-1.919639388,0.2524,0.25734
Viscosity_std_99.85,99.85,99.85,99.85,p1000,300,120,120,0,5,1,0,TRUE,FALSE,16.09851193,-1.919639388,0.2524,0.25734
Viscosity_std_99.86,99.85,99.85,99.85,p1000,1000,120,120,0,5,1,0,TRUE,FALSE,28.69678855,-9.384471905,0.7773,0.8578
Viscosity_std_99.87,99.85,99.85,99.85,p1000,1000,120,120,0,5,1,0,TRUE,FALSE,27.37441444,0.827698764,0.8649,0.8578
Viscosity_std_99.88,99.85,99.85,99.85,p1000,500,155,155,5,2,0,0,TRUE,FALSE,40.42509055,14.1524831,0.4896,0.4289
Viscosity_std_99.89,99.85,99.85,99.85,p1000,500,155,155,0,2,0,0,TRUE,FALSE,13.98079586,-9.093028678,0.3899,0.4289
Viscosity_std_99.90,99.85,99.85,99.85,p1000,1000,120,120,0,5,1,0,TRUE,FALSE,27.47818446,-1.317323385,0.8465,0.8578
Viscosity_std_99.91,99.85,99.85,99.85,p1000,500,120,120,0,5,1,0,TRUE,FALSE,19.16662621,-0.046630916,0.4287,0.4289
