liquid,Viscosity 900 s-1,Viscosity 100 s-1,Viscosity 10 s-1,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,time,%error,m_measured,m_expected
Viscosity_std_5882,5882,5882,5882,p1000,1000,12.6,6,0,3,3,0,TRUE,FALSE,263.2012017,-49.60879918,0.4444,0.8819
Viscosity_std_5882,5882,5882,5882,p1000,1000,12.6,3,0,3,3,0,TRUE,FALSE,460.696852,-38.80258533,0.5397,0.8819
Viscosity_std_5882,5882,5882,5882,p1000,1000,12.6,3,0,10,3,0,TRUE,FALSE,466.9469395,-34.21022792,0.5802,0.8819
Viscosity_std_5882,5882,5882,5882,p1000,1000,6,3,0,10,3,0,TRUE,FALSE,556.1561153,-16.01088559,0.7407,0.8819
Viscosity_std_5882,5882,5882,5882,p1000,1000,3,3,0,10,3,0,TRUE,FALSE,757.6378953,-4.966549495,0.8381,0.8819
Viscosity_std_5882,5882,5882,5882,p1000,1000,3,3,0,10,3,0,TRUE,FALSE,758.3205678,-10.20523869,0.7919,0.8819
Viscosity_std_5882,5882,5882,5882,p1000,1000,2.5,3,0,6,3,0,TRUE,FALSE,828.2397454,-7.155006237,0.8188,0.8819
Viscosity_std_5882,5882,5882,5882,p1000,1000,2.5,3,5,6,3,0,TRUE,FALSE,855.5185654,3.424424538,0.9121,0.8819
Viscosity_std_5882,5882,5882,5882,p1000,1000,2.5,3,4,6,3,0,TRUE,FALSE,862.3547373,3.469781154,0.9125,0.8819
Viscosity_std_5882,5882,5882,5882,p1000,1000,3,3,12,5,3,0,TRUE,FALSE,763.3617849,-4.410930945,0.843,0.8819
Viscosity_std_5882,5882,5882,5882,p1000,1000,3,3,7,5,3,0,TRUE,FALSE,771.038604,-1.553464112,0.8682,0.8819
Viscosity_std_5882,5882,5882,5882,p1000,1000,3,3,8,5,3,0,TRUE,FALSE,768.956728,-2.063726046,0.8637,0.8819
Viscosity_std_5882,5882,5882,5882,p1000,1000,3,3,6,5,3,0,TRUE,FALSE,773.8952594,-1.530785803,0.8684,0.8819
Viscosity_std_5882,5882,5882,5882,p1000,500,3,3,6,5,3,0,TRUE,FALSE,409.0134799,-1.372037646,0.4349,0.44095
Viscosity_std_5882,5882,5882,5882,p1000,300,3,3,6,5,3,0,TRUE,FALSE,263.6215928,3.337491023,0.2734,0.26457
Viscosity_std_5882,5882,5882,5882,p1000,300,3,3,6.5,5,3,0,TRUE,FALSE,262.144819,1.674415089,0.269,0.26457
Viscosity_std_5882,5882,5882,5882,p1000,300,3,3,7,5,3,0,TRUE,FALSE,260.8171003,-0.40442983,0.2635,0.26457
Viscosity_std_5882,5882,5882,5882,p1000,300,3,3,7,5,3,0,TRUE,FALSE,260.843488,-1.878519862,0.2596,0.26457
Viscosity_std_5882,5882,5882,5882,p1000,500,3,3,7,5,3,0,TRUE,FALSE,406.2920997,-4.97788865,0.419,0.44095
Viscosity_std_5882,5882,5882,5882,p1000,500,3,3,6,5,3,0,TRUE,FALSE,409.1092803,-2.528631364,0.4298,0.44095
Viscosity_std_5882,5882,5882,5882,p1000,500,3,3,5,5,3,0,TRUE,FALSE,415.3488116,1.145254564,0.446,0.44095
Viscosity_std_check,5882,5882,5882,p1000,1000,3,3,7,5,3,0,TRUE,FALSE,771.0665402,-4.671731489,0.8407,0.8819
Viscosity_std_check,5882,5882,5882,p1000,1000,2.5,3,5,5,3,0,TRUE,FALSE,854.6409943,-0.725705862,0.8755,0.8819
Viscosity_std_check,5882,5882,5882,p1000,500,2.5,3,5,5,3,0,TRUE,FALSE,453.3232226,-0.6916884,0.4379,0.44095
