liquid,Viscosity 900 s-1,Viscosity 100 s-1,Viscosity 10 s-1,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,time,%error,m_measured,m_expected
Viscosity_std_7782,7782,7782,7782,p1000,1000,6,3,0,5,5,0,TRUE,FALSE,554.0595424,-34.99886698,0.5737,0.8826
Viscosity_std_7782,7782,7782,7782,p1000,1000,3,3,0,5,5,0,TRUE,FALSE,753.980094,-18.18490823,0.7221,0.8826
Viscosity_std_7782,7782,7782,7782,p1000,1000,3,3,0,10,5,0,TRUE,FALSE,759.0621331,-17.19918423,0.7308,0.8826
Viscosity_std_7782,7782,7782,7782,p1000,1000,1.5,3,0,5,5,0,TRUE,FALSE,1126.76022,-9.31339225,0.8004,0.8826
Viscosity_std_7782,7782,7782,7782,p1000,1000,1.5,3,5,5,5,0,TRUE,FALSE,1155.466231,-8.474960344,0.8078,0.8826
Viscosity_std_7782,7782,7782,7782,p1000,1000,1.5,2,5,5,5,0,TRUE,FALSE,1338.144522,5.427147065,0.9305,0.8826
Viscosity_std_7782,7782,7782,7782,p1000,1000,1.5,2.3,5,5,5,0,TRUE,FALSE,1228.193578,3.18377521,0.9107,0.8826
Viscosity_std_7782,7782,7782,7782,p1000,1000,1.5,2.6,5,5,5,0,TRUE,FALSE,1228.207401,2.696578291,0.9064,0.8826
Viscosity_std_7782,7782,7782,7782,p1000,1000,1.5,3.2,5,5,5,0,TRUE,FALSE,1102.541437,-1.620213007,0.8683,0.8826
Viscosity_std_7782,7782,7782,7782,p1000,1000,1.5,3,5,5,5,0,TRUE,FALSE,1154.933782,-58.41830954,0.367,0.8826
Viscosity_std_7782,7782,7782,7782,p1000,1000,1.5,3,5,5,5,0,TRUE,FALSE,1154.715529,1.540901881,0.8962,0.8826
Viscosity_std_7782,7782,7782,7782,p1000,500,1.5,3,5,5,5,0,TRUE,FALSE,607.4362476,4.554724677,0.4614,0.4413
Viscosity_std_7782,7782,7782,7782,p1000,500,1.5,3,5,5,5,0,TRUE,FALSE,608.0939631,-5.143893043,0.4186,0.4413
Viscosity_std_7782,7782,7782,7782,p1000,500,1.5,2.8,5,5,5,0,TRUE,FALSE,607.4485023,3.738953093,0.4578,0.4413
Viscosity_std_7782,7782,7782,7782,p1000,500,1.5,2.9,5,5,5,0,TRUE,FALSE,607.4232018,2.492635395,0.4523,0.4413
Viscosity_std_7782,7782,7782,7782,p1000,500,1.5,3.1,5,5,5,0,TRUE,FALSE,607.4542484,1.79016542,0.4492,0.4413
Viscosity_std_7782,7782,7782,7782,p1000,500,1.5,3.3,5,5,5,0,TRUE,FALSE,581.1865439,-0.113301609,0.4408,0.4413
Viscosity_std_7782,7782,7782,7782,p1000,300,1.5,3.3,5,5,5,0,TRUE,FALSE,373.3762178,4.388548984,0.2764,0.26478
Viscosity_std_7782,7782,7782,7782,p1000,300,1.5,3.3,5,2,5,0,TRUE,FALSE,370.3964887,4.010876954,0.2754,0.26478
Viscosity_std_7782,7782,7782,7782,p1000,300,1.8,3.3,5,2,5,0,TRUE,FALSE,370.3706875,2.80232646,0.2722,0.26478
Viscosity_std_7782,7782,7782,7782,p1000,300,1.8,3.3,5,0,5,0,TRUE,FALSE,368.3979754,-9.811919329,0.2388,0.26478
Viscosity_std_7782,7782,7782,7782,p1000,300,1.5,3,5,5,5,0,TRUE,FALSE,389.6804786,-6.866077498,0.2466,0.26478
Viscosity_std_7782,7782,7782,7782,p1000,300,1.3,3,5,5,5,0,TRUE,FALSE,506.5017555,3.331067301,0.2736,0.26478
Viscosity_std_7782,7782,7782,7782,p1000,300,1.4,3,5,5,5,0,TRUE,FALSE,389.0399742,-3.806934058,0.2547,0.26478
Viscosity_std_7782,7782,7782,7782,p1000,300,1.35,3,5,5,5,0,TRUE,FALSE,506.5504634,2.009215198,0.2701,0.26478
Viscosity_std_7782,7782,7782,7782,p1000,300,1.37,3,5,5,5,0,TRUE,FALSE,389.0257609,-4.524510915,0.2528,0.26478
Viscosity_std_7782,7782,7782,7782,p1000,300,1.3,3,5,5,5,0,TRUE,FALSE,506.5491788,1.78261198,0.2695,0.26478
Viscosity_std_7782,7782,7782,7782,p1000,300,1.33,3,5,5,5,0,TRUE,FALSE,506.558795,1.442707153,0.2686,0.26478
Viscosity_std_7782,7782,7782,7782,p1000,300,1.35,3,5,5,5,0,TRUE,FALSE,506.5623746,1.367172747,0.2684,0.26478
Viscosity_std_7782,7782,7782,7782,p1000,1000,1.35,3,5,5,5,0,TRUE,FALSE,1527.40715,-0.113301609,0.8816,0.8826
