,Time,Value,Factor,Baseline,Mass,Mass_smooth,Mass_derivative_smooth
0,2023-02-09 16:49:25.045167,-920936,6.862879436681862,-921349.6310679612,60.270775813192536,57.79368144531892,
1,2023-02-09 16:49:25.217959,-920949,6.862879436681862,-921349.6310679612,58.37652717893627,61.14504441361846,3.35136296829954
2,2023-02-09 16:49:25.419315,-920915,6.862879436681862,-921349.6310679612,63.33071591468342,64.49640738191803,3.3513629682995756
3,2023-02-09 16:49:25.605674,-920879,6.862879436681862,-921349.6310679612,68.57632751723922,65.13753768889707,0.6411303069790364
4,2023-02-09 16:49:25.820014,-920856,6.862879436681862,-921349.6310679612,71.92769048553876,64.90439939545014,-0.2331382934469275
5,2023-02-09 16:49:26.006466,-920914,6.862879436681862,-921349.6310679612,63.476427348087746,64.20498451510937,-0.6994148803407683
6,2023-02-09 16:49:26.220335,-920957,6.862879436681862,-921349.6310679612,57.21083571170165,63.068435334555616,-1.1365491805537573
7,2023-02-09 16:49:26.420670,-920939,6.862879436681862,-921349.6310679612,59.833641512979554,62.71872789438523,-0.34970744017038413
8,2023-02-09 16:49:26.621658,-920918,6.862879436681862,-921349.6310679612,62.893581614470435,62.835297041108696,0.11656914672346375
9,2023-02-09 16:49:26.821598,-920868,6.862879436681862,-921349.6310679612,70.17915328468683,64.7004033886841,1.8651063475753986
10,2023-02-09 16:49:27.022206,-920910,6.862879436681862,-921349.6310679612,64.05927308170506,59.97935294638387,-4.721050442300225
11,2023-02-09 16:49:27.221963,-920893,6.862879436681862,-921349.6310679612,66.53636744957863,15.566508044744754,-44.41284490163912
12,2023-02-09 16:49:27.422981,-921101,6.862879436681862,-921349.6310679612,36.228389301478444,-52.16016620158681,-67.72667424633157
13,2023-02-09 16:49:27.621048,-922442,6.862879436681862,-921349.6310679612,-159.1706428937252,-120.23654788808877,-68.07638168650195
14,2023-02-09 16:49:27.823784,-923192,6.862879436681862,-921349.6310679612,-268.454217946971,-188.72092158812282,-68.48437370003406
15,2023-02-09 16:49:28.024274,-923246,6.862879436681862,-921349.6310679612,-276.3226353508048,-251.81397225219678,-63.09305066407396
16,2023-02-09 16:49:28.224758,-923243,6.862879436681862,-921349.6310679612,-275.88550105059176,-275.9146433372726,-24.100671085075817
17,2023-02-09 16:49:28.425055,-923266,6.862879436681862,-921349.6310679612,-279.2368640188913,-281.94709668021176,-6.032453342939164
18,2023-02-09 16:49:28.625198,-923269,6.862879436681862,-921349.6310679612,-279.67399831910427,-317.3841172841443,-35.437020603932524
19,2023-02-09 16:49:28.825570,-923399,6.862879436681862,-921349.6310679612,-298.6164846616669,-381.11829825519726,-63.73418097105298
20,2023-02-09 16:49:29.026075,-924462,6.862879436681862,-921349.6310679612,-453.5077383704674,-447.8249924676985,-66.70669421250125
21,2023-02-09 16:49:29.225697,-925430,6.862879436681862,-921349.6310679612,-594.5564059058568,-513.7448449398164,-65.9198524721179
22,2023-02-09 16:49:29.426210,-925555,6.862879436681862,-921349.6310679612,-612.7703350813978,-576.2259075835922,-62.48106264377577
23,2023-02-09 16:49:29.620647,-925531,6.862879436681862,-921349.6310679612,-609.2732606796939,-607.2333006120332,-31.007393028441015
24,2023-02-09 16:49:29.821358,-925543,6.862879436681862,-921349.6310679612,-611.0217978805458,-618.8027884243368,-11.569487812303578
25,2023-02-09 16:49:30.017616,-925526,6.862879436681862,-921349.6310679612,-608.5447035126722,-665.6344431204877,-46.83165469615096
26,2023-02-09 16:49:30.228575,-925827,6.862879436681862,-921349.6310679612,-652.4038449673749,-731.6417224526482,-66.00727933216046
27,2023-02-09 16:49:30.417522,-927162,6.862879436681862,-921349.6310679612,-846.9286085621526,-796.0461760173612,-64.40445356471298
28,2023-02-09 16:49:30.629075,-927796,6.862879436681862,-921349.6310679612,-939.3096573404964,-862.1700244962451,-66.12384847888393
29,2023-02-09 16:49:30.818304,-927753,6.862879436681862,-921349.6310679612,-933.0440657041103,-920.1631749911676,-57.993150494922475
30,2023-02-09 16:49:31.028945,-927795,6.862879436681862,-921349.6310679612,-939.163945907092,-939.8050762140708,-19.641901222903243
31,2023-02-09 16:49:31.229314,-927817,6.862879436681862,-921349.6310679612,-942.3695974419873,-940.1547836542413,-0.3497074401705049
32,2023-02-09 16:49:31.438777,-927836,6.862879436681862,-921349.6310679612,-945.1381146766695,-940.417064234369,-0.26228058012770816
33,2023-02-09 16:49:31.621636,-927808,6.862879436681862,-921349.6310679612,-941.0581945413484,-940.0673567941986,0.34970744017039124
34,2023-02-09 16:49:31.832020,-927762,6.862879436681862,-921349.6310679612,-934.3554686047493,-940.3004950876457,-0.23313829344704118
35,2023-02-09 16:49:32.031372,-927783,6.862879436681862,-921349.6310679612,-937.4154087062401,-939.6156513506451,0.6848437370006195
36,2023-02-09 16:49:32.232396,-927825,6.862879436681862,-921349.6310679612,-943.5352889092219,-938.9308076136447,0.6848437370003921
37,2023-02-09 16:49:32.417740,-927781,6.862879436681862,-921349.6310679612,-937.1239858394315,,
38,2023-02-09 16:49:32.621415,-927776,6.862879436681862,-921349.6310679612,-936.3954286724098,,
39,2023-02-09 16:49:32.818953,-927832,6.862879436681862,-921349.6310679612,-944.5552689430522,,
40,2023-02-09 16:49:33.021405,-927779,6.862879436681862,-921349.6310679612,-936.8325629726228,,
41,2023-02-09 16:49:33.220305,-927768,6.862879436681862,-921349.6310679612,-935.2297372051752,,
42,2023-02-09 16:49:33.420748,-927813,6.862879436681862,-921349.6310679612,-941.7867517083699,,
43,2023-02-09 16:49:33.620758,-927790,6.862879436681862,-921349.6310679612,-938.4353887400704,,
44,2023-02-09 16:49:33.821252,-927827,6.862879436681862,-921349.6310679612,-943.8267117760306,,
45,2023-02-09 16:49:34.021748,-927868,6.862879436681862,-921349.6310679612,-949.800880545608,,
46,2023-02-09 16:49:34.221942,-927868,6.862879436681862,-921349.6310679612,-949.800880545608,,
47,2023-02-09 16:49:34.422724,-927860,6.862879436681862,-921349.6310679612,-948.6351890783734,,
48,2023-02-09 16:49:34.622795,-927822,6.862879436681862,-921349.6310679612,-943.0981546090089,,
49,2023-02-09 16:49:34.822969,-927781,6.862879436681862,-921349.6310679612,-937.1239858394315,,
50,2023-02-09 16:49:35.023257,-927853,6.862879436681862,-921349.6310679612,-947.6152090445431,,
51,2023-02-09 16:49:35.223337,-927893,6.862879436681862,-921349.6310679612,-953.4436663807162,,
52,2023-02-09 16:49:35.424033,-927841,6.862879436681862,-921349.6310679612,-945.8666718436912,,
53,2023-02-09 16:49:35.638682,-927825,6.862879436681862,-921349.6310679612,-943.5352889092219,,
54,2023-02-09 16:49:35.829518,-927851,6.862879436681862,-921349.6310679612,-947.3237861777344,,
55,2023-02-09 16:49:36.039322,-927819,6.862879436681862,-921349.6310679612,-942.661020308796,,
56,2023-02-09 16:49:36.225653,-927815,6.862879436681862,-921349.6310679612,-942.0781745751787,,
57,2023-02-09 16:49:36.426434,-927774,6.862879436681862,-921349.6310679612,-936.1040058056012,,
58,2023-02-09 16:49:36.627024,-927798,6.862879436681862,-921349.6310679612,-939.601080207305,,
59,2023-02-09 16:49:36.827663,-927845,6.862879436681862,-921349.6310679612,-946.4495175773085,,
60,2023-02-09 16:49:37.041236,-927845,6.862879436681862,-921349.6310679612,-946.4495175773085,,
61,2023-02-09 16:49:37.237776,-927896,6.862879436681862,-921349.6310679612,-953.8808006809292,,
