liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,density,time,mi,mf,m,%error,Transfer_Observation,Comment
Viscosity_std_1275,p1000,1000.0,22.061005398947678,22.061005398947678,0,5,5,0,True,False,0.8736,107.53591012954712,22.2899,23.0243,0.7344000000000008,-15.934065934065845,,
Viscosity_std_1275,p1000,1000.0,22.061005398947678,22.061005398947678,0,5,5,0,True,False,0.8736,106.81420660018921,23.0243,23.7547,0.7303999999999995,-16.391941391941454,incomplete aspiration,
Viscosity_std_1275,p1000,500.0,22.061005398947678,22.061005398947678,0,5,5,0,True,False,0.8736,61.991556882858276,23.7547,24.0639,0.3092000000000006,-29.212454212454077,incomplete aspiration,
Viscosity_std_1275,p1000,500.0,22.061005398947678,22.061005398947678,0,5,5,0,True,False,0.8736,61.227375984191895,24.0639,24.3743,0.31040000000000134,-28.93772893772864,,
Viscosity_std_1275,p1000,300.0,22.061005398947678,22.061005398947678,0,5,5,0,True,False,0.8736,43.81775259971619,24.3743,24.5392,0.16489999999999938,-37.08028083028107,,
Viscosity_std_1275,p1000,300.0,22.061005398947678,22.061005398947678,0,5,5,0,True,False,0.8736,43.09505486488342,24.5392,24.7041,0.16489999999999938,-37.08028083028107,incomplete aspiration,
Viscosity_std_1275,p1000,1000.0,27.576256748684603,27.576256748684603,0,5,5,0,True,False,0.8736,89.31624054908752,24.7042,25.368000000000002,0.6637999999999984,-24.01556776556795,,
Viscosity_std_1275,p1000,1000.0,27.576256748684603,27.576256748684603,0,5,5,0,True,False,0.8736,88.60883498191833,25.368000000000002,26.0717,0.7037000000000013,-19.448260073259927,,
Viscosity_std_1275,p1000,500.0,27.576256748684603,27.576256748684603,0,5,5,0,True,False,0.8736,52.86728692054749,26.0717,26.3708,0.2990999999999993,-31.524725274725448,,
Viscosity_std_1275,p1000,500.0,27.576256748684603,27.576256748684603,0,5,5,0,True,False,0.8736,52.12771987915039,26.3708,26.6753,0.3045000000000009,-30.28846153846134,,
