liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,density,time,mi,mf,m,%error,Transfer_Observation,Comment
Viscosity_std_505,p1000,1000,43,43,0,5,5,0,TRUE,FALSE,0.8683,62.5027864,21.2217,22.0583,0.8366,-3.650811931,incomplete aspiration,
Viscosity_std_505,p1000,500,43,43,0,5,5,0,TRUE,FALSE,0.8683,38.46585989,22.0583,22.478,0.4197,-3.328342739,incomplete aspiration,
Viscosity_std_505,p1000,100,43,43,0,5,5,0,TRUE,FALSE,0.8683,19.88922024,22.478,22.5706,0.0926,6.64516872,excess aspiration,
Viscosity_std_505,p1000,1000,49.45,45.15,0,5,5,0,TRUE,FALSE,0.8683,57.74246764,22.5706,23.4141,0.8435,-2.856155707,incomplete aspiration,
Viscosity_std_505,p1000,500,49.45,45.15,0,5,5,0,TRUE,FALSE,0.8683,36.46630478,23.4141,23.8193,0.4052,-6.668202234,incomplete aspiration,
Viscosity_std_505,p1000,100,49.45,45.15,0,5,5,0,TRUE,FALSE,0.8683,19.49836993,23.8193,23.9112,0.0919,5.838995739,excess aspiration,
Viscosity_std_505,p1000,1000,38.7,49.45,0,5,5,0,TRUE,FALSE,0.8683,61.64172006,23.9112,24.7611,0.8499,-2.119083266,within tolerance,
Viscosity_std_505,p1000,500,38.7,49.45,0,5,5,0,TRUE,FALSE,0.8683,38.5031476,24.7611,25.1719,0.4108,-5.378325464,incomplete aspiration,
Viscosity_std_505,p1000,100,38.7,49.45,0,5,5,0,TRUE,FALSE,0.8683,20.0124743,25.1719,25.2636,0.0917,5.608660601,excess aspiration,
Viscosity_std_505,p1000,1000,49.46,36.55,0,5,5,0,TRUE,FALSE,0.8683,62.9441607,25.2636,26.1125,0.8489,-2.234250835,within tolerance,
Viscosity_std_505,p1000,500,49.46,36.55,0,5,5,0,TRUE,FALSE,0.8683,39.26865745,26.1125,26.5381,0.4256,-1.969365427,within tolerance,
Viscosity_std_505,p1000,100,49.46,36.55,0,5,5,0,TRUE,FALSE,0.8683,20.25641418,26.5381,26.6341,0.096,10.56086606,excess aspiration,
