,experimental,prediction
0,-9.134615385,-5.985688760051225
1,-4.372710623,-2.9963229773825764
2,-9.134615385,-5.985688760051225
3,-0.366300366,-3.1798016266528535
4,-16.01419414,-8.228192440977018
5,-4.326923077,-4.200369483572313
6,-0.824175824,-3.158832638162205
7,-1.098901099,-3.1462512450586555
8,-11.85897436,-5.8519796165712865
9,-6.326312576,-4.132402177932004
10,-2.205433455,-3.095576189577751
11,-12.87774725,-8.339141370888482
12,-9.603937729,-7.250990196450491
13,-8.161630037,-7.146193266084552
14,-11.13782051,-8.069957749999997
15,-1.568223443,-3.1247580318763513
16,-1.022588523,-3.149746076458499
17,-16.90705128,-7.006116470658457
18,-1.865842491,-2.7939706098785018
19,-0.602869353,-3.1689676492492254
20,-1.087454212,-3.1467754697961112
21,-0.572344322,-2.853593036451492
22,-0.755494505,-3.1619779864495414
23,-4.532967033,-6.211533615809185
24,-6.181318681,-5.191359903282883
25,-6.135531136,-3.550422211448165
26,-2.93040293,-3.0623752911418602
27,-6.181318681,-6.767577248362825
28,3.924065285,0.8054902987279517
29,5.413435197,-0.4580613874223731
30,3.113786318,2.836379727048217
31,-0.451441139,-0.3520892170853882
32,1.597407107,0.1825779255285509
33,0.15048038,-0.01590598204382543
34,0.613496933,0.828183666732097
35,2.905428869,2.0489667789183663
36,-0.173631207,-0.2586685327912668
37,-10.31369371,-0.38391768474003674
38,2.859127214,2.09595118132
39,3.407030135,-0.2759631370820075
40,0.972334761,0.7094711208590354
41,-0.821854381,-0.2355345551801611
42,5.614075703,-0.18921728084776612
43,-7.686074777,0.009437743447900493
44,-0.266234518,-0.518949835542311
45,-3.715707837,-0.3732125881234305
46,1.250144693,0.9840646311799901
47,-3.623104526,-0.5897283341472748
48,-0.490025852,-0.24737694846154046
49,9.989582128,0.4004125920615902
50,-1.647567234,-0.3060477086839186
51,-2.546591041,1.0362496972056146
52,-5.467453795,-0.11425892303975438
53,2.106725315,0.39899259972486134
54,0.312536173,-0.021046571399941483
55,-0.15048038,-0.2594947462544348
56,3.831461975,0.8116746911573964
57,-4.387081838,-0.20059780237114366
58,2.315082764,0.6276511595993741
59,-1.73553719,0.04766337632241435
60,0.885478158,0.45119828554247954
61,-0.731995277,-0.015922914618945017
62,2.40850059,0.5210906544045119
63,2.361275089,0.31563208912147844
64,-0.25974026,-0.1614187574153902
65,-0.354191263,-0.1534462240068757
66,-0.425029516,-0.14746682388718302
67,-0.747737111,-0.014925482599705941
68,0.80283353,0.4587899925295627
69,-0.669027942,-0.019912642632539557
70,-0.448642267,-0.14547369051395254
71,2.384887839,0.4463838134587445
72,1.121605667,-0.2780170592007364
73,-0.637544274,-0.021907506671017152
74,-0.708382527,-0.017419062584441813
75,-0.38961039,-0.15045652390482478
76,-0.613931523,-0.02340365469987582
77,-0.012223445,-0.10032399575456769
78,-1.82129324,-0.2688329988207504
79,0.708959785,0.10255263933053671
80,-2.212443467,-0.5074478944560536
81,0.122234446,-0.10866237527777522
82,0.452267449,-0.1291293066994349
83,1.955751131,0.002108894285163476
84,0.42782056,-0.12761323771212818
85,-2.860286029,-1.2021945564039398
86,1.931304242,0.004078379471074145
87,-3.581469258,-0.13344137052851734
88,-0.733406674,-0.055599960411975236
89,1.870187019,-0.4886814600273495
90,1.662388461,-0.7186964756696639
91,1.307908569,-0.18219172156523472
92,-0.012223445,-0.10032399575456757
93,-0.513384672,-0.06924458135974815
94,-0.440044004,-0.07379278838368253
95,-2.383571691,-0.6141737492605248
96,-0.794523897,-0.3076743993997415
97,0.028521371,-0.1028507774620932
98,-0.582650858,-0.06494905253137251
99,-2.786945361,-0.9106069294188952
100,-3.751537515,-0.30167896063425204
101,-3.982164822,-3.729212351821543
102,2.629151292,-0.38747539516871576
103,2.744464945,0.14753662973319148
104,-2.444649446,-2.5356170172685664
105,-0.023062731,-0.37712202623046576
106,-2.82902829,-1.3522408849887588
107,9.893911439,-0.09371345516185814
108,7.287822878,5.5004063763148325
109,2.936654367,-0.5665401872555673
110,-0.668819188,0.26271408963141196
111,5.811808118,-0.5509102297931758
112,-19.76476015,-5.793273205846463
113,-2.317804428,-2.297951533777647
114,-1.906519065,-1.89976874997466
115,3.628536285,-0.4519063951519553
116,0.461254613,5.264396452140771
117,-0.853321033,0.2689398982736493
118,-7.737546125,-4.171187414499328
119,-5.454335793,-6.254111936566064
120,-0.599630996,-0.35994927886403616
121,-0.438191882,-2.4373063742483327
122,-1.637453875,-0.3290383335448954
123,2.167896679,-0.19796981252256263
124,-1.833487085,-0.3231995994432868
125,0.991697417,0.20668181185129786
126,1.552890529,-0.17860282913134817
127,-4.558733087,-1.3135580791375938
128,-3.905289053,-0.3678449725410289
129,0.887915129,5.2791470723822
130,-1.675891759,-0.43258835710636667
131,0.968634686,-0.4066591517364646
132,-0.034594096,5.2472538393857056
133,-3.520910209,-2.5133762602283545
134,3.93603936,-0.528745642795788
135,-0.886162236,-4.2879767583485275
136,1.590547603,5.3853403601792715
137,-3.620389305,-0.7239721736995413
138,-2.272210861,-1.9813237171950715
139,-8.25948648,-9.406743526865379
140,-4.998863895,-5.796817179656829
141,-1.39740968,-5.831747707482975
142,2.666060744,-1.0511039381828482
143,-4.885253352,-4.171403654938799
144,-27.16428085,-9.572107766402537
