,Time,Value,Factor,Baseline,Mass
0,2023-02-09 14:52:44.647906,-926653,6.862879436681862,-919149.5813953489,-1093.3338803164156
1,2023-02-09 14:52:44.648922,-926472,6.862879436681862,-919149.5813953489,-1066.9601108702323
2,2023-02-09 14:52:44.648922,-925627,6.862879436681862,-919149.5813953489,-943.8339496435754
3,2023-02-09 14:52:44.666059,-924870,6.862879436681862,-919149.5813953489,-833.5303945564991
4,2023-02-09 14:52:44.666059,-924286,6.862879436681862,-919149.5813953489,-748.4349174483717
5,2023-02-09 14:52:44.666059,-923710,6.862879436681862,-919149.5813953489,-664.5051318074788
6,2023-02-09 14:52:44.682412,-923107,6.862879436681862,-919149.5813953489,-576.6411374646692
7,2023-02-09 14:52:44.682412,-922497,6.862879436681862,-919149.5813953489,-487.7571630880292
8,2023-02-09 14:52:44.698061,-921843,6.862879436681862,-919149.5813953489,-392.46188564159877
9,2023-02-09 14:52:44.698694,-921199,6.862879436681862,-919149.5813953489,-298.62372252921165
10,2023-02-09 14:52:44.698694,-920616,6.862879436681862,-919149.5813953489,-213.67395685448855
11,2023-02-09 14:52:44.714427,-920025,6.862879436681862,-919149.5813953489,-127.55849971253079
12,2023-02-09 14:52:44.714427,-919814,6.862879436681862,-919149.5813953489,-96.81338726421762
13,2023-02-09 14:52:44.714427,-919793,6.862879436681862,-919149.5813953489,-93.75344716272674
14,2023-02-09 14:52:44.730137,-919728,6.862879436681862,-919149.5813953489,-84.28220399144543
15,2023-02-09 14:52:44.730137,-919761,6.862879436681862,-919149.5813953489,-89.09068129378825
16,2023-02-09 14:52:44.730137,-919719,6.862879436681862,-919149.5813953489,-82.97080109080648
17,2023-02-09 14:52:44.746359,-919742,6.862879436681862,-919149.5813953489,-86.32216405910602
18,2023-02-09 14:52:44.746359,-919673,6.862879436681862,-919149.5813953489,-76.2680751542074
19,2023-02-09 14:52:44.746359,-919338,6.862879436681862,-919149.5813953489,-27.454744963757577
20,2023-02-09 14:52:44.766450,-919181,6.862879436681862,-919149.5813953489,-4.578049919278105
21,2023-02-09 14:52:44.766450,-919283,6.862879436681862,-919149.5813953489,-19.440616126519544
22,2023-02-09 14:52:44.766450,-919596,6.862879436681862,-919149.5813953489,-65.04829478207415
23,2023-02-09 14:52:44.783107,-919796,6.862879436681862,-919149.5813953489,-94.19058146293972
24,2023-02-09 14:52:44.787814,-919746,6.862879436681862,-919149.5813953489,-86.90500979272333
25,2023-02-09 14:52:44.787814,-919748,6.862879436681862,-919149.5813953489,-87.19643265953198
26,2023-02-09 14:52:44.787814,-919712,6.862879436681862,-919149.5813953489,-81.95082105697618
27,2023-02-09 14:52:44.804436,-919720,6.862879436681862,-919149.5813953489,-83.1165125242108
28,2023-02-09 14:52:44.804436,-919743,6.862879436681862,-919149.5813953489,-86.46787549251034
29,2023-02-09 14:52:44.804436,-919753,6.862879436681862,-919149.5813953489,-87.92498982655363
30,2023-02-09 14:52:44.820734,-919691,6.862879436681862,-919149.5813953489,-78.8908809554853
31,2023-02-09 14:52:44.820734,-919770,6.862879436681862,-919149.5813953489,-90.4020841944272
32,2023-02-09 14:52:44.820734,-919768,6.862879436681862,-919149.5813953489,-90.11066132761854
33,2023-02-09 14:52:44.836450,-919767,6.862879436681862,-919149.5813953489,-89.96494989421421
34,2023-02-09 14:52:44.836450,-919755,6.862879436681862,-919149.5813953489,-88.21641269336229
35,2023-02-09 14:52:44.852592,-919722,6.862879436681862,-919149.5813953489,-83.40793539101946
36,2023-02-09 14:52:44.852592,-919753,6.862879436681862,-919149.5813953489,-87.92498982655363
37,2023-02-09 14:52:44.866772,-919739,6.862879436681862,-919149.5813953489,-85.88502975889304
38,2023-02-09 14:52:44.866772,-919701,6.862879436681862,-919149.5813953489,-80.34799528952858
39,2023-02-09 14:52:44.866772,-919762,6.862879436681862,-919149.5813953489,-89.23639272719258
40,2023-02-09 14:52:44.883688,-919785,6.862879436681862,-919149.5813953489,-92.58775569549212
41,2023-02-09 14:52:44.887554,-919728,6.862879436681862,-919149.5813953489,-84.28220399144543
42,2023-02-09 14:52:44.896583,-919783,6.862879436681862,-919149.5813953489,-92.29633282868346
43,2023-02-09 14:52:44.904615,-919765,6.862879436681862,-919149.5813953489,-89.67352702740556
44,2023-02-09 14:52:44.912687,-919721,6.862879436681862,-919149.5813953489,-83.26222395761513
45,2023-02-09 14:52:44.912687,-919778,6.862879436681862,-919149.5813953489,-91.56777566166183
46,2023-02-09 14:52:44.921913,-919737,6.862879436681862,-919149.5813953489,-85.59360689208438
47,2023-02-09 14:52:44.929932,-919663,6.862879436681862,-919149.5813953489,-74.81096082016413
48,2023-02-09 14:52:44.937930,-919706,6.862879436681862,-919149.5813953489,-81.07655245655022
49,2023-02-09 14:52:44.946001,-919770,6.862879436681862,-919149.5813953489,-90.4020841944272
50,2023-02-09 14:52:44.946001,-919800,6.862879436681862,-919149.5813953489,-94.77342719655704
51,2023-02-09 14:52:44.954658,-919725,6.862879436681862,-919149.5813953489,-83.84506969123244
52,2023-02-09 14:52:44.962835,-919692,6.862879436681862,-919149.5813953489,-79.03659238888963
53,2023-02-09 14:52:44.970783,-919741,6.862879436681862,-919149.5813953489,-86.17645262570169
54,2023-02-09 14:52:44.978841,-919772,6.862879436681862,-919149.5813953489,-90.69350706123585
55,2023-02-09 14:52:44.978841,-919772,6.862879436681862,-919149.5813953489,-90.69350706123585
56,2023-02-09 14:52:44.986835,-919771,6.862879436681862,-919149.5813953489,-90.54779562783152
