,test_volume,1,2,3,4,5,6,7,8,9,10,mean,mean_error,relative_error,std_dev,relative_std_dev
0,1000,971.8406593406595,956.5018315018309,954.2124542124549,957.7609890109895,955.8150183150151,955.4716117216134,952.0375457875433,957.7609890109895,959.2490842490813,955.3571428571449,957.6007326007323,42.39926739926773,4.239926739926773,5.117974488944675,0.5344580799395225
1,500,462.7976190476181,463.59890109890233,463.4844322344297,463.48443223443377,464.6291208791198,462.6831501831536,466.002747252747,463.4844322344297,464.74358974358836,464.74358974358836,463.96520146520095,36.03479853479905,3.603479853479905,0.981766558717007,0.2116034900067054
2,300,277.1291208791134,277.7014652014687,277.81593406593316,290.0641025641016,282.0512820512835,281.82234432234225,281.59340659340916,298.99267399267256,282.1657509157521,281.13553113553064,283.0471611721607,16.952838827839287,1.6952838827839287,6.3521556680898765,2.2442039841644053
