,test_volume,1,2,3,4,5,6,7,8,9,10,mean,mean_error,relative_error,std_dev,relative_std_dev
0,1000,999.0842490842466,1002.0604395604424,1006.9826007326004,997.1382783882765,1003.0906593406598,1002.4038461538443,1003.2051282051284,984.0888278388279,1003.0906593406559,992.2161172161187,999.3360805860802,0.6639194139197571,0.06639194139197571,6.375987678880604,0.6380223633215846
1,500,507.09706959707114,509.84432234432154,510.874542124543,510.9890109890116,507.3260073260043,508.69963369963557,510.07326007325884,507.78388278388275,510.18772893773144,506.6391941391928,508.9514652014653,-8.951465201465282,-0.8951465201465283,1.5584590132897038,0.3062097508006579
2,300,304.14377289377165,301.73992673992706,304.71611721611873,299.22161172160975,300.4807692307684,289.37728937729,303.9148351648385,300.9386446886428,302.1978021978015,295.7875457875478,300.25183150183165,-0.2518315018316457,-0.02518315018316457,4.407571564360116,1.4679582610083857
