,test_volume,1,2,3,4,5,6,7,8,9,10,mean,mean_error,relative_error,std_dev,relative_std_dev
0,1000,974.58791208791,973.9010989010983,956.6163003663036,964.6291208791175,965.086996337,958.7912087912068,959.4780219780224,967.948717948719,963.8278388278374,965.4304029304016,965.0297619047617,34.9702380952383,3.49702380952383,5.664589808296681,0.5869860217695251
1,500,473.6721611721633,464.858058608057,467.0329670329685,473.67216117215935,469.32234432234856,465.2014652014628,463.36996336996117,463.2554945054966,454.784798534796,471.61172161172453,466.6781135531138,33.3218864468862,3.3321886446886197,5.4671197287597355,1.1714969204651824
2,300,263.9652014652004,257.3260073260054,260.7600732600755,274.2673992673985,272.8937728937713,273.6950549450555,273.6950549450555,274.2673992673985,257.0970695970723,258.012820512817,266.597985347985,33.402014652015,3.3402014652015,7.409239870595501,2.7791807432169335
