,target_volume,1,2,3,4,5,6,7,8,9,10,mean_volume,mean_error,relative_error,std_dev,relative_std_dev
0,1000,988.8287458251747,983.8765403662312,983.7613727974189,988.3680755499253,1002.303351376253,991.0169296326135,986.1798917424866,988.2529079811129,988.943913393987,984.3372106414847,988.5868939306687,-11.41310606933132,-1.141310606933132,5.413134378582233,0.5475628305226009
1,500,486.35264309570414,484.97063226995175,488.77116204077174,486.35264309570414,472.6477024070013,488.08015662789353,488.08015662789353,486.6981458021412,472.4173672693766,472.6477024070013,482.7018311643439,-17.2981688356561,-3.4596337671312196,7.074253782979757,1.4655535418035754
2,300,301.1631924450094,299.3205113440035,299.0901762063829,298.0536680870635,299.5508464816323,283.5425544166742,297.70816538063053,299.43567891282,298.6295059311294,298.51433836231706,297.5008637567663,-2.4991362432336928,-0.833045414411231,4.996438196285638,1.6794701478146548
