liquid,target_volume,1,2,3,4,5,6,7,8,9,10,mean_volume,mean_error,relative_error,std_dev,relative_std_dev
Viscosity_std_204,1000,993.6335223984253,981.132075471698,980.9005671952776,984.2574372033808,985.0677161708521,970.1354323417071,980.2060423660125,957.74973955319,987.0355365204291,988.5403403171696,980.8658409538142,-19.1341590461858,-1.91341590461858,10.215123252898092,1.0414393922582414
Viscosity_std_204,500,499.94212293089333,478.1803449473319,483.7365435814325,484.54682254890776,481.6529690936452,483.6207894432223,475.86526218312025,485.8201180692238,482.810510475747,482.34749392291036,483.8522977196434,-16.14770228035661,-3.2295404560713226,6.3897029886127825,1.320589572215929
Viscosity_std_204,300,293.08947794883625,287.1860169001051,283.3661303391572,284.523671721263,282.5558513716901,280.93529343673947,282.09283481884523,293.0894779488404,294.13126519272777,290.65864104641855,287.1628660724623,-12.837133927537707,-4.279044642512568,5.1437344080608876,1.7912254736874387
