,Time,Value,Factor,Baseline,Mass
0,2023-02-06 15:11:35.183325,-900057,6.862879436681862,0,-131148.5956155991
1,2023-02-06 15:11:35.193334,-900090,6.862879436681862,0,-131153.40409290144
2,2023-02-06 15:11:35.201344,-900081,6.862879436681862,0,-131152.0926900008
3,2023-02-06 15:11:35.201344,-900091,6.862879436681862,0,-131153.54980433485
4,2023-02-06 15:11:35.212938,-900093,6.862879436681862,0,-131153.84122720166
5,2023-02-06 15:11:35.220964,-900109,6.862879436681862,0,-131156.17261013613
6,2023-02-06 15:11:35.220964,-900068,6.862879436681862,0,-131150.19844136655
7,2023-02-06 15:11:35.237551,-900080,6.862879436681862,0,-131151.9469785674
8,2023-02-06 15:11:35.237551,-900081,6.862879436681862,0,-131152.0926900008
9,2023-02-06 15:11:35.245569,-900064,6.862879436681862,0,-131149.61559563293
10,2023-02-06 15:11:35.254108,-900065,6.862879436681862,0,-131149.76130706634
11,2023-02-06 15:11:35.254108,-900050,6.862879436681862,0,-131147.57563556527
12,2023-02-06 15:11:35.262255,-899989,6.862879436681862,0,-131138.6872381276
13,2023-02-06 15:11:35.262758,-900041,6.862879436681862,0,-131146.26423266463
14,2023-02-06 15:11:35.270779,-900053,6.862879436681862,0,-131148.01276986548
15,2023-02-06 15:11:35.270779,-900071,6.862879436681862,0,-131150.63557566676
16,2023-02-06 15:11:35.281746,-900041,6.862879436681862,0,-131146.26423266463
17,2023-02-06 15:11:35.289833,-900091,6.862879436681862,0,-131153.54980433485
18,2023-02-06 15:11:35.289833,-900010,6.862879436681862,0,-131141.7471782291
19,2023-02-06 15:11:35.297760,-900043,6.862879436681862,0,-131146.55565553144
20,2023-02-06 15:11:35.306573,-900067,6.862879436681862,0,-131150.05272993314
21,2023-02-06 15:11:35.306573,-900043,6.862879436681862,0,-131146.55565553144
22,2023-02-06 15:11:35.314608,-900040,6.862879436681862,0,-131146.11852123123
23,2023-02-06 15:11:35.314608,-900025,6.862879436681862,0,-131143.93284973016
24,2023-02-06 15:11:35.322669,-900043,6.862879436681862,0,-131146.55565553144
25,2023-02-06 15:11:35.322669,-900056,6.862879436681862,0,-131148.4499041657
26,2023-02-06 15:11:35.322669,-900057,6.862879436681862,0,-131148.5956155991
27,2023-02-06 15:11:35.330784,-900064,6.862879436681862,0,-131149.61559563293
28,2023-02-06 15:11:35.331448,-900062,6.862879436681862,0,-131149.32417276612
29,2023-02-06 15:11:35.337165,-900101,6.862879436681862,0,-131155.0069186689
30,2023-02-06 15:11:35.337165,-900011,6.862879436681862,0,-131141.8928896625
31,2023-02-06 15:11:35.337165,-900081,6.862879436681862,0,-131152.0926900008
32,2023-02-06 15:11:35.337165,-900025,6.862879436681862,0,-131143.93284973016
33,2023-02-06 15:11:35.345435,-900076,6.862879436681862,0,-131151.36413283378
34,2023-02-06 15:11:35.346612,-900035,6.862879436681862,0,-131145.3899640642
35,2023-02-06 15:11:35.346612,-900057,6.862879436681862,0,-131148.5956155991
36,2023-02-06 15:11:35.354685,-900014,6.862879436681862,0,-131142.3300239627
37,2023-02-06 15:11:35.354685,-900060,6.862879436681862,0,-131149.0327498993
38,2023-02-06 15:11:35.354685,-900007,6.862879436681862,0,-131141.31004392888
39,2023-02-06 15:11:35.354685,-900081,6.862879436681862,0,-131152.0926900008
40,2023-02-06 15:11:35.362649,-900099,6.862879436681862,0,-131154.71549580208
41,2023-02-06 15:11:35.362649,-900098,6.862879436681862,0,-131154.56978436868
42,2023-02-06 15:11:35.362649,-900093,6.862879436681862,0,-131153.84122720166
43,2023-02-06 15:11:35.371414,-900046,6.862879436681862,0,-131146.99278983165
44,2023-02-06 15:11:35.371414,-900064,6.862879436681862,0,-131149.61559563293
45,2023-02-06 15:11:35.371414,-900063,6.862879436681862,0,-131149.46988419953
46,2023-02-06 15:11:35.379505,-900020,6.862879436681862,0,-131143.20429256314
47,2023-02-06 15:11:35.387617,-900035,6.862879436681862,0,-131145.3899640642
48,2023-02-06 15:11:35.387617,-900020,6.862879436681862,0,-131143.20429256314
49,2023-02-06 15:11:35.387617,-900065,6.862879436681862,0,-131149.76130706634
50,2023-02-06 15:11:35.387617,-900036,6.862879436681862,0,-131145.5356754976
51,2023-02-06 15:11:35.396153,-900083,6.862879436681862,0,-131152.3841128676
52,2023-02-06 15:11:35.396633,-899999,6.862879436681862,0,-131140.14435246165
53,2023-02-06 15:11:35.396633,-900081,6.862879436681862,0,-131152.0926900008
54,2023-02-06 15:11:35.404749,-899997,6.862879436681862,0,-131139.85292959484
55,2023-02-06 15:11:35.405251,-900010,6.862879436681862,0,-131141.7471782291
56,2023-02-06 15:11:35.405251,-899970,6.862879436681862,0,-131135.91872089292
57,2023-02-06 15:11:35.413333,-900004,6.862879436681862,0,-131140.87290962867
58,2023-02-06 15:11:35.421809,-900020,6.862879436681862,0,-131143.20429256314
59,2023-02-06 15:11:35.421809,-900058,6.862879436681862,0,-131148.7413270325
60,2023-02-06 15:11:35.431163,-900048,6.862879436681862,0,-131147.28421269846
61,2023-02-06 15:11:35.437272,-900042,6.862879436681862,0,-131146.40994409804
62,2023-02-06 15:11:35.437272,-900020,6.862879436681862,0,-131143.20429256314
63,2023-02-06 15:11:35.437272,-900028,6.862879436681862,0,-131144.36998403037
64,2023-02-06 15:11:35.446344,-900051,6.862879436681862,0,-131147.72134699867
65,2023-02-06 15:11:35.455277,-900035,6.862879436681862,0,-131145.3899640642
66,2023-02-06 15:11:35.459635,-900080,6.862879436681862,0,-131151.9469785674
