name,volume,degree,coefs_time,intercept_time,r2_time
standard_1275,"mean[300, 500, 1000]",1,[[   0.         -127.11582645 -119.50328537]],318.7755490450883,0.5012101083676346
standard_1275,"mean[300, 500, 1000]",2,"[[   0.         -145.81470412 -161.05111808  105.18436699    4.92386816
   139.02540664]]",74.73363269256771,0.9567371017534759
standard_1275,"mean[300, 500, 1000]",3,"[[   0.         -151.19642191   -3.88012845   72.82597618   17.68127993
   170.20878709   84.98206853  -13.59332612  -76.90011228  -81.11055093]]",104.5366035410691,1.0
