,Time,Value,Factor,Baseline,Mass,Mass_smooth,Mass_derivative_smooth
0,2023-02-22 18:10:51.751118,-942254,6.862879436681862,-942304.2362555721,7.319996808271167,7.62140795882125,
1,2023-02-22 18:10:51.757514,-942266,6.862879436681862,-942304.2362555721,5.571459607419233,7.709422364966284,0.08801440614503342
2,2023-02-22 18:10:51.757514,-942202,6.862879436681862,-942304.2362555721,14.896991345296215,7.797436771111317,0.08801440614503342
3,2023-02-22 18:10:51.765908,-942251,6.862879436681862,-942304.2362555721,7.757131108484151,7.885451177256351,0.08801440614503342
4,2023-02-22 18:10:51.773930,-942280,6.862879436681862,-942304.2362555721,3.5314995397586437,7.973465583401384,0.08801440614503342
5,2023-02-22 18:10:51.782503,-942267,6.862879436681862,-942304.2362555721,5.425748174014905,8.061479989546417,0.08801440614503253
6,2023-02-22 18:10:51.782503,-942256,6.862879436681862,-942304.2362555721,7.028573941462511,8.14949439569145,0.08801440614503342
7,2023-02-22 18:10:51.790515,-942240,6.862879436681862,-942304.2362555721,9.359956875931758,8.237508801836483,0.08801440614503342
8,2023-02-22 18:10:51.798503,-942252,6.862879436681862,-942304.2362555721,7.611419675079823,8.325523207981517,0.08801440614503342
9,2023-02-22 18:10:51.798503,-942229,6.862879436681862,-942304.2362555721,10.962782643379363,8.41353761412655,0.08801440614503342
10,2023-02-22 18:10:51.808953,-942264,6.862879436681862,-942304.2362555721,5.862882474227889,8.501552020271584,0.08801440614503342
11,2023-02-22 18:10:51.817623,-942244,6.862879436681862,-942304.2362555721,8.777111142314446,8.589566426416617,0.08801440614503342
12,2023-02-22 18:10:51.825633,-942226,6.862879436681862,-942304.2362555721,11.399916943592347,8.67758083256165,0.08801440614503342
13,2023-02-22 18:10:51.833636,-942246,6.862879436681862,-942304.2362555721,8.48568827550579,8.765595238706684,0.08801440614503342
14,2023-02-22 18:10:51.833636,-942209,6.862879436681862,-942304.2362555721,13.87701131146592,8.853609644851717,0.08801440614503342
15,2023-02-22 18:10:51.842379,-942259,6.862879436681862,-942304.2362555721,6.591439641249528,8.94162405099675,0.08801440614503342
16,2023-02-22 18:10:51.850462,-942245,6.862879436681862,-942304.2362555721,8.631399708910118,8.800612986411918,-0.14101106458483237
17,2023-02-22 18:10:51.850462,-942247,6.862879436681862,-942304.2362555721,8.339976842101462,8.936923682177257,0.1363106957653386
18,2023-02-22 18:10:51.858706,-942267,6.862879436681862,-942304.2362555721,5.425748174014905,8.598497127173657,-0.3384265550036005
19,2023-02-22 18:10:51.866777,-942232,6.862879436681862,-942304.2362555721,10.52564834316638,8.763010035855965,0.16451290868230828
20,2023-02-22 18:10:51.875351,-942219,6.862879436681862,-942304.2362555721,12.419896977422642,8.828815199328886,0.06580516347292154
21,2023-02-22 18:10:51.875351,-942226,6.862879436681862,-942304.2362555721,11.399916943592347,8.936923682177257,0.10810848284837071
22,2023-02-22 18:10:51.883436,-942271,6.862879436681862,-942304.2362555721,4.842902440397594,9.134339172596023,0.19741549041876638
23,2023-02-22 18:10:51.891964,-942210,6.862879436681862,-942304.2362555721,13.731299878061591,9.101436590859564,-0.03290258173645988
24,2023-02-22 18:10:51.891964,-942248,6.862879436681862,-942304.2362555721,8.194265408697134,9.28945134363934,0.18801475277977708
25,2023-02-22 18:10:51.900038,-942257,6.862879436681862,-942304.2362555721,6.882862508058184,9.190743598429957,-0.09870774520938319
26,2023-02-22 18:10:51.909197,-942239,6.862879436681862,-942304.2362555721,9.505668309336086,9.275350237180858,0.08460663875090013
27,2023-02-22 18:10:51.916146,-942210,6.862879436681862,-942304.2362555721,13.731299878061591,9.233046917805408,-0.04230331937544918
28,2023-02-22 18:10:51.924416,-942242,6.862879436681862,-942304.2362555721,9.068534009123102,9.28005060600035,0.04700368819494116
29,2023-02-22 18:10:51.928960,-942197,6.862879436681862,-942304.2362555721,15.625548512317854,9.280050606000351,1.7763568394002505e-15
30,2023-02-22 18:10:51.937304,-942274,6.862879436681862,-942304.2362555721,4.405768140184611,9.369357613570749,0.08930700757039745
31,2023-02-22 18:10:51.945320,-942284,6.862879436681862,-942304.2362555721,2.9486538061413325,9.317653556556309,-0.05170405701444025
32,2023-02-22 18:10:51.953924,-942237,6.862879436681862,-942304.2362555721,9.79709117614474,9.190743598429957,-0.12690995812635109
33,2023-02-22 18:10:51.961954,-942274,6.862879436681862,-942304.2362555721,4.405768140184611,9.463364989960636,0.272621391530679
34,2023-02-22 18:10:51.961954,-942216,6.862879436681862,-942304.2362555721,12.857031277635626,9.496267571697096,0.03290258173645988
35,2023-02-22 18:10:51.975293,-942266,6.862879436681862,-942304.2362555721,5.571459607419233,9.39285945766822,-0.10340811402887695
36,2023-02-22 18:10:51.975793,-942244,6.862879436681862,-942304.2362555721,8.777111142314446,9.397559826487713,0.004700368819493761
37,2023-02-22 18:10:51.983815,-942214,6.862879436681862,-942304.2362555721,13.14845414444428,9.289451343639342,-0.10810848284837071
38,2023-02-22 18:10:51.993946,-942247,6.862879436681862,-942304.2362555721,8.339976842101462,9.47746609641912,0.18801475277977708
39,2023-02-22 18:10:52.002030,-942212,6.862879436681862,-942304.2362555721,13.439877011252936,9.416361301765694,-0.061104794653426
40,2023-02-22 18:10:52.009956,-942250,6.862879436681862,-942304.2362555721,7.902842541888479,9.341155400653781,-0.07520590111191261
41,2023-02-22 18:10:52.009956,-942246,6.862879436681862,-942304.2362555721,8.48568827550579,9.444563514682656,0.10340811402887518
42,2023-02-22 18:10:52.018680,-942253,6.862879436681862,-942304.2362555721,7.465708241675495,9.124938434957034,-0.31962507972562193
