liquid,test volume,mean,standard deviation,%cv,%d
Viscosity_std_204,1000,990.475113069305,2.8370624049013133,0.2864344966840979,0.9524886930694948
Viscosity_std_204,500,485.85376721013597,6.48135175055916,1.3340128631247021,2.829246557972806
Viscosity_std_204,300,288.2620469660846,3.12816763827759,1.085181927763676,3.912651011305134
