liquid,test volume,mean,standard deviation,%cv,%d
Viscosity_std_505,1000,984.1420357676112,3.663737391121643,0.37227729920752756,1.5857964232388782
Viscosity_std_505,500,485.2997909600872,4.324096416016718,0.8910155117648396,2.940041807982561
Viscosity_std_505,300,285.5326545404397,4.088908139784105,1.4320282022962096,4.822448486520102
