liquid,test volume,mean,standard deviation,%cv,%d
Viscosity_std_505,1000,980.2286525740271,9.464137848314014,0.9655030817005504,1.9771347425972863
Viscosity_std_505,500,486.3788241476835,7.56284614594641,1.554929156136542,2.724235170463305
Viscosity_std_505,300,284.9352426978514,4.2715858573739345,1.4991426883278083,5.021585767382874
