liquid,test volume,mean,standard deviation,%cv,%d
Viscosity_std_204,1000,989.4040775303334,4.6548008024888174,0.4704650918872031,1.059592246966656
Viscosity_std_204,500,486.5098818946399,4.477855631957109,0.9204038393873463,2.698023621072025
Viscosity_std_204,300,290.9421658187236,3.478034433097431,1.1954384210037396,3.0192780604254685
