liquid,test volume,mean,standard deviation,%cv,%d
Viscosity_std_1275,1000,977.8061144893101,7.637518226843767,0.7810871821795367,2.219388551068994
Viscosity_std_1275,500,479.82111179036735,6.849408042791104,1.4274920120195949,4.035777641926529
Viscosity_std_1275,300,,,,
