liquid,test volume,mean,standard deviation,%cv,%d
Viscosity_std_817,1000,967.4492204717608,7.628998494098318,0.7885683643817669,3.255077952823922
Viscosity_std_817,500,479.940691191002,3.6275716181339925,0.7558374784042489,4.011861761799605
Viscosity_std_817,300,281.58312826893746,3.6679290180785444,1.3026096558510207,6.138957243687514
