liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out,delay_aspirate,delay_dispense,delay_blow_out,density,time,m,%error
Viscosity_std_1275,rLine1000,1000.0,3.867114970935985,4.755213441593282,False,10,10,0,0.8736,533.6400740146637,0.8634713832107064,-1.1594112625107216
Viscosity_std_1275,rLine1000,1000.0,3.867114970935985,4.755213441593282,False,10,10,0,0.8736,532.1430015563965,0.8608777196961092,-1.4563049798409895
Viscosity_std_1275,rLine1000,1000.0,3.867114970935985,4.755213441593282,False,10,10,0,0.8736,532.4004833698273,0.8689938465367303,-0.5272611565098165
Viscosity_std_1275,rLine1000,1000.0,3.867114970935985,4.755213441593282,False,10,10,0,0.8736,532.2087681293488,0.8616354191498117,-1.3695719837669833
Viscosity_std_1275,rLine1000,1000.0,3.867114970935985,4.755213441593282,False,10,10,0,0.8736,532.3310708999634,0.8614751365730671,-1.387919348321082
Viscosity_std_1275,rLine1000,1000.0,3.867114970935985,4.755213441593282,False,10,10,0,0.8736,534.046534538269,0.7836943734218368,-10.291394983764109
Viscosity_std_1275,rLine1000,1000.0,3.867114970935985,4.755213441593282,False,10,10,0,0.8736,532.1467213630676,0.8615771345764499,-1.376243752695757
Viscosity_std_1275,rLine1000,1000.0,3.867114970935985,4.755213441593282,False,10,10,0,0.8736,532.1854419708252,0.8501096447675293,-2.688914289431179
Viscosity_std_1275,rLine1000,1000.0,3.867114970935985,4.755213441593282,False,10,10,0,0.8736,532.1854178905487,0.8589251864884913,-1.6798092389547608
Viscosity_std_1275,rLine1000,1000.0,3.867114970935985,4.755213441593282,False,10,10,0,0.8736,532.2177729606628,0.852251602838573,-2.4437267812988783
Viscosity_std_1275,rLine1000,1000.0,3.867114970935985,4.755213441593282,False,10,10,0,0.8736,532.3898446559906,0.8555592523768514,-2.0651038945911937
