liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out,delay_aspirate,delay_dispense,delay_blow_out,density,time,m,%error
Viscosity_std_817,rLine1000,1000.0,10,5,False,10,10,0,0.8466,364.7801365852356,0.8304386012579452,-1.9089769362219229
Viscosity_std_817,rLine1000,1000.0,10,5,False,10,10,0,0.8466,363.3716354370117,0.8359319222972881,-1.260108398619412
Viscosity_std_817,rLine1000,1000.0,10,5,False,10,10,0,0.8466,363.2605557441712,0.8375638903514169,-1.0673410877135774
Viscosity_std_817,rLine1000,1000.0,10,5,False,10,10,0,0.8466,363.244793176651,0.8324348478955844,-1.6731812077032364
Viscosity_std_817,rLine1000,1000.0,10,5,False,10,10,0,0.8466,363.4127094745636,0.8369519023311186,-1.139628829303262
Viscosity_std_817,rLine1000,1000.0,10,5,False,10,10,0,0.8466,363.5301716327667,0.8410172513230993,-0.6594316887432876
Viscosity_std_817,rLine1000,1000.0,10,5,False,10,10,0,0.8466,364.8071224689484,0.8287629197737953,-2.1069076572412797
Viscosity_std_817,rLine1000,1000.0,10,5,False,10,10,0,0.8466,363.1815345287323,0.8368499043277355,-1.1516767862348782
Viscosity_std_817,rLine1000,1000.0,10,5,False,10,10,0,0.8466,363.34701228141785,0.8355967860004584,-1.2996945428232491
Viscosity_std_817,rLine1000,1000.0,10,5,False,10,10,0,0.8466,363.4859189987183,0.8354219322803732,-1.320348183277441
Viscosity_std_817,rLine1000,500.0,10,5,False,10,10,0,0.8466,215.25204062461853,0.3721178586279725,-12.0912216801388
Viscosity_std_817,rLine1000,500.0,10,5,False,10,10,0,0.8466,213.35601377487183,0.40426180083696717,-4.497566539814043
Viscosity_std_817,rLine1000,500.0,10,5,False,10,10,0,0.8466,213.2216374874115,0.4011144338754336,-5.241097596164989
Viscosity_std_817,rLine1000,500.0,10,5,False,10,10,0,0.8466,213.26087617874146,0.4089682801359269,-3.385712228696695
Viscosity_std_817,rLine1000,500.0,10,5,False,10,10,0,0.8466,213.66383528709412,0.40745288122852197,-3.7437086632360126
Viscosity_std_817,rLine1000,500.0,10,5,False,10,10,0,0.8466,213.4014503955841,0.4060249091811595,-4.0810514573211645
Viscosity_std_817,rLine1000,500.0,10,5,False,10,10,0,0.8466,213.6211700439453,0.40796287124543706,-3.623229093919902
Viscosity_std_817,rLine1000,500.0,10,5,False,10,10,0,0.8466,213.37384748458862,0.41239249882092865,-2.5767779775741446
Viscosity_std_817,rLine1000,500.0,10,5,False,10,10,0,0.8466,213.41535592079163,0.40229469648600874,-4.962273450033374
Viscosity_std_817,rLine1000,500.0,10,5,False,10,10,0,0.8466,213.43477725982666,0.4119262222340348,-2.6869307266631726
Viscosity_std_817,rLine1000,500.0,10,5,False,10,10,0,0.8466,214.88348603248596,0.41112480935031087,-2.8762557641599664
Viscosity_std_817,rLine1000,300.0,10,5,False,10,10,0,0.8466,153.13018536567688,0.2329488685834989,-8.280625016340322
Viscosity_std_817,rLine1000,300.0,10,5,False,10,10,0,0.8466,154.84020924568176,0.24102128199409867,-5.102259235334031
Viscosity_std_817,rLine1000,300.0,10,5,False,10,10,0,0.8466,153.18244981765747,0.23864618562960815,-6.037410178121068
Viscosity_std_817,rLine1000,300.0,10,5,False,10,10,0,0.8466,153.27690482139587,0.23848590305286338,-6.100518523953327
Viscosity_std_817,rLine1000,300.0,10,5,False,10,10,0,0.8466,153.2791404724121,0.23579024153488326,-7.161886158404906
Viscosity_std_817,rLine1000,300.0,10,5,False,10,10,0,0.8466,153.19370889663696,0.24072985912728997,-5.217001682301782
Viscosity_std_817,rLine1000,300.0,10,5,False,10,10,0,0.8466,153.2097156047821,0.2373202115856287,-6.559488311824298
Viscosity_std_817,rLine1000,300.0,10,5,False,10,10,0,0.8466,153.36652636528015,0.23965159452009796,-5.641548736082401
Viscosity_std_817,rLine1000,300.0,10,5,False,10,10,0,0.8466,153.4344220161438,0.24435807381905778,-3.7884582175534547
Viscosity_std_817,rLine1000,300.0,10,5,False,10,10,0,0.8466,153.42423009872437,0.24521777127614333,-3.449967998998625
Viscosity_std_817,rLine1000,300.0,10,5,False,10,10,0,0.8466,153.53315043449402,0.2406424322672474,-5.251424416392091
