liquid,pipette,volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,iteration,liquid_level,density,time,m,%error,time_asp_1000,acq_value
Viscosity_std_1275,rLine1000,1000,51.23,51.23,10,10,1,44.444410356568085,0.8736,97.38025164604188,0.6794815562510614,-22.220517828404144,59.039625219597895,
Viscosity_std_1275,rLine1000,500,51.23,51.23,10,10,1,43.60056502245731,0.8736,77.89777517318726,0.3685916419395876,-15.615466588922244,59.039625219597895,
Viscosity_std_1275,rLine1000,300,51.23,51.23,10,10,1,43.15175512661898,0.8736,70.50974035263062,0.1960401625021827,-25.198350693611616,59.039625219597895,
Viscosity_std_1275,rLine1000,"mean[1000, 500, 300]",51.23,51.23,10,10,1,43.15175512661898,0.8736,NaN,NaN,-21.011445036979335,59.039625219597895,
Viscosity_std_1275,rLine1000,1000,64.0375,64.0375,10,10,2,41.90937167554815,0.8736,89.79418301582336,0.5426730914277382,-37.88082744645854,51.23170017567831,
Viscosity_std_1275,rLine1000,500,64.0375,64.0375,10,10,2,41.08087140997355,0.8736,74.15831756591797,0.3618889160029885,-17.149973442539252,51.23170017567831,
Viscosity_std_1275,rLine1000,300,64.0375,64.0375,10,10,2,40.605974897623724,0.8736,67.96861028671265,0.2074347965944011,-20.85058127503012,51.23170017567831,
Viscosity_std_1275,rLine1000,"mean[1000, 500, 300]",64.0375,64.0375,10,10,2,40.605974897623724,0.8736,NaN,NaN,-25.29379405467597,51.23170017567831,
Viscosity_std_1275,rLine1000,1000,64.0375,5.123,10,10,3,38.84596225421431,0.8736,269.42027974128723,0.7687735226412337,-11.999367829529117,230.8139761858286,
Viscosity_std_1275,rLine1000,500,64.0375,5.123,10,10,3,38.00995624859483,0.8736,164.23437571525574,0.365167423254586,-16.399399438052658,230.8139761858286,
Viscosity_std_1275,rLine1000,300,64.0375,5.123,10,10,3,37.53205744022706,0.8736,122.02475214004517,0.20874619949504,-20.350198605372416,230.8139761858286,
Viscosity_std_1275,rLine1000,"mean[1000, 500, 300]",64.0375,5.123,10,10,3,37.53205744022706,0.8736,NaN,NaN,-16.24965529098473,230.8139761858286,
Viscosity_std_1275,rLine1000,1000,5.123,64.0375,10,10,4,36.083416252723325,0.8736,269.63116478919983,0.632766470701634,-27.56794062481295,230.8139761858286,
Viscosity_std_1275,rLine1000,500,5.123,64.0375,10,10,4,35.184728978018065,0.8736,165.3462736606598,0.3925466015912591,-10.131272529473645,230.8139761858286,
Viscosity_std_1275,rLine1000,300,5.123,64.0375,10,10,4,34.648218679611055,0.8736,122.21559810638428,0.2343476983441804,-10.58161693216558,230.8139761858286,
Viscosity_std_1275,rLine1000,"mean[1000, 500, 300]",5.123,64.0375,10,10,4,34.648218679611055,0.8736,NaN,NaN,-16.09361002881739,230.8139761858286,
Viscosity_std_1275,rLine1000,1000,5.123,5.123,10,10,5,32.67547668390782,0.8736,449.4243457317352,0.8616937037231733,-1.3629002148382223,410.3962521959789,
Viscosity_std_1275,rLine1000,500,5.123,5.123,10,10,5,31.688288394362424,0.8736,254.3536138534546,0.4312038448734273,-1.28117104546078,410.3962521959789,
Viscosity_std_1275,rLine1000,300,5.123,5.123,10,10,5,31.130595229606573,0.8736,176.3586881160736,0.2436003743653552,-7.051139207358345,410.3962521959789,
Viscosity_std_1275,rLine1000,"mean[1000, 500, 300]",5.123,5.123,10,10,5,31.130595229606573,0.8736,NaN,NaN,-3.231736822552449,410.3962521959789,
Viscosity_std_1275,rLine1000,1000,23.92516904196004,16.277210323007775,10,10,6,29.429160717391756,0.8736,162.50550889968872,0.7431865949354336,-14.928274389258975,123.23257664696396,96.45606273780515
Viscosity_std_1275,rLine1000,500,23.92516904196004,16.277210323007775,10,10,6,28.52423533873809,0.8736,110.95771098136902,0.3952714053959201,-9.507462134633682,123.23257664696396,96.45606273780515
Viscosity_std_1275,rLine1000,300,23.92516904196004,16.277210323007775,10,10,6,28.068019779388827,0.8736,90.29619312286376,0.1992749563237587,-23.964073441789253,123.23257664696396,96.45606273780515
Viscosity_std_1275,rLine1000,"mean[1000, 500, 300]",23.92516904196004,16.277210323007775,10,10,6,28.068019779388827,0.8736,NaN,NaN,-16.133269988560638,123.23257664696396,96.45606273780515
Viscosity_std_1275,rLine1000,1000,7.507716464806348,28.99272867558291,10,10,7,26.379928805031547,0.8736,227.151739358902,0.7373581375992605,-15.595451282135937,187.68769956742167,51.81129571504343
Viscosity_std_1275,rLine1000,500,7.507716464806348,28.99272867558291,10,10,7,25.475170220601104,0.8736,143.4459364414215,0.3951985496792179,-9.52414155695561,187.68769956742167,51.81129571504343
Viscosity_std_1275,rLine1000,300,7.507716464806348,28.99272867558291,10,10,7,24.983460850550784,0.8736,109.79264807701112,0.2147786528379792,-18.04843832494688,187.68769956742167,51.81129571504343
Viscosity_std_1275,rLine1000,"mean[1000, 500, 300]",7.507716464806348,28.99272867558291,10,10,7,24.983460850550784,0.8736,NaN,NaN,-14.389343721346142,187.68769956742167,51.81129571504343
Viscosity_std_1275,rLine1000,1000,8.147648633847012,10.440973322353326,10,10,8,20.61459145957436,0.8736,278.2119460105896,0.8235464504579204,-5.729572978717907,238.51130822297222,15.445313878943038
Viscosity_std_1275,rLine1000,500,8.147648633847012,10.440973322353326,10,10,8,19.67287127527853,0.8736,169.10045838356018,0.41134337650041747,-5.827981570417251,238.51130822297222,15.445313878943038
Viscosity_std_1275,rLine1000,300,8.147648633847012,10.440973322353326,10,10,8,19.11577856972627,0.8736,125.37397837638855,0.24333809378522747,-7.151215741289898,238.51130822297222,15.445313878943038
