liquid,pipette,volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,iteration,liquid_level,density,time,m,%error,time_asp_1000,acq_value
Viscosity_std_505,rLine1000,1000,64.8654824671674,64.8654824671674,10,10,1,43.28526019945629,0.8683,89.16006469726562,0.7444542844060513,-14.263009972814539,50.8330397605896,
Viscosity_std_505,rLine1000,500,64.8654824671674,64.8654824671674,10,10,1,42.34598110807001,0.8683,73.91396903991699,0.40778801752535193,-6.072090861372349,50.8330397605896,
Viscosity_std_505,rLine1000,300,64.8654824671674,64.8654824671674,10,10,1,41.78830722175277,0.8683,67.7985999584198,0.24211411774463115,-7.05435228045946,50.8330397605896,
Viscosity_std_505,rLine1000,"mean[1000, 500, 300]",64.8654824671674,64.8654824671674,10,10,1,41.78830722175277,0.8683,NaN,NaN,-9.129817704882116,50.8330397605896,
Viscosity_std_505,rLine1000,1000,81.08185308395925,81.08185308395925,10,10,2,40.203353465888206,0.8683,83.16055059432983,0.6881076731085979,-20.752312206772096,44.666431808471685,
Viscosity_std_505,rLine1000,500,81.08185308395925,81.08185308395925,10,10,2,39.28787016081626,0.8683,70.91366481781006,0.397457076896985,-8.451669492805475,44.666431808471685,
Viscosity_std_505,rLine1000,300,81.08185308395925,81.08185308395925,10,10,2,38.75687843263709,0.8683,66.0816605091095,0.23053005878898708,-11.501378636804835,44.666431808471685,
Viscosity_std_505,rLine1000,"mean[1000, 500, 300]",81.08185308395925,81.08185308395925,10,10,2,38.75687843263709,0.8683,NaN,NaN,-13.568453445460802,44.666431808471685,
Viscosity_std_505,rLine1000,1000,81.08185308395925,6.48654824671674,10,10,3,36.79411203003004,0.8683,225.25031208992004,0.8521350336918497,-1.8616798696476138,186.49841470718383,
Viscosity_std_505,rLine1000,500,81.08185308395925,6.48654824671674,10,10,3,35.82335134828715,0.8683,142.13477611541748,0.42145574997867785,-2.9239318257104987,186.49841470718383,
Viscosity_std_505,rLine1000,300,81.08185308395925,6.48654824671674,10,10,3,35.23342393496275,0.8683,108.92486834526062,0.256116986494787,-1.6787644459338245,186.49841470718383,
Viscosity_std_505,rLine1000,"mean[1000, 500, 300]",81.08185308395925,6.48654824671674,10,10,3,35.23342393496275,0.8683,NaN,NaN,-2.1547920470973123,186.49841470718383,
Viscosity_std_505,rLine1000,1000,6.48654824671674,81.08185308395925,10,10,4,33.679817519602544,0.8683,225.52826189994812,0.6744982252286335,-22.319679231989696,186.49841470718383,
Viscosity_std_505,rLine1000,500,6.48654824671674,81.08185308395925,10,10,4,32.754433287925906,0.8683,142.51139044761658,0.4017555641824127,-7.461576832336123,186.49841470718383,
Viscosity_std_505,rLine1000,300,6.48654824671674,81.08185308395925,10,10,4,32.20833845136669,0.8683,109.05165362358093,0.23708707329218184,-8.984193906798017,186.49841470718383,
Viscosity_std_505,rLine1000,"mean[1000, 500, 300]",6.48654824671674,81.08185308395925,10,10,4,32.20833845136669,0.8683,NaN,NaN,-12.921816657041278,186.49841470718383,
Viscosity_std_505,rLine1000,1000,70.17356191143848,27.37734714444032,10,10,5,28.370605049535236,0.8683,110.051509141922,0.787774293557158,-9.27394983794103,70.77692965764103,133.41053715625688
Viscosity_std_505,rLine1000,500,70.17356191143848,27.37734714444032,10,10,5,27.384304947392433,0.8683,84.72185349464417,0.42820218934529825,-1.3699897857196213,70.77692965764103,133.41053715625688
Viscosity_std_505,rLine1000,300,70.17356191143848,27.37734714444032,10,10,5,26.801761275942724,0.8683,74.8962082862854,0.2529113349598918,-2.9093880917149137,70.77692965764103,133.41053715625688
Viscosity_std_505,rLine1000,"mean[1000, 500, 300]",70.17356191143848,27.37734714444032,10,10,5,26.801761275942724,0.8683,NaN,NaN,-4.5177759051251885,70.77692965764103,133.41053715625688
Viscosity_std_505,rLine1000,1000,57.24481121568617,11.51532847063347,10,10,6,24.87282583610697,0.8683,163.88768076896667,0.8374473212046933,-3.55322800821221,124.30960293954372,113.44498283868002
Viscosity_std_505,rLine1000,500,57.24481121568617,11.51532847063347,10,10,6,23.884444861254025,0.8683,111.85547089576721,0.429105600232405,-1.161902514705739,124.30960293954372,113.44498283868002
Viscosity_std_505,rLine1000,300,57.24481121568617,11.51532847063347,10,10,6,23.299853879557244,0.8683,90.95603251457214,0.2538001747036582,-2.568169717202896,124.30960293954372,113.44498283868002
Viscosity_std_505,rLine1000,"mean[1000, 500, 300]",57.24481121568617,11.51532847063347,10,10,6,23.299853879557244,0.8683,NaN,NaN,-2.4277667467069484,124.30960293954372,113.44498283868002
Viscosity_std_505,rLine1000,1000,26.617777404691033,12.441142485759626,10,10,7,21.36789781804548,0.8683,177.79336833953857,0.8387587241053323,-3.4021969244118058,137.94734695589653,72.83095057687204
Viscosity_std_505,rLine1000,500,26.617777404691033,12.441142485759626,10,10,7,20.385692336396822,0.8683,118.90358471870422,0.4264245098577653,-1.7794518351340942,137.94734695589653,72.83095057687204
Viscosity_std_505,rLine1000,300,26.617777404691033,12.441142485759626,10,10,7,19.813452341108608,0.8683,95.26750636100769,0.24843799395437896,-4.626667451964006,137.94734695589653,72.83095057687204
Viscosity_std_505,rLine1000,"mean[1000, 500, 300]",26.617777404691033,12.441142485759626,10,10,7,19.813452341108608,0.8683,NaN,NaN,-3.2694387371699687,137.94734695589653,72.83095057687204
Viscosity_std_505,rLine1000,1000,7.209236466959061,31.971476964801475,10,10,8,18.027157369306572,0.8683,229.96310377120972,0.775519962007854,-10.685251409898187,189.9888239521955,48.46286922851896
