liquid,pipette,volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,liquid_level,density,m,%error,volume_transfered,volume_error,time_asp_1000
Viscosity_std_505,rLine1000,1000,69.43334574362382,10.748809500348088,10,10,48.11536701141237,0.8683,0.8182134119953216,-5.768350570618261,0.9423164942938174,-999.0576835057062,127.43586053115628
Viscosity_std_505,rLine1000,1000,69.43334574362382,10.748809500348088,10,10,46.136826251163946,0.8683,0.8589834710618531,-1.0729619875788126,0.9892703801242119,-999.0107296198757,127.43586053115628
Viscosity_std_505,rLine1000,1000,69.43334574362382,10.748809500348088,10,10,44.182920338806525,0.8683,0.8482882518499754,-2.3047043821288264,0.9769529561787117,-999.0230470438213,127.43586053115628
Viscosity_std_505,rLine1000,1000,69.43334574362382,10.748809500348088,10,10,42.23388098359378,0.8683,0.8461754360656127,-2.5480322393628034,0.9745196776063719,-999.0254803223936,127.43586053115628
Viscosity_std_505,rLine1000,1000,69.43334574362382,10.748809500348088,10,10,40.25970334354403,0.8683,0.8570892224275968,-1.2911179975127474,0.9870888200248725,-999.0129111799752,127.43586053115628
Viscosity_std_505,rLine1000,1000,69.43334574362382,10.748809500348088,10,10,38.30499193207301,0.8683,0.8486379592901457,-2.2644294264487184,0.9773557057355128,-999.0226442942645,127.43586053115628
Viscosity_std_505,rLine1000,1000,69.43334574362382,10.748809500348088,10,10,36.34853527252251,0.8683,0.8493956587438483,-2.177167022475147,0.9782283297752485,-999.0217716702248,127.43586053115628
Viscosity_std_505,rLine1000,1000,69.43334574362382,10.748809500348088,10,10,34.36824926419462,0.8683,0.8597411705155555,-0.9856995836052538,0.9901430041639475,-999.009856995836,127.43586053115628
Viscosity_std_505,rLine1000,1000,69.43334574362382,10.748809500348088,10,10,32.3930311877898,0.8683,0.8575409278711502,-1.2390961797592703,0.9876090382024073,-999.0123909617976,127.43586053115628
Viscosity_std_505,rLine1000,1000,69.43334574362382,10.748809500348088,10,10,30.43311759454343,0.8683,0.8508964865079127,-2.004320337681359,0.9799567966231864,-999.0200432033768,127.43586053115628
Viscosity_std_505,rLine1000,500,69.43334574362382,10.748809500348088,10,10,29.459470540976792,0.8683,0.42270886830595505,-2.6352946433363873,0.4868235267833181,-499.5131764732167,127.43586053115628
Viscosity_std_505,rLine1000,500,69.43334574362382,10.748809500348088,10,10,28.50159784505153,0.8683,0.4158604309359517,-4.212730407473978,0.4789363479626301,-499.52106365203736,127.43586053115628
Viscosity_std_505,rLine1000,500,69.43334574362382,10.748809500348088,10,10,27.52748091700196,0.8683,0.422912864312721,-2.5883071950429497,0.48705846402478525,-499.5129415359752,127.43586053115628
Viscosity_std_505,rLine1000,500,69.43334574362382,10.748809500348088,10,10,26.57105140698857,0.8683,0.41523387177231313,-4.357048998661027,0.47821475500669486,-499.5217852449933,127.43586053115628
Viscosity_std_505,rLine1000,500,69.43334574362382,10.748809500348088,10,10,25.599451663669004,0.8683,0.4218200285621887,-2.8400256680435985,0.485799871659782,-499.51420012834024,127.43586053115628
Viscosity_std_505,rLine1000,500,69.43334574362382,10.748809500348088,10,10,24.617749618966347,0.8683,0.4262059427076589,-1.8297955297342163,0.49085102235132894,-499.5091489776487,127.43586053115628
Viscosity_std_505,rLine1000,500,69.43334574362382,10.748809500348088,10,10,23.631415954360477,0.8683,0.42821676048863866,-1.3666335394129498,0.49316683230293523,-499.50683316769704,127.43586053115628
