liquid,Viscosity 900 s-1,Viscosity 100 s-1,Viscosity 10 s-1,pipette,volume,aspiration_rate,dispense_rate,blow_out_rate,delay_aspirate,delay_dispense,delay_blow_out,touch_tip_aspirate,touch_tip_dispense,time,%error,m_measured,m_expected
Viscosity_std_1275,1275,1275,1275,p1000,1000,22,11,0,3,3,0,True,False,149.3391342,-16.01419414,0.7337,0.8736
Viscosity_std_1275,1275,1275,1275,p1000,1000,20,11,0,3,3,0,True,False,153.9962201,-12.87774725,0.7611,0.8736
Viscosity_std_1275,1275,1275,1275,p1000,1000,16,11,0,3,3,0,True,False,165.906338,-11.13782051,0.7763,0.8736
Viscosity_std_1275,1275,1275,1275,p1000,1000,16,9,0,3,3,0,True,False,191.6476669,-16.90705128,0.7259,0.8736
Viscosity_std_1275,1275,1275,1275,p1000,1000,14,9,0,3,3,0,True,False,200.8774972,-9.603937729,0.7897,0.8736
Viscosity_std_1275,1275,1275,1275,p1000,1000,13,9,0,3,3,0,True,False,206.2330053,-8.161630037,0.8023,0.8736
Viscosity_std_1275,1275,1275,1275,p1000,1000,11,9,0,3,3,0,True,False,219.5589845,-6.181318681,0.8196,0.8736
Viscosity_std_1275,1275,1275,1275,p1000,1000,9,9,0,3,3,0,True,False,244.0876746,-4.532967033,0.834,0.8736
Viscosity_std_1275,1275,1275,1275,p1000,500,9,9,0,3,3,0,True,False,128.8894331,-9.134615385,0.3969,0.4368
Viscosity_std_1275,1275,1275,1275,p1000,500,9,9,0,3,3,0,True,False,129.6728332,-9.134615385,0.3969,0.4368
Viscosity_std_1275,1275,1275,1275,p1000,500,9,7,0,3,3,0,True,False,145.1909773,-6.181318681,0.4098,0.4368
Viscosity_std_1275,1275,1275,1275,p1000,500,9,9,0,3,3,0,True,False,130.4895842,-11.85897436,0.385,0.4368
Viscosity_std_1275,1275,1275,1275,p1000,500,9,5,0,3,3,0,True,False,181.3435276,-4.326923077,0.4179,0.4368
Viscosity_std_1275,1275,1275,1275,p1000,300,9,5,0,3,3,0,True,False,115.5135686,-6.326312576,0.2455,0.26208
Viscosity_std_1275,1275,1275,1275,p1000,300,9,4,0,3,3,0,True,False,131.4613929,-6.135531136,0.246,0.26208
Viscosity_std_1275,1275,1275,1275,p1000,300,9,3,0,3,3,0,True,False,159.3474684,-2.205433455,0.2563,0.26208
Viscosity_std_1275,1275,1275,1275,p1000,1000,9,3,0,3,3,0,True,False,495.1107883,-1.568223443,0.8599,0.8736
Viscosity_std_1275,1275,1275,1275,p1000,1000,9,3,0,3,3,0,True,False,495.1511581,-0.824175824,0.8664,0.8736
Viscosity_std_1275,1275,1275,1275,p1000,1000,9,3,0,3,3,0,True,False,495.2110558,-1.087454212,0.8641,0.8736
Viscosity_std_1275,1275,1275,1275,p1000,500,9,3,0,3,3,0,True,False,256.3172882,-2.93040293,0.424,0.4368
Viscosity_std_1275,1275,1275,1275,p1000,500,9,3,0,3,3,0,True,False,254.8552048,-0.755494505,0.4335,0.4368
Viscosity_std_1275,1275,1275,1275,p1000,500,9,3,0,3,3,0,True,False,254.8573921,-0.366300366,0.4352,0.4368
Viscosity_std_1275,1275,1275,1275,p1000,300,9,3,0,3,3,0,True,False,159.1708014,-1.098901099,0.2592,0.26208
Viscosity_std_1275,1275,1275,1275,p1000,300,9,3,0,3,3,0,True,False,159.1901171,-1.022588523,0.2594,0.26208
Viscosity_std_1275,1275,1275,1275,p1000,300,9,3,0,3,3,0,True,False,159.2093439,-0.602869353,0.2605,0.26208
