,liquid,pipette,volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,iteration,liquid_level,density,time,m,%error,time_asp_1000,acq_value
0,Viscosity_std_204,rLine1000,1000,113.3863114145869,113.3863114145869,10,10,1,44.211286316410586,0.8639,75.8940691947937,0.7726348756264484,-10.564315820529183,37.638813495635986,
1,Viscosity_std_204,rLine1000,500,113.3863114145869,113.3863114145869,10,10,1,43.2962677653995,0.8639,67.27031922340393,0.39524226310923927,-8.498144898891246,37.638813495635986,
2,Viscosity_std_204,rLine1000,300,113.3863114145869,113.3863114145869,10,10,1,42.76948694723953,0.8639,63.67467522621155,0.22754297440419832,-12.203196973338615,37.638813495635986,
3,Viscosity_std_204,rLine1000,"mean[1000, 500, 300]",113.3863114145869,113.3863114145869,10,10,1,42.76948694723953,0.8639,NaN,NaN,-10.421885897586348,37.638813495635986,
4,Viscosity_std_204,rLine1000,1000,141.73288926823363,141.73288926823363,10,10,2,41.14798974134088,0.8639,72.53546476364136,0.700405718087923,-18.925139705067373,34.111050796508785,
5,Viscosity_std_204,rLine1000,500,141.73288926823363,141.73288926823363,10,10,2,40.28019795425295,0.8639,65.81807899475098,0.3748426624326333,-13.22082129120655,34.111050796508785,
6,Viscosity_std_204,rLine1000,300,141.73288926823363,141.73288926823363,10,10,2,39.76522382707377,0.8639,62.81894135475159,0.2224430742350469,-14.17097880346997,34.111050796508785,
7,Viscosity_std_204,rLine1000,"mean[1000, 500, 300]",141.73288926823363,141.73288926823363,10,10,2,39.76522382707377,0.8639,NaN,NaN,-15.438979933247964,34.111050796508785,
8,Viscosity_std_204,rLine1000,1000,141.73288926823363,11.338631141458691,10,10,3,37.7929666988373,0.8639,154.06818890571594,0.851916466541743,-1.3871435881765226,115.2495928764343,
9,Viscosity_std_204,rLine1000,500,141.73288926823363,11.338631141458691,10,10,3,36.80933440652643,0.8639,106.4800934791565,0.42487996866367955,-1.6367707689131723,115.2495928764343,
10,Viscosity_std_204,rLine1000,300,141.73288926823363,11.338631141458691,10,10,3,36.20429209386524,0.8639,87.58088827133179,0.2613480269540024,0.8403854435321899,115.2495928764343,
11,Viscosity_std_204,rLine1000,"mean[1000, 500, 300]",141.73288926823363,11.338631141458691,10,10,3,36.20429209386524,0.8639,NaN,NaN,-1.2880999335406285,115.2495928764343,
12,Viscosity_std_204,rLine1000,1000,11.338631141458691,141.73288926823363,10,10,4,34.596254515684684,0.8639,154.14962100982666,0.6945918318950903,-19.5981210909723,115.2495928764343,
13,Viscosity_std_204,rLine1000,500,11.338631141458691,141.73288926823363,10,10,4,33.7262700574146,0.8639,106.59369111061096,0.3757897867497615,-13.0015541729919,115.2495928764343,
14,Viscosity_std_204,rLine1000,300,11.338631141458691,141.73288926823363,10,10,4,33.218177544407084,0.8639,87.66155338287354,0.2194705609935986,-15.317914498746541,115.2495928764343,
15,Viscosity_std_204,rLine1000,"mean[1000, 500, 300]",11.338631141458691,141.73288926823363,10,10,4,33.218177544407084,0.8639,NaN,NaN,-15.97252992090358,115.2495928764343,
16,Viscosity_std_204,rLine1000,1000,11.338631141458691,11.338631141458691,10,10,5,31.264203920489436,0.8639,235.55354738235474,0.8440189068512285,-2.3013188041175496,196.38813495635983,
17,Viscosity_std_204,rLine1000,500,11.338631141458691,11.338631141458691,10,10,5,30.28374256804198,0.8639,147.51150465011597,0.4235102811896788,-1.9538647552543544,196.38813495635983,
18,Viscosity_std_204,rLine1000,300,11.338631141458691,11.338631141458691,10,10,5,29.686627605039316,0.8639,112.05925393104553,0.2579238082690007,-0.48083949955601507,196.38813495635983,
19,Viscosity_std_204,rLine1000,"mean[1000, 500, 300]",11.338631141458691,11.338631141458691,10,10,5,29.686627605039316,0.8639,NaN,NaN,-1.578674352975973,196.38813495635983,
20,Viscosity_std_204,rLine1000,1000,100.38690392596115,31.359585016385154,10,10,6,27.78015061226724,0.8639,101.10835313796997,0.8235027370278991,-4.676150361396098,61.84963580007745,101.4335889499766
21,Viscosity_std_204,rLine1000,500,100.38690392596115,31.359585016385154,10,10,6,26.80775154308952,0.8639,80.55829644203186,0.4200277779313153,-2.7600930822281993,61.84963580007745,101.4335889499766
22,Viscosity_std_204,rLine1000,300,100.38690392596115,31.359585016385154,10,10,6,26.241603843859323,0.8639,73.07806944847107,0.2445474986824834,-5.642050128300577,61.84963580007745,101.4335889499766
23,Viscosity_std_204,rLine1000,"mean[1000, 500, 300]",100.38690392596115,31.359585016385154,10,10,6,26.241603843859323,0.8639,NaN,NaN,-4.359431190641625,61.84963580007745,101.4335889499766
24,Viscosity_std_204,rLine1000,1000,74.43321435149718,16.073378217605207,10,10,7,24.30058384661774,0.8639,135.33887577056885,0.8384235878085023,-2.949000137920784,95.64953737473834,64.59177100536016
25,Viscosity_std_204,rLine1000,500,74.43321435149718,16.073378217605207,10,10,7,23.332266519179093,0.8639,97.41713500022888,0.4182646695871231,-3.168267256135408,95.64953737473834,64.59177100536016
26,Viscosity_std_204,rLine1000,300,74.43321435149718,16.073378217605207,10,10,7,22.74999425340942,0.8639,82.47307562828064,0.2515125051992103,-2.9546223717211477,95.64953737473834,64.59177100536016
27,Viscosity_std_204,rLine1000,"mean[1000, 500, 300]",74.43321435149718,16.073378217605207,10,10,7,22.74999425340942,0.8639,NaN,NaN,-3.023963255259113,95.64953737473834,64.59177100536016
28,Viscosity_std_204,rLine1000,1000,134.9312552350608,57.411140310124644,10,10,8,20.92457862757115,0.8639,84.45035672187805,0.7884882795808391,-8.729218708086686,44.82940355577275,29.494492358720986
