,liquid,pipette,volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,iteration,liquid_level,density,time,m,%error,time_asp_1000,acq_value
29,Viscosity_std_204,rLine1000,500,134.9312552350608,57.411140310124644,10,10,8,19.961220110344435,0.8639,72.48052430152893,0.4161227115160794,-3.6641482773285383,44.82940355577275,29.494492358720986
30,Viscosity_std_204,rLine1000,300,134.9312552350608,57.411140310124644,10,10,8,19.39959268708974,0.8639,67.29809379577637,0.24259496547486536,-6.395429457550891,44.82940355577275,29.494492358720986
31,Viscosity_std_204,rLine1000,"mean[1000, 500, 300]",134.9312552350608,57.411140310124644,10,10,8,19.39959268708974,0.8639,NaN,NaN,-6.2629321476553725,44.82940355577275,29.494492358720986
32,Viscosity_std_204,rLine1000,1000,47.05796297611704,57.90065725857151,10,10,9,17.596204973281345,0.8639,98.54596638679504,0.7789733229795366,-9.830614309580207,58.521349714913576,16.49332495103537
33,Viscosity_std_204,rLine1000,500,47.05796297611704,57.90065725857151,10,10,9,16.63058631806688,0.8639,79.25260639190674,0.41709897811988844,-3.438134478553434,58.521349714913576,16.49332495103537
34,Viscosity_std_204,rLine1000,300,47.05796297611704,57.90065725857151,10,10,9,16.088321868020678,0.8639,71.58295798301697,0.234231129197457,-9.622591658966318,58.521349714913576,16.49332495103537
35,Viscosity_std_204,rLine1000,"mean[1000, 500, 300]",47.05796297611704,57.90065725857151,10,10,9,16.088321868020678,0.8639,NaN,NaN,-7.630446815699987,58.521349714913576,16.49332495103537
36,Viscosity_std_204,rLine1000,1000,138.90437406344466,18.24852863247468,10,10,10,14.128444898612635,0.8639,122.2057237625122,0.8465688569358041,-2.0061515295978607,81.99813593413405,10.546215472371422
37,Viscosity_std_204,rLine1000,500,138.90437406344466,18.24852863247468,10,10,10,13.125786967121297,0.8639,91.22442364692688,0.43309809350768363,0.26579314913384283,81.99813593413405,10.546215472371422
38,Viscosity_std_204,rLine1000,300,138.90437406344466,18.24852863247468,10,10,10,12.546044706561792,0.8639,78.76478862762451,0.25041966944867783,-3.376289906749309,81.99813593413405,10.546215472371422
39,Viscosity_std_204,rLine1000,"mean[1000, 500, 300]",138.90437406344466,18.24852863247468,10,10,10,12.546044706561792,0.8639,NaN,NaN,-1.8827448618270042,81.99813593413405,10.546215472371422
