liquid,pipette,volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,liquid_level,density,m,%error
Viscosity_std_505,rLine1000,1000,74.0413783838274,11.270051140217111,10,10,47.55284014271899,0.8683,0.8453594520385481,-2.6420071359497688
Viscosity_std_505,rLine1000,1000,74.0413783838274,11.270051140217111,10,10,45.573997320302965,0.8683,0.8591146113519169,-1.0578588791987849
Viscosity_std_505,rLine1000,1000,74.0413783838274,11.270051140217111,10,10,43.614184414445795,0.8683,0.8508527730778916,-2.0093547071413473
Viscosity_std_505,rLine1000,1000,74.0413783838274,11.270051140217111,10,10,41.64410139489019,0.8683,0.855311542940064,-1.4958490222199712
Viscosity_std_505,rLine1000,1000,74.0413783838274,11.270051140217111,10,10,39.68522823799889,0.8683,0.8504447810643594,-2.0563421554348236
Viscosity_std_505,rLine1000,1000,74.0413783838274,11.270051140217111,10,10,37.71400409469902,0.8683,0.8558069618136387,-1.4387928350064807
Viscosity_std_505,rLine1000,1000,74.0413783838274,11.270051140217111,10,10,35.75573506214292,0.8683,0.8501825004842317,-2.0865483721948914
Viscosity_std_505,rLine1000,1000,74.0413783838274,11.270051140217111,10,10,33.80256752397296,0.8683,0.8479676866964858,-2.341623091502263
Viscosity_std_505,rLine1000,1000,74.0413783838274,11.270051140217111,10,10,31.841714181760718,0.8683,0.851304478521445,-1.957332889387883
Viscosity_std_505,rLine1000,1000,74.0413783838274,11.270051140217111,10,10,29.870825663091516,0.8683,0.8556612503802342,-1.4555740665398762
Viscosity_std_505,rLine1000,500,74.0413783838274,11.270051140217111,10,10,28.917920211700135,0.8683,0.4137039017215676,-4.709454860861997
Viscosity_std_505,rLine1000,500,74.0413783838274,11.270051140217111,10,10,27.93682229133268,0.8683,0.42594366212753115,-1.8902079632543656
Viscosity_std_505,rLine1000,500,74.0413783838274,11.270051140217111,10,10,26.972069290478732,0.8683,0.41884751532074027,-3.5246999146054843
Viscosity_std_505,rLine1000,500,74.0413783838274,11.270051140217111,10,10,26.00966566203946,0.8683,0.4178275352869101,-3.7596371560727633
Viscosity_std_505,rLine1000,500,74.0413783838274,11.270051140217111,10,10,25.077334000508003,0.8683,0.40477179085388226,-6.766833846854247
Viscosity_std_505,rLine1000,500,74.0413783838274,11.270051140217111,10,10,24.103082822606165,0.8683,0.4229711488860828,-2.5748822098162387
Viscosity_std_505,rLine1000,500,74.0413783838274,11.270051140217111,10,10,23.135275637613145,0.8683,0.4201734893647197,-3.219281500697978
Viscosity_std_505,rLine1000,500,74.0413783838274,11.270051140217111,10,10,22.14390760354726,0.8683,0.43040243198970357,-0.863196593411588
Viscosity_std_505,rLine1000,500,74.0413783838274,11.270051140217111,10,10,21.151599820515507,0.8683,0.43081042400323566,-0.7692216968246738
Viscosity_std_505,rLine1000,500,74.0413783838274,11.270051140217111,10,10,20.17607326901713,0.8683,0.4235248523330193,-2.4473448501625463
Viscosity_std_505,rLine1000,300,74.0413783838274,11.270051140217111,10,10,19.587387666826203,0.8683,0.255577854191191,-1.8857329681788164
Viscosity_std_505,rLine1000,300,74.0413783838274,11.270051140217111,10,10,19.013570235773848,0.8683,0.24912283769137936,-4.363761491274384
Viscosity_std_505,rLine1000,300,74.0413783838274,11.270051140217111,10,10,18.431764938511606,0.8683,0.25259076980640227,-3.0324504562930352
Viscosity_std_505,rLine1000,300,74.0413783838274,11.270051140217111,10,10,17.833715409125052,0.8683,0.25964320318317174,-0.32507843557459204
Viscosity_std_505,rLine1000,300,74.0413783838274,11.270051140217111,10,10,17.258589042013096,0.8683,0.24969111228165614,-4.145605481340498
Viscosity_std_505,rLine1000,300,74.0413783838274,11.270051140217111,10,10,16.664432758342286,0.8683,0.25795295055568157,-0.9739527215318933
Viscosity_std_505,rLine1000,300,74.0413783838274,11.270051140217111,10,10,16.08712483113099,0.8683,0.2506382365987843,-3.7820121314506063
Viscosity_std_505,rLine1000,300,74.0413783838274,11.270051140217111,10,10,15.511931339092898,0.8683,0.24972025456833705,-4.134417993651562
Viscosity_std_505,rLine1000,300,74.0413783838274,11.270051140217111,10,10,14.943819526761894,0.8683,0.24664574332350575,-5.314697944832527
Viscosity_std_505,rLine1000,300,74.0413783838274,11.270051140217111,10,10,14.374700840538887,0.8683,0.2470828776237187,-5.146885629498755
