liquid,pipette,volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,liquid_level,density,m,%error,volume_transfered,volume_error,time_asp_1000
Viscosity_std_204,rLine1000,1000,56.607230987471844,20.756368760902966,10,10,44.58326805277604,0.8639,0.827932364603389,-4.163402638802056,0.9583659736119794,-999.041634026388,85.84357153952885
Viscosity_std_204,rLine1000,1000,56.607230987471844,20.756368760902966,10,10,42.62578615496696,0.8639,0.8455343057586336,-2.125905109545822,0.9787409489045418,-999.0212590510955,85.84357153952885
Viscosity_std_204,rLine1000,1000,56.607230987471844,20.756368760902966,10,10,40.64229580359734,0.8639,0.8567686572741072,-0.8254824315190156,0.9917451756848098,-999.0082548243151,85.84357153952885
Viscosity_std_204,rLine1000,1000,56.607230987471844,20.756368760902966,10,10,38.69655312996344,0.8639,0.8404635478761628,-2.7128663183050303,0.9728713368169497,-999.027128663183,85.84357153952885
Viscosity_std_204,rLine1000,1000,56.607230987471844,20.756368760902966,10,10,36.74038683486364,0.8639,0.8449660311683567,-2.1916852450102247,0.9780831475498978,-999.0219168524501,85.84357153952885
Viscosity_std_204,rLine1000,1000,56.607230987471844,20.756368760902966,10,10,34.76910797530844,0.8639,0.8514939033848706,-1.4360570222397695,0.9856394297776023,-999.0143605702224,85.84357153952885
Viscosity_std_204,rLine1000,1000,56.607230987471844,20.756368760902966,10,10,32.79658097984955,0.8639,0.8520330356884667,-1.3736502270556008,0.986263497729444,-999.0137365022706,85.84357153952885
Viscosity_std_204,rLine1000,1000,56.607230987471844,20.756368760902966,10,10,30.83494987349579,0.8639,0.8473265563895068,-1.9184446823119778,0.9808155531768802,-999.0191844468231,85.84357153952885
Viscosity_std_204,rLine1000,1000,56.607230987471844,20.756368760902966,10,10,28.883438787982705,0.8639,0.8429552133873769,-2.4244457243457704,0.9757555427565423,-999.0242444572434,85.84357153952885
Viscosity_std_204,rLine1000,1000,56.607230987471844,20.756368760902966,10,10,26.90359164411573,0.8639,0.8551949737933405,-1.0076428066511716,0.9899235719334882,-999.0100764280666,85.84357153952885
Viscosity_std_204,rLine1000,500,56.607230987471844,20.756368760902966,10,10,25.926031364309267,0.8639,0.42225716286240156,-2.2439720193537314,0.4887801399032313,-499.5112198600968,85.84357153952885
Viscosity_std_204,rLine1000,500,56.607230987471844,20.756368760902966,10,10,24.936192125882783,0.8639,0.4275610590383192,-1.0160761573517303,0.49491961921324135,-499.50508038078675,85.84357153952885
Viscosity_std_204,rLine1000,500,56.607230987471844,20.756368760902966,10,10,23.96716639698529,0.8639,0.41857066359727213,-3.0974271102506936,0.4845128644487465,-499.51548713555127,85.84357153952885
Viscosity_std_204,rLine1000,500,56.607230987471844,20.756368760902966,10,10,23.006135484551933,0.8639,0.4151173026255895,-3.8969087566640837,0.48051545621667957,-499.51948454378334,85.84357153952885
Viscosity_std_204,rLine1000,500,56.607230987471844,20.756368760902966,10,10,22.028777605162283,0.8639,0.4221697360023591,-2.2642120610350562,0.48867893969482473,-499.5113210603052,85.84357153952885
Viscosity_std_204,rLine1000,500,56.607230987471844,20.756368760902966,10,10,21.079047382667678,0.8639,0.41023596960654457,-5.026977750539514,0.4748651112473024,-499.5251348887527,85.84357153952885
Viscosity_std_204,rLine1000,500,56.607230987471844,20.756368760902966,10,10,20.119197139332396,0.8639,0.41460731260867434,-4.014975666471967,0.4799251216676402,-499.52007487833237,85.84357153952885
Viscosity_std_204,rLine1000,500,56.607230987471844,20.756368760902966,10,10,19.167105578641632,0.8639,0.41125594964037493,-4.790843930923735,0.4760457803453813,-499.5239542196546,85.84357153952885
Viscosity_std_204,rLine1000,500,56.607230987471844,20.756368760902966,10,10,18.20560239856904,0.8639,0.4153212986323556,-3.849681992740915,0.4807515900362954,-499.5192484099637,85.84357153952885
Viscosity_std_204,rLine1000,500,56.607230987471844,20.756368760902966,10,10,17.246561756901016,0.8639,0.414257605168504,-4.095935833197357,0.4795203208340132,-499.520479679166,85.84357153952885
Viscosity_std_204,rLine1000,300,56.607230987471844,20.756368760902966,10,10,16.65868974626617,0.8639,0.25393131499372207,-2.0213315608588736,0.29393600531742337,-299.70606399468255,85.84357153952885
Viscosity_std_204,rLine1000,300,56.607230987471844,20.756368760902966,10,10,16.08201722536167,0.8639,0.24909369540469845,-3.887913182583465,0.28833626045224964,-299.71166373954776,85.84357153952885
Viscosity_std_204,rLine1000,300,56.607230987471844,20.756368760902966,10,10,15.500756961676066,0.8639,0.2510753708989973,-3.1232893857324253,0.29063013184280273,-299.7093698681572,85.84357153952885
Viscosity_std_204,rLine1000,300,56.607230987471844,20.756368760902966,10,10,14.91679802576628,0.8639,0.2522410623662319,-2.673510681702403,0.2919794679548928,-299.7080205320451,85.84357153952885
Viscosity_std_204,rLine1000,300,56.607230987471844,20.756368760902966,10,10,14.340395372084199,0.8639,0.248977126257975,-3.9328910529864625,0.2882013268410406,-299.71179867315897,85.84357153952885
Viscosity_std_204,rLine1000,300,56.607230987471844,20.756368760902966,10,10,13.78905663668419,0.8639,0.2381507667560334,-8.110210766665363,0.27566936770000394,-299.7243306323,85.84357153952885
Viscosity_std_204,rLine1000,300,56.607230987471844,20.756368760902966,10,10,13.21133838029282,0.8639,0.24954540084825183,-3.713623934771841,0.2888591281956845,-299.71114087180433,85.84357153952885
Viscosity_std_204,rLine1000,300,56.607230987471844,20.756368760902966,10,10,12.635644128069586,0.8639,0.2486711322478259,-4.050957962794353,0.28784712611161695,-299.7121528738884,85.84357153952885
Viscosity_std_204,rLine1000,300,56.607230987471844,20.756368760902966,10,10,12.066561622795593,0.8639,0.24581518815310102,-5.152915787667936,0.2845412526369962,-299.715458747363,85.84357153952885
Viscosity_std_204,rLine1000,300,56.607230987471844,20.756368760902966,10,10,11.487865097722958,0.8639,0.24996796400512436,-3.5505791545609644,0.2893482625363171,-299.7106517374637,85.84357153952885
