Time,Value,Factor,Baseline,Mass,Mass_smooth,Mass_derivative_smooth,ts,Mass_sigmoid
2023-09-15 10:47:17.449932,389424,6.862879436681862,391401.86600496277,-267.81761459715455,-303.0813827055447,-7.9901104690942475,23.840147018432617,-269.58097079362335
2023-09-15 10:47:17.648110,389243,6.862879436681862,391401.86600496277,-294.1913840433379,-311.1323397072696,-8.050957001724896,24.03832507133484,-287.32492348975904
2023-09-15 10:47:17.848329,389128,6.862879436681862,391401.86600496277,-310.9481988848356,-319.1881003826232,-8.05576067535361,24.23854398727417,-304.937955005252
2023-09-15 10:47:18.051241,389084,6.862879436681862,391401.86600496277,-317.359501954626,-327.17340717808884,-7.985306795465647,24.441455841064453,-322.4172205893451
2023-09-15 10:47:18.247929,388978,6.862879436681862,391401.86600496277,-332.8049138954848,-335.21155438347057,-8.038147205381733,24.63814401626587,-338.96954017843564
2023-09-15 10:47:18.448086,388840,6.862879436681862,391401.86600496277,-352.913091705282,-343.37779955228444,-8.166245168813873,24.838300943374634,-355.39411703331984
2023-09-15 10:47:18.648131,388712,6.862879436681862,391401.86600496277,-371.56415518103597,-351.52643125112644,-8.148631698841996,25.0383460521698,-371.37027174414374
2023-09-15 10:47:18.848184,388636,6.862879436681862,391401.86600496277,-382.6382241197649,-359.6926764199404,-8.166245168813987,25.238399028778076,-386.8983582213674
2023-09-15 10:47:19.052212,388547,6.862879436681862,391401.86600496277,-395.60654169275006,-367.9854183276438,-8.292741907703373,25.442426919937134,-402.2685545153294
2023-09-15 10:47:19.248226,388419,6.862879436681862,391401.86600496277,-414.257605168504,-376.3406079925207,-8.355189664876889,25.63844108581543,-416.59153872442135
2023-09-15 10:47:19.448256,388364,6.862879436681862,391401.86600496277,-422.2717340057421,-384.7262209237127,-8.385612931191986,25.838470935821533,-430.76321558253295
2023-09-15 10:47:19.648471,388259,6.862879436681862,391401.86600496277,-437.5714345131965,-393.23352692016516,-8.507305996452487,26.0386860370636,-444.5039447394149
2023-09-15 10:47:19.850812,388164,6.862879436681862,391401.86600496277,-451.4140206866076,-401.73122556936056,-8.4976986491954,26.241026878356934,-457.94701172585155
