liquid,pipette,volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,liquid_level,density,m,%error
Viscosity_std_817,rLine1000,1000,11.708567097868773,15.004186140770095,10,10,48.667849978042675,0.8466,0.7755491042945346,-8.392498902133879
Viscosity_std_817,rLine1000,1000,11.708567097868773,15.004186140770095,10,10,46.73263829021893,0.8466,0.8191751074557908,-3.239415608812805
Viscosity_std_817,rLine1000,1000,11.708567097868773,15.004186140770095,10,10,44.79752987059746,0.8466,0.8191313940257694,-3.244579018926366
Viscosity_std_817,rLine1000,1000,11.708567097868773,15.004186140770095,10,10,42.834366922692375,0.8466,0.831006875848222,-1.8418526047458126
Viscosity_std_817,rLine1000,1000,11.708567097868773,15.004186140770095,10,10,40.87361356617362,0.8466,0.8299868958143918,-1.962332174061923
Viscosity_std_817,rLine1000,1000,11.708567097868773,15.004186140770095,10,10,38.90673296298678,0.8466,0.8325805593289888,-1.655969840658072
Viscosity_std_817,rLine1000,1000,11.708567097868773,15.004186140770095,10,10,36.93596259084774,0.8466,0.8342270985264577,-1.4614813930477568
Viscosity_std_817,rLine1000,1000,11.708567097868773,15.004186140770095,10,10,34.996620174933156,0.8466,0.8209236446566426,-3.0328792042708996
Viscosity_std_817,rLine1000,1000,11.708567097868773,15.004186140770095,10,10,33.0226829112578,0.8466,0.8355676437137777,-1.3031368162322636
Viscosity_std_817,rLine1000,1000,11.708567097868773,15.004186140770095,10,10,31.08750564616815,0.8466,0.8191605363124501,-3.241136745517352
Viscosity_std_817,rLine1000,500,11.708567097868773,15.004186140770095,10,10,30.1271113650482,0.8466,0.4065348991980747,-3.9605718880050405
Viscosity_std_817,rLine1000,500,11.708567097868773,15.004186140770095,10,10,29.173808167150856,0.8466,0.40353324366994553,-4.669680210265646
Viscosity_std_817,rLine1000,500,11.708567097868773,15.004186140770095,10,10,28.20856028052417,0.8466,0.40858943040907564,-3.475211337331531
Viscosity_std_817,rLine1000,500,11.708567097868773,15.004186140770095,10,10,27.23184962344541,0.8466,0.4134416211414398,-2.328934292123842
Viscosity_std_817,rLine1000,500,11.708567097868773,15.004186140770095,10,10,26.27809893000489,0.8466,0.4037226685333712,-4.624930655948221
Viscosity_std_817,rLine1000,500,11.708567097868773,15.004186140770095,10,10,25.312093743228218,0.8466,0.4089099955625652,-3.399481322332819
Viscosity_std_817,rLine1000,500,11.708567097868773,15.004186140770095,10,10,24.338412286749403,0.8466,0.4121593605274817,-2.6318543521186655
Viscosity_std_817,rLine1000,500,11.708567097868773,15.004186140770095,10,10,23.379498183195338,0.8466,0.40590834003443604,-4.108589644593424
Viscosity_std_817,rLine1000,500,11.708567097868773,15.004186140770095,10,10,22.394181842593998,0.8466,0.4170844069765479,-1.468365939865838
Viscosity_std_817,rLine1000,500,11.708567097868773,15.004186140770095,10,10,21.413546993828938,0.8466,0.41510273148224924,-1.936515123494157
Viscosity_std_817,rLine1000,300,11.708567097868773,15.004186140770095,10,10,20.835795824856994,0.8466,0.24456206982582385,-3.7081385046760347
Viscosity_std_817,rLine1000,300,11.708567097868773,15.004186140770095,10,10,20.262622879519064,0.8466,0.24262410776154628,-4.471175777011482
Viscosity_std_817,rLine1000,300,11.708567097868773,15.004186140770095,10,10,19.683081728374425,0.8466,0.24531976927952634,-3.409808142559926
Viscosity_std_817,rLine1000,300,11.708567097868773,15.004186140770095,10,10,19.123299226597627,0.8466,0.23695593300211792,-6.702916370533946
Viscosity_std_817,rLine1000,300,11.708567097868773,15.004186140770095,10,10,18.5380094788599,0.8466,0.24775315021737865,-2.451708710379318
Viscosity_std_817,rLine1000,300,11.708567097868773,15.004186140770095,10,10,17.9679345795901,0.8466,0.24131270486090728,-4.987516788366313
Viscosity_std_817,rLine1000,300,11.708567097868773,15.004186140770095,10,10,17.398857939608916,0.8466,0.24089014170403475,-5.153893336469522
Viscosity_std_817,rLine1000,300,11.708567097868773,15.004186140770095,10,10,16.840314656259373,0.8466,0.23643137184186236,-6.909452775075866
Viscosity_std_817,rLine1000,300,11.708567097868773,15.004186140770095,10,10,16.282322136655274,0.8466,0.2361982335484154,-7.001246732650065
Viscosity_std_817,rLine1000,300,11.708567097868773,15.004186140770095,10,10,15.720956189110323,0.8466,0.23762620559577785,-6.439008742508145
