,liquid,pipette,volume,aspiration_rate,dispense_rate,blow_out,delay_aspirate,delay_dispense,delay_blow_out,density,time,m,%error,time_asp_1000,acq_value
0,Viscous_std_204,rLine1000,1000,179.46,179.46,False,10,10,0,0.8639,69.46919536590576,0.7223498599586149,-16.385014474057773,31.144544745347154,
1,Viscous_std_204,rLine1000,500,179.46,179.46,False,10,10,0,0.8639,64.01039671897888,0.4095365547262038,-5.188898083990319,31.144544745347154,
2,Viscous_std_204,rLine1000,300,179.46,179.46,False,10,10,0,0.8639,61.84316277503967,0.23111290452260438,-10.825749692246642,31.144544745347154,
3,Viscous_std_204,rLine1000,"mean[300, 500, 1000]",179.46,179.46,False,10,10,0,0.8639,69.46919536590576,0.7223498599586149,-10.799887416764912,31.144544745347154,
4,Viscous_std_204,rLine1000,1000,224.32500000000002,224.32500000000002,False,10,10,0,0.8639,67.50570774078369,0.6589653864277323,-23.7220295835476,28.91563579627772,
5,Viscous_std_204,rLine1000,500,224.32500000000002,224.32500000000002,False,10,10,0,0.8639,62.99658226966858,0.3816182440859346,-11.65221806090182,28.91563579627772,
6,Viscous_std_204,rLine1000,300,224.32500000000002,224.32500000000002,False,10,10,0,0.8639,61.18165397644043,0.21913542469676864,-15.447225876155176,28.91563579627772,
7,Viscous_std_204,rLine1000,"mean[300, 500, 1000]",224.32500000000002,224.32500000000002,False,10,10,0,0.8639,67.50570774078369,0.6589653864277323,-16.940491173534866,28.91563579627772,
8,Viscous_std_204,rLine1000,1000,224.32500000000002,17.946,False,10,10,0,0.8639,119.17932748794556,0.8383070186617788,-2.962493499041693,80.18054162487462,
9,Viscous_std_204,rLine1000,500,224.32500000000002,17.946,False,10,10,0,0.8639,88.99234294891357,0.4227962951659977,-2.1191584289853678,80.18054162487462,
10,Viscous_std_204,rLine1000,300,224.32500000000002,17.946,False,10,10,0,0.8639,76.96118879318237,0.24785514822076163,-4.365803055615381,80.18054162487462,
11,Viscous_std_204,rLine1000,"mean[300, 500, 1000]",224.32500000000002,17.946,False,10,10,0,0.8639,119.17932748794556,0.8383070186617788,-3.149151661214147,80.18054162487462,
12,Viscous_std_204,rLine1000,1000,17.946,224.32500000000002,False,10,10,0,0.8639,119.32376265525818,0.6556431657461136,-24.106590375493276,80.18054162487462,
13,Viscous_std_204,rLine1000,500,17.946,224.32500000000002,False,10,10,0,0.8639,89.17907571792603,0.3682565056427577,-14.745571097868343,80.18054162487462,
14,Viscous_std_204,rLine1000,300,17.946,224.32500000000002,False,10,10,0,0.8639,77.14679622650146,0.2385879010562464,-7.941543752654097,80.18054162487462,
15,Viscous_std_204,rLine1000,"mean[300, 500, 1000]",17.946,224.32500000000002,False,10,10,0,0.8639,119.32376265525818,0.6556431657461136,-15.59790174200524,80.18054162487462,
16,Viscous_std_204,rLine1000,1000,17.946,17.946,False,10,10,0,0.8639,171.0715615749359,0.8509839133679554,-1.4950904771437175,131.4454474534715,
17,Viscous_std_204,rLine1000,500,17.946,17.946,False,10,10,0,0.8639,115.25759387016296,0.44281704611575223,2.5158111160440404,131.4454474534715,
18,Viscous_std_204,rLine1000,300,17.946,17.946,False,10,10,0,0.8639,92.71770215034485,0.24709744876705916,-4.6581592132348835,131.4454474534715,
19,Viscous_std_204,rLine1000,"mean[300, 500, 1000]",17.946,17.946,False,10,10,0,0.8639,171.0715615749359,0.8509839133679554,-2.8896869354742143,131.4454474534715,
20,Viscous_std_204,rLine1000,1000,164.95290824975075,63.45507947369758,False,10,10,0,0.8639,81.3581223487854,0.7778513449423232,-9.960487910368883,41.821515974157954,54.19053731232718
21,Viscous_std_204,rLine1000,500,164.95290824975075,63.45507947369758,False,10,10,0,0.8639,70.4988329410553,0.4202609162247623,-2.706119637744576,41.821515974157954,54.19053731232718
22,Viscous_std_204,rLine1000,300,164.95290824975075,63.45507947369758,False,10,10,0,0.8639,66.16300845146179,0.25228477579625325,-2.6566439803012556,41.821515974157954,54.19053731232718
23,Viscous_std_204,rLine1000,"mean[300, 500, 1000]",164.95290824975075,63.45507947369758,False,10,10,0,0.8639,81.3581223487854,0.7778513449423232,-5.107750509471572,41.821515974157954,54.19053731232718
24,Viscous_std_204,rLine1000,1000,154.7687196598677,23.435888497805223,False,10,10,0,0.8639,108.99090385437012,0.8298994689543493,-3.935702169886643,69.13085446060451,57.836553096007044
25,Viscous_std_204,rLine1000,500,154.7687196598677,23.435888497805223,False,10,10,0,0.8639,84.41647219657898,0.42336456975627457,-1.9875981580565885,69.13085446060451,57.836553096007044
26,Viscous_std_204,rLine1000,300,154.7687196598677,23.435888497805223,False,10,10,0,0.8639,74.52727341651917,0.2649762416457701,2.2403216598256335,69.13085446060451,57.836553096007044
27,Viscous_std_204,rLine1000,"mean[300, 500, 1000]",154.7687196598677,23.435888497805223,False,10,10,0,0.8639,108.99090385437012,0.8298994689543493,-2.721207329256288,69.13085446060451,57.836553096007044
28,Viscous_std_204,rLine1000,1000,98.12621321548428,46.161417036621835,False,10,10,0,0.8639,91.69063472747803,0.8032488477846974,-7.020621856152633,51.854069942480756,19.244870391008547
29,Viscous_std_204,rLine1000,500,98.12621321548428,46.161417036621835,False,10,10,0,0.8639,76.13826179504395,0.4259145198408503,-1.3972636090171722,51.854069942480756,19.244870391008547
30,Viscous_std_204,rLine1000,300,98.12621321548428,46.161417036621835,False,10,10,0,0.8639,69.43505334854126,0.24945797398820924,-3.7473573375740923,51.854069942480756,19.244870391008547
31,Viscous_std_204,rLine1000,"mean[300, 500, 1000]",98.12621321548428,46.161417036621835,False,10,10,0,0.8639,91.69063472747803,0.8032488477846974,-4.0550809342479655,51.854069942480756,19.244870391008547
32,Viscous_std_204,rLine1000,1000,71.65626089518705,21.076818736441435,False,10,10,0,0.8639,121.69333267211914,0.8385838703852471,-2.9304467663795504,81.40100501981658,22.726154127685984
33,Viscous_std_204,rLine1000,500,71.65626089518705,21.076818736441435,False,10,10,0,0.8639,90.99613618850708,0.41934293419431506,-2.9186400753987582,81.40100501981658,22.726154127685984
34,Viscous_std_204,rLine1000,300,71.65626089518705,21.076818736441435,False,10,10,0,0.8639,78.5497236251831,0.25030310030195435,-3.421267777152317,81.40100501981658,22.726154127685984
35,Viscous_std_204,rLine1000,"mean[300, 500, 1000]",71.65626089518705,21.076818736441435,False,10,10,0,0.8639,121.69333267211914,0.8385838703852471,-3.0901182063102084,81.40100501981658,22.726154127685984
36,Viscous_std_204,rLine1000,1000,86.67300082266425,106.80735290957709,False,10,10,0,0.8639,81.01739931106567,0.7335259269007267,-15.091338476591421,40.90026958061409,8.137051094459732
37,Viscous_std_204,rLine1000,500,86.67300082266425,106.80735290957709,False,10,10,0,0.8639,70.80874514579773,0.4045823659904567,-6.3358337792668795,40.90026958061409,8.137051094459732
38,Viscous_std_204,rLine1000,300,86.67300082266425,106.80735290957709,False,10,10,0,0.8639,66.54341411590576,0.24444550067910037,-5.681405764903207,40.90026958061409,8.137051094459732
39,Viscous_std_204,rLine1000,"mean[300, 500, 1000]",86.67300082266425,106.80735290957709,False,10,10,0,0.8639,81.01739931106567,0.7335259269007267,-9.03619267358717,40.90026958061409,8.137051094459732
