,liquid,pipette,volume,aspiration_rate,dispense_rate,delay_aspirate,delay_dispense,iteration,liquid_level,density,time,m,%error,time_asp_1000,acq_value
30,Viscosity_std_204,rLine1000,1000,77.39714890490286,26.905335274757817,10,10,8,23.905144277814856,0.8639,109.66375494003296,0.8244498613450273,-4.566516802288773,70.08772208970662,22.91614236779588
31,Viscosity_std_204,rLine1000,"mean[300, 500, 1000]",77.39714890490286,26.905335274757817,10,10,8,23.905144277814856,0.8639,NaN,NaN,-2.222794938705642,70.08772208970662,22.91614236779588
32,Viscosity_std_204,rLine1000,300,59.13974970798009,57.592725503351545,10,10,9,23.352962207344792,0.8639,69.81992840766907,0.23851504533954426,-7.969654921655958,54.27240496517001,24.158973828063093
33,Viscosity_std_204,rLine1000,500,59.13974970798009,57.592725503351545,10,10,9,22.40134291429326,0.8639,76.8743588924408,0.41105195363360886,-4.83807069484689,54.27240496517001,24.158973828063093
34,Viscosity_std_204,rLine1000,1000,59.13974970798009,57.592725503351545,10,10,9,20.539157879400538,0.8639,93.98690056800842,0.8043708258219109,-6.8907482553639445,54.27240496517001,24.158973828063093
35,Viscosity_std_204,rLine1000,"mean[300, 500, 1000]",59.13974970798009,57.592725503351545,10,10,9,20.539157879400538,0.8639,NaN,NaN,-6.56615795728893,54.27240496517001,24.158973828063093
36,Viscosity_std_204,rLine1000,300,89.81808980945497,22.50724879987538,10,10,10,19.962148024468014,0.8639,76.64463210105896,0.24923940683810275,-3.83169084457972,75.5637450829488,25.444575668702583
37,Viscosity_std_204,rLine1000,500,89.81808980945497,22.50724879987538,10,10,10,18.986847882649304,0.8639,87.5902156829834,0.42128089625859255,-2.469985818128823,75.5637450829488,25.444575668702583
38,Viscosity_std_204,rLine1000,1000,89.81808980945497,22.50724879987538,10,10,10,17.061345250696757,0.8639,115.44100260734558,0.8317208618719033,-3.7248684023725778,75.5637450829488,25.444575668702583
39,Viscosity_std_204,rLine1000,"mean[300, 500, 1000]",89.81808980945497,22.50724879987538,10,10,10,17.061345250696757,0.8639,NaN,NaN,-3.342181688360373,75.5637450829488,25.444575668702583
